element_type,osmid,description,operator,wheelchair,geometry,man_made,addr:city,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,amenity,parking,access,tourism,nodes,addr:housenumber,addr:postcode,addr:street,alt_name,building:levels,height,ref,roof:colour,short_name,wikidata,addr:housename,architect,building:material,campusbuilding,location,roof:shape,building:colour,wikipedia,roof:material,name:en,roof:levels,internet_access,layer,operator:type,website,designation,old_name,denomination,gnis:county_id,gnis:created,gnis:state_id,religion,year_of_construction,official_name,alt_name:en,phone,image,source_ref,name:tr,note,check_date,fee,landuse,nohousenumber,roof:height,material,full_name,building:facade:colour,building:levels:underground,faculty,addr:place,leisure,sport,bridge,building:part,plant:method,plant:output:electricity,plant:output:hot_water,plant:source,power,ref:US:EIA,start_date,fixme,min_height,smoking,building:min_level,bicycle_parking,abbr_name,opening_date,min_level,ways,type
way,17660188,,,,"POLYGON ((-71.0919214 42.3626421, -71.0918881 42.362658, -71.0918587 42.3626656, -71.0918277 42.3626673, -71.0917977 42.3626682, -71.090974 42.3626135, -71.0906944 42.3625949, -71.0912486 42.362328, -71.0911892 42.3622606, -71.0915732 42.3620758, -71.0914862 42.361977, -71.0918669 42.3617938, -71.0919596 42.3618989, -71.0920236 42.3619715, -71.0918876 42.3620369, -71.0920729 42.3622472, -71.0921489 42.3622107, -71.0923448 42.3624332, -71.0919214 42.3626421))",,Cambridge,MA,university,,,,,,46 Brain and Cognitive Sciences,,,,,,"[11590015601, 11669352955, 11669352957, 11669352956, 11669352954, 275304151, 182893081, 182893082, 182893083, 182893084, 182893086, 182893087, 11528200272, 9333001718, 9333001719, 9333001720, 9333001721, 182893088, 11590015601]",43,02139,Vassar Street,Building 46,6,48.4,46,#f5f6fa,BCS,Q42307047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24493980,,,,"POLYGON ((-71.0901414 42.3603801, -71.0897933 42.3598072, -71.089775 42.3597771, -71.0897153 42.3596787, -71.089572 42.3597262, -71.089481 42.3597564, -71.0895591 42.359885, -71.0895749 42.359911, -71.0895821 42.3599229, -71.0898483 42.3603613, -71.0899072 42.3604583, -71.0900748 42.3604028, -71.0900882 42.3604248, -71.090141 42.3605103, -71.0901537 42.3605061, -71.0901688 42.360501, -71.0901176 42.3604154, -71.0901037 42.3603926, -71.0901134 42.3603894, -71.0901414 42.3603801))",,Cambridge,MA,university,0,,,,,18 Dreyfus Building,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[4330089132, 11598806647, 542905037, 266339180, 9287309344, 266339181, 11598806648, 1914348552, 9672064816, 9672086017, 266339182, 4330089137, 11598806657, 4330089136, 9287309349, 4330089135, 11598806658, 4330089134, 9392746161, 4330089132]",21,02142,Ames Street,Camille and Edouard Dreyfus Building,5,25.4,18,,,,Dreyfus Building,I. M. Pei & Associates,cream_city_brick,yes,surface,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24493983,,,yes,"POLYGON ((-71.089563 42.360316, -71.0894929 42.3601973, -71.0894555 42.3602095, -71.0894508 42.3602017, -71.089149 42.3603001, -71.0891557 42.3603112, -71.0891176 42.3603236, -71.0891836 42.3604368, -71.0892285 42.3604224, -71.0892355 42.3604341, -71.0895276 42.3603402, -71.0895213 42.3603294, -71.089563 42.360316))",,,,university,4,,,,,54 Green Building,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[266339267, 266339268, 531162993, 531162996, 531162980, 531162977, 266339269, 531162974, 531162971, 266339271, 531162968, 531162965, 266339267]",,,,Building 54,21,90,54,#e9e9e7,,Q5602382,Green Building,I. M. Pei & Associates,reinforced_concrete,yes,,,#cdbe98,en:Green Building (MIT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494019,,,,"POLYGON ((-71.0953289 42.3590857, -71.0944374 42.3593825, -71.0942121 42.3590132, -71.0944675 42.3589282, -71.0948377 42.3588046, -71.0951035 42.3587162, -71.0953289 42.3590857))",,Cambridge,MA,university,,,,,,W20 Stratton Student Center,,,,,,"[266340008, 266340009, 266340010, 1830061705, 1830066668, 266340011, 266340008]",84,02139,Massachusetts Avenue,Building W20,5,23.5,W20,#444b4d,,,Stratton Student Center,"Catalano, Brannen, Shimamoto",concrete,yes,,flat,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494029,,,,"POLYGON ((-71.0950286 42.3583942, -71.0949535 42.3583506, -71.0948999 42.358305, -71.0948543 42.3582555, -71.0948194 42.3582, -71.0947818 42.3581187, -71.0947711 42.3580474, -71.0947721 42.3579927, -71.0947722 42.3579874, -71.0948666 42.3579684, -71.0949611 42.3579621, -71.0950468 42.3579621, -71.0951584 42.3579684, -71.0952442 42.3579874, -71.0953165 42.3580102, -71.0953644 42.3580319, -71.0953532 42.358089, -71.0953344 42.3581445, -71.0952995 42.3582019, -71.0952459 42.3582654, -71.0951788 42.3583189, -71.0950983 42.3583685, -71.0950286 42.3583942))",,,MA,university,4,Middlesex,1971425,57871b70-0100-4405-bb30-88b2e001a944,no,W16 Kresge Auditorium,,auditorium,,,,"[266340085, 266340086, 330146300, 266340087, 266340088, 266340089, 266340090, 11748626759, 266340091, 266340092, 266340093, 266340094, 266340095, 266340096, 266340097, 266340098, 266340099, 330146296, 266340100, 266340101, 266340102, 330146295, 266340085]",48,,Massachusetts Avenue,W16,2,16.1,W16,teal,,Q6436787,,Eero Saarinen,,,,,,en:Kresge Auditorium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494050,,,limited,"POLYGON ((-71.0886501 42.3595294, -71.0885828 42.3594202, -71.0884234 42.3591615, -71.0883628 42.3590648, -71.0882979 42.3590865, -71.0881738 42.3591278, -71.0880488 42.3591695, -71.0879643 42.3591977, -71.0879524 42.3592017, -71.088014 42.3593002, -71.0881729 42.359558, -71.0882028 42.3596064, -71.0882401 42.3596672, -71.0882921 42.3596498, -71.0886238 42.3595382, -71.0886501 42.3595294))",,Cambridge,MA,university,3,Middlesex,1971841,57871b70-0100-4405-bb30-88b2e001a944,,50 Walker Memorial,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[266340708, 11671352676, 11671352673, 266340709, 9719453032, 7865559324, 9719453031, 11598806630, 266340710, 11671352674, 11671352675, 11598806629, 266340711, 11591860908, 11591860903, 266340708]",142,,Memorial Drive,Building 50,2,26.3,50,#838580,,,,William Welles Bosworth,,,,flat,#c8c6c0,,,50 Walker Memorial,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494135,,MIT,,"POLYGON ((-71.0849556 42.3603085, -71.0848857 42.3601898, -71.0844908 42.3603168, -71.084476 42.3602916, -71.0844811 42.36029, -71.0844657 42.3602626, -71.0843074 42.3603184, -71.084318 42.3603349, -71.0843385 42.3603358, -71.0843604 42.3603334, -71.0843831 42.3603309, -71.0843919 42.3603445, -71.0841353 42.3604272, -71.084184 42.360511, -71.0840974 42.3605385, -71.0840944 42.3605333, -71.0840491 42.3605477, -71.0840514 42.3605516, -71.0839388 42.3605876, -71.0839454 42.3605987, -71.0839488 42.3606045, -71.0841938 42.3605262, -71.0844489 42.3609619, -71.0845361 42.360934, -71.084639 42.3609011, -71.0846539 42.3609264, -71.084738 42.3610701, -71.0847527 42.3610654, -71.084758 42.3610637, -71.0846532 42.3608853, -71.0846987 42.3608707, -71.0846572 42.3608001, -71.0846326 42.360808, -71.0844366 42.3604755, -71.0849556 42.3603085))",,Cambridge,MA,university,3,Middlesex,1971797,57871b70-0100-4405-bb30-88b2e001a944,no,E51 Tang Center,USGS Geonames,,,,,"[7631024567, 266341667, 531212748, 5562638425, 531212768, 531212755, 531212759, 531212765, 11362753320, 11362753319, 531212762, 531212751, 266341668, 9017432728, 9017432731, 9017432733, 9017432734, 9017432732, 9017432729, 7625870394, 7625870393, 9017432727, 266341669, 7631024566, 2292078739, 7631024564, 2292078741, 7631024556, 2292078740, 2292078742, 266341670, 531212771, 531212773, 266341671, 7631024567]",70,02139,Memorial Drive,Building E51,4,19.8,E51,black,,,Tang Center,Perry Shaw & Hepburn | Ellenzweig,,,,flat,,,,,,yes,1,private,http://whereis.mit.edu/?go=E51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494137,,MIT,,"POLYGON ((-71.0839015 42.3605249, -71.0835615 42.3606351, -71.0832075 42.36075, -71.0832648 42.3608464, -71.0832956 42.3608983, -71.0833114 42.3609248, -71.0835312 42.3608535, -71.0835993 42.3608314, -71.0836612 42.3609358, -71.083822 42.3608836, -71.0838072 42.3608587, -71.0838454 42.3608463, -71.0838716 42.3608904, -71.0839387 42.3608686, -71.0840787 42.3608232, -71.0839488 42.3606045, -71.0839454 42.3605987, -71.0839388 42.3605876, -71.0839015 42.3605249))",,Cambridge,MA,university,3,Middlesex,1971759,57871b70-0100-4405-bb30-88b2e001a944,no,E52 Morris & Sophie Chang Building,USGS Geonames,,,,,"[266341673, 7631024569, 266341674, 1642406165, 9634752410, 266341675, 981460403, 266341676, 266341677, 11362753325, 11362753324, 11362753323, 11362753321, 981460378, 981460491, 7625870393, 7625870394, 9017432729, 266341673]",50,02142,Memorial Drive,Building E52,7,40.4,E52,,,,,,,,,flat,,,,,,,,,,Massachusetts Institute of Technology - Facility Information Systems,Sloan Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494142,,,,"POLYGON ((-71.083884 42.3612939, -71.0837856 42.3611293, -71.0836835 42.3609587, -71.0836072 42.3609836, -71.0832676 42.3610953, -71.0834704 42.3614293, -71.083884 42.3612939))",,Cambridge,MA,university,3,Middlesex,1971355,57871b70-0100-4405-bb30-88b2e001a944,no,E53 Hermann Building,USGS Geonames,,,,,"[266341690, 5158891444, 266341691, 981460340, 266341692, 266341693, 266341690]",30,,Wadsworth Street,Building E53,,25.4,E53,black,,,Hermann Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24494174,,,,"POLYGON ((-71.0824553 42.361146, -71.0824498 42.3611366, -71.0823822 42.3610227, -71.0818821 42.3611846, -71.0818924 42.361202, -71.0819529 42.3613039, -71.0819668 42.3612994, -71.0819785 42.3613192, -71.0820896 42.3612832, -71.0820803 42.3612675, -71.0823873 42.3611681, -71.0824021 42.3611633, -71.0824553 42.361146))",,Cambridge,MA,university,,,,,,E60 Arthur D. Little Building,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[266341862, 9332964181, 266341863, 266341864, 9765494576, 531212777, 9332964176, 9332964178, 9332964177, 9332964175, 9332964183, 9634752391, 266341862]",30,02142,Memorial Drive,Arthur D. Little Building,4,16.2,E60,,,Q4798398,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24562763,,,,"POLYGON ((-71.0942544 42.3583295, -71.0942508 42.3583421, -71.094245 42.3583547, -71.0942363 42.3583662, -71.0942245 42.3583761, -71.0942105 42.3583843, -71.0941954 42.358391, -71.0941783 42.3583959, -71.0941612 42.3583976, -71.0941436 42.3583976, -71.0941259 42.3583952, -71.0941094 42.3583904, -71.0940939 42.358384, -71.0940803 42.3583755, -71.0940689 42.3583654, -71.0940289 42.3583787, -71.0939728 42.3583973, -71.093924 42.3584135, -71.0939094 42.3583895, -71.0939605 42.3583725, -71.0940541 42.3583415, -71.0940516 42.3583281, -71.0940512 42.3583155, -71.0940543 42.3583025, -71.0940606 42.3582902, -71.0940693 42.3582788, -71.0940811 42.3582689, -71.0940946 42.3582603, -71.0941102 42.358254, -71.0941268 42.3582495, -71.0941445 42.3582474, -71.0941621 42.3582474, -71.0941797 42.3582498, -71.0941963 42.3582538, -71.0942118 42.358261, -71.0942258 42.3582695, -71.0942367 42.3582796, -71.0942457 42.3582911, -71.0942515 42.3583034, -71.0942545 42.3583165, -71.0942544 42.3583295))",,Cambridge,MA,university,,,1971508,,,W15 MIT Chapel,,place_of_worship,,,,"[267069974, 11624818027, 267069975, 11624818026, 267069976, 11624818025, 8280007308, 11624818024, 8280007309, 11624818023, 8280007310, 11624818022, 8280007311, 11624818021, 267069977, 9392693292, 2446018287, 2446018289, 2446018286, 2446018283, 2446018280, 11624818020, 267069978, 11624818019, 267069979, 11624818018, 267069980, 11624818017, 267069981, 11624818016, 267069982, 11624818015, 267069983, 11624818031, 267069984, 11624818030, 267069985, 11624818029, 267069986, 11624818028, 267069974]",48,,Massachusetts Avenue,,1,10,W15,,MIT Chapel,Q6716291,,Eero Saarinen,,,,,,en:MIT Chapel,,,,,1,,,,,nondenominational,017,01/15/2003,25,multifaith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24808074,East Campus east parallel,,,"POLYGON ((-71.0880203 42.3600717, -71.0879768 42.3599996, -71.0878326 42.3600476, -71.0878482 42.3600782, -71.0883027 42.36082, -71.0884436 42.3607731, -71.0883975 42.3606985, -71.0883299 42.3605876, -71.0882399 42.3604384, -71.0881772 42.3603341, -71.0880867 42.3601817, -71.0880203 42.3600717))",,Cambridge,MA,dormitory,,,,,,64,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[545538117, 1883214564, 1883214574, 9632103481, 1883214563, 1883214569, 545542098, 545540823, 545539625, 2292063724, 2292063630, 545538117]",3,02139,Ames Street,Building 64,5,16.7,64,#f8faf7,,,East Campus (Fred),,brick,,,,#cfbfa2,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,24808162,,,yes,"POLYGON ((-71.089482 42.3608312, -71.0894724 42.3608157, -71.0894645 42.3608024, -71.089443 42.3608094, -71.0893238 42.3608477, -71.0892884 42.3608584, -71.0892369 42.3607731, -71.0892448 42.3607235, -71.0892332 42.3607053, -71.0890964 42.3607514, -71.088556 42.3609333, -71.0883736 42.3609947, -71.0886195 42.3610112, -71.0893369 42.3610647, -71.0893955 42.3610467, -71.0894086 42.3610689, -71.0894579 42.3610717, -71.0893408 42.3608767, -71.0894651 42.3608365, -71.089482 42.3608312))",,,MA,university,3,Middlesex,1971678,57871b70-0100-4405-bb30-88b2e001a944,no,66 Landau Building,Massachusetts Institute of Technology - Facility Information Systems;USGS Geonames,,,,,"[365768542, 9287309318, 1914348520, 545557136, 11663192001, 1914348533, 1914348530, 1914348524, 1914348548, 1914348547, 9287309319, 1883214559, 365770992, 4328996298, 4328996297, 4328996296, 1883214560, 365768543, 6898815038, 365768542]",25,,Ames Street,Building 66,5,22.7,66,white,,,Ralph Landau Building,I. M. Pei & Associates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,25679668,Graduate residence,,,"POLYGON ((-71.1014419 42.3593922, -71.1013012 42.3595257, -71.1014165 42.359591, -71.1014256 42.3595821, -71.1016541 42.3597171, -71.1016903 42.3596814, -71.1017554 42.3597186, -71.1016972 42.3597738, -71.1017966 42.3598307, -71.1018063 42.3598212, -71.1019946 42.35993, -71.1019539 42.3599679, -71.1024601 42.3602649, -71.102542 42.3601904, -71.1025336 42.3601849, -71.102591 42.3601333, -71.1025182 42.3600904, -71.1025745 42.3600403, -71.1026021 42.3600585, -71.1028583 42.3598443, -71.1028799 42.3598587, -71.1030089 42.3597518, -71.1030251 42.3597628, -71.1030929 42.3597069, -71.1030139 42.3596547, -71.1030299 42.3596413, -71.102968 42.3596003, -71.1029518 42.3596137, -71.1028678 42.3595573, -71.1028004 42.3596118, -71.1028262 42.3596292, -71.1026981 42.3597356, -71.102672 42.3597192, -71.1025429 42.359828, -71.1025724 42.3598464, -71.1024419 42.3599541, -71.1024938 42.3599878, -71.1024429 42.360035, -71.1024343 42.3600304, -71.102418 42.3600448, -71.1022412 42.3599319, -71.102263 42.3599108, -71.1021105 42.3598203, -71.1020906 42.3598392, -71.1019834 42.3597742, -71.1021312 42.3596265, -71.1021577 42.3596411, -71.1022788 42.3595293, -71.1022552 42.3595151, -71.1023786 42.3594028, -71.1024009 42.3594158, -71.1024606 42.3593581, -71.1022357 42.3592253, -71.102175 42.3592847, -71.1022032 42.3593008, -71.1018407 42.3596365, -71.1017789 42.3596007, -71.1017867 42.3595928, -71.1014419 42.3593922))",,Cambridge,,dormitory,,,,,,NW86 Sidney Pacific,,,,,,"[279947931, 279947932, 11725155567, 11725155568, 11725216769, 11725216771, 11725216772, 11725216770, 11725216773, 11725216774, 279947933, 279947934, 279947935, 11725216775, 11725216776, 11725216777, 11725216778, 11725216779, 11725216780, 11725216781, 11725216782, 11725216783, 11725216784, 279947937, 11725216786, 11725216788, 11725216787, 11725216785, 279947938, 7900756288, 7900756289, 7900756290, 7900756291, 279947939, 7900756292, 7900756293, 7900756294, 7900756295, 11725216789, 11725216790, 7900756296, 7900756297, 7900756298, 7900756299, 279947940, 7900756300, 7900756301, 7900756302, 7900756303, 7900756304, 7900756305, 279947941, 279947942, 11725155563, 11725155564, 279947943, 11725155565, 11725155566, 279947931]",70,,Pacific Street,,9,35.7,NW86,,,,,Steffian Bradley,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,27078002,,,,"POLYGON ((-71.0907248 42.3619158, -71.0907011 42.362025, -71.0906191 42.3620169, -71.090665 42.3620504, -71.0906148 42.3620643, -71.0906137 42.3620937, -71.0905672 42.3620896, -71.0905457 42.3621169, -71.0904915 42.3621253, -71.090452 42.3620852, -71.0903828 42.3621278, -71.0903148 42.3620689, -71.0902702 42.3621025, -71.0900882 42.3619895, -71.0900824 42.3619954, -71.0901089 42.3620112, -71.0901247 42.3620303, -71.0900769 42.3620674, -71.0900692 42.3620649, -71.0900692 42.3620717, -71.090031 42.3620947, -71.0899827 42.3620864, -71.0899784 42.3620705, -71.0899645 42.3620849, -71.0899327 42.3620867, -71.0899293 42.3620834, -71.0899061 42.3620614, -71.0899524 42.3620162, -71.0899028 42.3619862, -71.0899191 42.3619692, -71.0899007 42.3619583, -71.089908 42.361951, -71.0899491 42.3619097, -71.0898416 42.3617264, -71.0898394 42.3617227, -71.0898858 42.3617211, -71.0898882 42.3616888, -71.0898905 42.361657, -71.08987 42.3616559, -71.08988 42.361539, -71.0898954 42.3615441, -71.0899164 42.3615473, -71.0899401 42.3615447, -71.0899552 42.3615385, -71.0899699 42.3615253, -71.0899735 42.3615099, -71.089973 42.3614945, -71.0899678 42.3614869, -71.0899636 42.3614807, -71.089948 42.3614701, -71.089929 42.3614634, -71.0899044 42.3614647, -71.0898858 42.3614713, -71.0898955 42.3613576, -71.0899343 42.3613566, -71.0899308 42.3613556, -71.0899593 42.3613463, -71.0904097 42.3611969, -71.0903946 42.361172, -71.0904993 42.3611378, -71.0904865 42.3611893, -71.0905335 42.361194, -71.0905284 42.3612223, -71.090554 42.3612245, -71.0905698 42.3612258, -71.0905618 42.361148, -71.090627 42.3611438, -71.090611 42.3610058, -71.0907739 42.3609528, -71.0907854 42.3609723, -71.0907989 42.3609952, -71.0906759 42.3610362, -71.0906888 42.3611776, -71.0907296 42.3611749, -71.0908261 42.361171, -71.0908295 42.3612324, -71.0910857 42.3612442, -71.0911356 42.3612478, -71.0911203 42.3613791, -71.0911747 42.3613838, -71.0911742 42.3613916, -71.0912114 42.361395, -71.0911979 42.3614884, -71.0912059 42.3614898, -71.0912041 42.3615043, -71.0912445 42.3614916, -71.091259 42.3615134, -71.0913189 42.3614927, -71.0913571 42.3614781, -71.0913791 42.3615152, -71.0914357 42.3616108, -71.0914836 42.3616933, -71.0914775 42.3617195, -71.0914567 42.361715, -71.0914419 42.3617088, -71.0914311 42.3617043, -71.0914237 42.3617065, -71.091444 42.3617326, -71.0913676 42.3617708, -71.0913351 42.3617324, -71.0913332 42.3617395, -71.0913534 42.3617875, -71.0912697 42.3617972, -71.0912516 42.361757, -71.0910836 42.3618437, -71.0910694 42.3618293, -71.0910494 42.3618411, -71.0910447 42.3618728, -71.091034 42.3618934, -71.0910191 42.3619086, -71.0909914 42.3619182, -71.0909645 42.3619189, -71.0909397 42.3619147, -71.0909146 42.3619023, -71.0908965 42.361889, -71.0908878 42.3619119, -71.0908694 42.3619346, -71.0908413 42.3619561, -71.090816 42.3619695, -71.0907819 42.3619801, -71.0907437 42.3619871, -71.0907374 42.361943, -71.0907248 42.3619158))",,Cambridge,MA,university,,,,,,32 Stata Center,Massachusetts Institute of Technology - Facility Information Systems,,,,,"[297067605, 4329042007, 4329042005, 4329042006, 297067606, 4329042003, 297067607, 4329042004, 297067608, 297067609, 297067610, 297067611, 297067612, 4329042000, 4329042002, 4329042001, 4329041996, 4329041997, 4329041998, 4329041999, 4329041995, 4329041993, 4329041994, 4329041992, 4329041991, 4329041565, 297067613, 297067614, 4329041989, 4329041990, 297067615, 9672086206, 297067616, 9672086205, 297067617, 297067618, 9333001717, 297067619, 297067621, 3551849878, 297067622, 3551849876, 3551849879, 297067623, 3551849877, 297067624, 3551849880, 4329091786, 4329041579, 4329041580, 4329041581, 4329041582, 4329041583, 3551849875, 4329041584, 4329041585, 11746491889, 297067631, 365898892, 365898269, 365893892, 4329041562, 4329041561, 4329041563, 365893894, 297067647, 297067649, 297067651, 297067652, 4329091771, 297067653, 297067654, 297067655, 1710149779, 297067656, 297067657, 4329041588, 297067658, 4329041560, 297067659, 4329041587, 4329041586, 297067660, 4329041559, 4329041558, 4329041557, 297067661, 9287251215, 297067662, 9333001650, 297067664, 4329042023, 4329042024, 4329042027, 9287251216, 4329042026, 4329042028, 4329042029, 4329042030, 4329042025, 4329042031, 4329042032, 4329042033, 4329042022, 297067665, 4329042014, 4329042021, 4329042015, 4329042016, 4329042017, 4329042018, 4329042019, 4329042020, 297067666, 297067667, 4329042009, 4329042010, 4329042011, 4329042012, 4329042013, 297067668, 4329042008, 297067605]",32,02139,Vassar Street,,9,43.1,32,,,Q3312712,,Frank O. Gehry,,,,,,en:Stata Center,,,,,,,,,,,,,,,,Ray and Maria Stata Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
