element_type,osmid,geometry,nodes,building,building:use,description,name,name:zh,building:levels,name:en,amenity,fast_food,cuisine,shop,office,leisure,sport,ways,type
way,365994297,"POLYGON ((113.3391687 23.1504614, 113.3391687 23.1503269, 113.3392517 23.1503269, 113.3392557 23.1502106, 113.3389472 23.1502106, 113.3389472 23.1500906, 113.3388326 23.1500906, 113.3388247 23.149887, 113.3396393 23.149887, 113.3396353 23.1497852, 113.339924 23.1497742, 113.339924 23.1499888, 113.3397895 23.1501233, 113.3396709 23.1501306, 113.3396669 23.1504542, 113.3391687 23.1504614))","[3699879928, 3699879929, 3699879930, 3699879931, 3699879932, 3699879933, 3699879934, 3699879935, 3699879936, 3699879937, 3699879938, 3699879939, 3699879940, 3699879941, 3699879942, 3699879928]",university,,,土交学院,土交学院,,,,,,,,,,,
way,365994302,"POLYGON ((113.3382023 23.1635407, 113.3382695 23.1634571, 113.338378 23.1628784, 113.3381983 23.1629227, 113.3379808 23.1631554, 113.3378938 23.1632354, 113.3382023 23.1635407))","[3699879965, 3699879968, 5593552606, 3699879962, 3699879963, 3699879964, 3699879965]",yes,,,校巴总队,校巴总队,,,,,,car_repair,,,,,
way,365995700,"POLYGON ((113.3415305 23.1526595, 113.3416575 23.1526817, 113.3418851 23.1525837, 113.3418823 23.1526268, 113.3419976 23.1526329, 113.3420189 23.1519148, 113.3417642 23.1520155, 113.3419025 23.1523106, 113.3419055 23.1524113, 113.3414972 23.1525682, 113.3415305 23.1526595))","[3699888301, 5231978519, 5231978821, 5231978520, 3699888302, 3699888303, 3699888304, 3699888305, 3699888306, 3699888307, 3699888301]",yes,,,国家大学创业园,国家大学创业园,,,,,,,yes,,,,
way,365995702,"POLYGON ((113.3418969 23.1523415, 113.3417413 23.1519962, 113.341165 23.1522201, 113.3412046 23.1523074, 113.3410978 23.152351, 113.3412351 23.152595, 113.3418969 23.1523415))","[3699888312, 3646568740, 3699888308, 3699888309, 3699888310, 3699888313, 3699888312]",university,,,热材料工程楼,热材料工程楼,,,,,,,,,,,
way,365995703,"POLYGON ((113.3406199 23.1525225, 113.3405754 23.1524247, 113.3404737 23.1524549, 113.340423 23.1523446, 113.3407551 23.1522116, 113.3408456 23.1524307, 113.3406199 23.1525225))","[3699888314, 5231978518, 5231978517, 3646568750, 3646568751, 3699888315, 3699888314]",university,,,造纸实验楼,造纸实验楼,,,,,,,,,,,
way,365995704,"POLYGON ((113.3417167 23.152863, 113.3408249 23.15282, 113.3408249 23.1526928, 113.3411571 23.152711, 113.3411729 23.1526492, 113.3415565 23.1526892, 113.3416751 23.1527619, 113.3417167 23.152863))","[3646568701, 3699888316, 3699888317, 3699888318, 3699888319, 3699888320, 3699888321, 3646568701]",university,,,光电楼,光电楼,,,,,,,,,,,
way,365995705,"POLYGON ((113.3414062 23.1532164, 113.3414102 23.1529946, 113.3408684 23.1529691, 113.3407024 23.1526528, 113.3405877 23.1526892, 113.3408329 23.1531909, 113.3414062 23.1532164))","[3699888322, 3699888323, 3699888324, 3699894925, 3699894926, 3699894927, 3699888322]",university,,,资源与造纸工程楼（造纸大楼）,资源与造纸工程楼（造纸大楼）,,,,,,,,,,,
way,365995706,"POLYGON ((113.3395121 23.1534927, 113.3395793 23.1530782, 113.3395161 23.1530818, 113.3395279 23.152871, 113.3401844 23.1529073, 113.3403979 23.15306, 113.34039 23.1531509, 113.3397296 23.15314, 113.3396584 23.1534345, 113.3395121 23.1534927))","[3699894928, 3699894929, 3699894930, 3699894931, 3699894932, 3699894933, 3699894934, 3699894935, 3699894936, 3699894928]",university,,华南理工大学材料科学与工程学院,25号楼（唯美楼）,25号楼（唯美楼）,,,,,,,,,,,
way,365995707,"POLYGON ((113.3391785 23.1523577, 113.3396095 23.1522705, 113.3397979 23.1524661, 113.3398785 23.1524005, 113.3396411 23.1521541, 113.3391534 23.1522632, 113.3391785 23.1523577))","[3699894937, 3699894938, 3699894939, 3699894940, 3699894941, 3699894942, 3699894937]",university,,,28号楼,28号楼,,,,,,,,,,,
way,365995708,"POLYGON ((113.3387615 23.1521946, 113.3387613 23.1519655, 113.3391921 23.1519653, 113.3391921 23.1518351, 113.3388842 23.1518352, 113.3388841 23.1516778, 113.3392987 23.1516776, 113.3392989 23.1519658, 113.3394058 23.1519658, 113.3394058 23.152067, 113.3389552 23.1520672, 113.3389552 23.1521945, 113.3387615 23.1521946))","[3699894943, 3699894944, 3699894945, 3699894946, 3699894947, 3699894948, 3699894949, 3699894952, 3699894953, 3699894954, 3699894955, 3699894956, 3699894943]",university,,,16号楼,16号楼,,,,,,,,,,,
way,365995709,"POLYGON ((113.3382038 23.1513616, 113.338703 23.1513675, 113.3387036 23.1513281, 113.3391943 23.1513339, 113.339279 23.1513602, 113.3394499 23.1516381, 113.3395907 23.1516329, 113.339378 23.151229, 113.3392589 23.1511662, 113.3386377 23.1511657, 113.3386376 23.1512274, 113.3382039 23.1512271, 113.3382038 23.1513616))","[3699894957, 3699894958, 3699894959, 11052140930, 3699894960, 3699894961, 3699894962, 3699894963, 3699894964, 3699894965, 3699894966, 3699894967, 3699894957]",university,,,15号楼,15号楼,,,,,,,,,,,
way,365995710,"POLYGON ((113.3381718 23.1520292, 113.3381713 23.1519207, 113.338398 23.1519198, 113.3383974 23.1517693, 113.3381724 23.1517702, 113.338172 23.1516832, 113.338509 23.1516819, 113.3385105 23.152028, 113.3381718 23.1520292))","[3699894968, 11052140933, 11052140950, 11052140922, 11052140940, 3699894969, 3699894970, 3699894971, 3699894968]",university,,,物资大厦,物资大厦,,,,,,,,,,,
way,365995711,"POLYGON ((113.3382507 23.1524492, 113.3381914 23.1520965, 113.3385038 23.1521038, 113.3385868 23.1523692, 113.3382507 23.1524492))","[3699894972, 3699894973, 3699894974, 3699894975, 3699894972]",yes,,,南区饭堂（学生第三饭堂）,南区饭堂（学生第三饭堂）,,,restaurant,cafeteria,,,,,,,
way,365995712,"POLYGON ((113.3388676 23.1536345, 113.338828 23.1534999, 113.3392709 23.1533618, 113.3393421 23.1535109, 113.3388676 23.1536345))","[3699894976, 3699894977, 3699894978, 3699894979, 3699894976]",university,,,紫竹院一栋,紫竹院一栋,,,,,,,,,,,
way,365995713,"POLYGON ((113.3416168 23.159362, 113.3416233 23.1592136, 113.342266 23.1592515, 113.3422479 23.1593944, 113.3416168 23.159362))","[3699894981, 3213485616, 3213485623, 3699894982, 3699894981]",university,,,20号楼,20号楼,,,,,,,,,,,
way,365995714,"POLYGON ((113.3405382 23.1594033, 113.340554 23.1591379, 113.3414358 23.1591815, 113.3413963 23.1594106, 113.3405382 23.1594033))","[3699894983, 3699894984, 3699894985, 3699894986, 3699894983]",university,,,29号楼,29号楼,,,,,,,,,,,
way,365995715,"POLYGON ((113.3386757 23.1607194, 113.3386678 23.1601813, 113.3387825 23.1601813, 113.3387825 23.1607158, 113.3386757 23.1607194))","[3699894987, 3699894988, 3699894989, 3699894990, 3699894987]",university,,,材料学实验室,材料学实验室,,,,,,,,,,,
way,365995716,"POLYGON ((113.3375998 23.1610029, 113.3377461 23.1610647, 113.338015 23.161021, 113.3380031 23.160952, 113.3385884 23.1608647, 113.3385607 23.1606902, 113.337584 23.1608393, 113.3375998 23.1610029))","[3699894991, 3699894992, 3699894993, 3699894994, 3699894995, 3699894996, 3699894997, 3699894991]",university,,,科技实业总厂,科技实业总厂,,,,,,,,,,,
way,368306780,"POLYGON ((113.3434242 23.1566188, 113.343435 23.1564388, 113.3439553 23.1565251, 113.3439392 23.1567076, 113.3434242 23.1566188))","[3721581675, 3721581676, 3721581677, 3721581678, 3721581675]",dormitory,,,东八宿舍,东八宿舍,,,,,,,,,,,
way,368306781,"POLYGON ((113.3369018 23.1549342, 113.3369582 23.1548331, 113.3369903 23.1548504, 113.3370306 23.1548109, 113.3375027 23.1551093, 113.3374705 23.1551562, 113.3374947 23.1551745, 113.3374416 23.1552673, 113.3369018 23.1549342))","[3721581679, 3721581680, 3721581681, 3721581682, 3721581683, 3721581684, 3721581685, 3721581686, 3721581679]",dormitory,,,西七学生宿舍,西七学生宿舍,,,,,,,,,,,
way,370313926,"POLYGON ((113.3388871 23.1682547, 113.3388871 23.1681289, 113.3391875 23.1681363, 113.3391848 23.1682572, 113.3388871 23.1682547))","[3740228608, 3740228609, 3740228610, 3740228611, 3740228608]",university,,,北区1号楼,北区1号楼,,,,,,,,,,,
way,370313927,"POLYGON ((113.3382326 23.1679095, 113.3382434 23.1677369, 113.338938 23.1677936, 113.3389166 23.1679588, 113.3382326 23.1679095))","[3740228612, 3740228613, 3740228614, 3740228615, 3740228612]",university,,,北区3号楼,北区3号楼,,,,,,,,,,,
way,370313928,"POLYGON ((113.3382246 23.1685901, 113.3382192 23.1684273, 113.3388817 23.1684051, 113.3388871 23.1685679, 113.3382246 23.1685901))","[3740228616, 3740228617, 3740228618, 3740228619, 3740228616]",university,,,北区2号楼,北区2号楼,,,,,,,,,,,
way,370313929,"POLYGON ((113.3390748 23.1672757, 113.3390695 23.1670538, 113.3395952 23.1670538, 113.3396032 23.166822, 113.3396971 23.166822, 113.3396944 23.1667209, 113.3399466 23.166716, 113.3399573 23.1676111, 113.339909 23.1676062, 113.3399036 23.1676604, 113.3396757 23.1676505, 113.3396783 23.1675297, 113.3396005 23.1675297, 113.3395952 23.1672831, 113.3390748 23.1672757))","[3740228620, 3740228621, 3740228622, 3740228623, 3740228624, 3740229025, 3740229026, 3740229027, 3740229028, 3740229029, 3740229030, 3740229031, 3740229032, 3740229033, 3740228620]",university,,,科技园2号楼,科技园2号楼,,"No 2 Bldg, Science Park",,,,,,,,,
way,370313931,"POLYGON ((113.3389595 23.1662869, 113.3389595 23.1661858, 113.3387127 23.1661784, 113.3387127 23.1661044, 113.3387396 23.1660576, 113.3387852 23.1660058, 113.3388576 23.1659688, 113.3389354 23.1659614, 113.3389836 23.1659614, 113.3389836 23.1660576, 113.3397347 23.1660403, 113.3397266 23.166282, 113.3389595 23.1662869))","[3740229036, 3740229037, 3740229038, 3740229039, 3740229040, 3740229041, 3740229042, 3740229043, 3740229044, 3740229045, 3740229046, 3740229047, 3740229036]",university,,,科技园1号楼,科技园1号楼,,"No 1 Bldg, Science Park",,,,,,,,,
way,400465986,"POLYGON ((113.3374716 23.1706307, 113.3375814 23.1700364, 113.3377004 23.17006, 113.3378844 23.1704137, 113.3378375 23.170627, 113.3374716 23.1706307))","[4030152958, 4030152959, 4030152960, 3388040259, 4030152961, 4030152958]",university,,,造纸技术国家重点实验室,造纸技术国家重点实验室,,State Key Lab of Paper Making,,,,,,,,,
way,400465987,"POLYGON ((113.3365936 23.1712361, 113.3365994 23.1708941, 113.3372803 23.1709037, 113.3372746 23.1712457, 113.3365936 23.1712361))","[4030152962, 4030152963, 4030152964, 4030152965, 4030152962]",university,,,材料工程实验室,材料工程实验室,,,,,,,,,,,
way,400465988,"POLYGON ((113.3360963 23.1706619, 113.3361149 23.1702023, 113.336489 23.1702151, 113.3364704 23.1706747, 113.3360963 23.1706619))","[4030152966, 4030152967, 4030152968, 4030152969, 4030152966]",university,,,光机电工厂,光机电工厂,,Optoelectronic works,,,,,,,,,
way,400465989,"POLYGON ((113.3359715 23.1713222, 113.3357885 23.1712437, 113.3356056 23.1710381, 113.3359796 23.1707391, 113.3360934 23.1707578, 113.3361097 23.1711988, 113.3359715 23.1713222))","[4030152971, 4030152972, 4030152973, 4030152974, 4030152975, 4030152976, 4030152971]",barn,,,车间,车间,,Workshop,,,,,,,,,
way,400465990,"POLYGON ((113.335134 23.1712848, 113.3355087 23.170956, 113.3357601 23.1707354, 113.3358454 23.1706681, 113.3357926 23.1706045, 113.3352316 23.1710493, 113.3352844 23.1711054, 113.3351218 23.1712549, 113.335134 23.1712848))","[4030152977, 4030152997, 4030152978, 4030152979, 4030152980, 4030152981, 4030152982, 4030152983, 4030152977]",university,,,华工大车检中心,华工大车检中心,,SCUT MOT center,,,,,,,,,
way,400465991,"POLYGON ((113.3353573 23.1718517, 113.3357306 23.1715319, 113.3355764 23.1713798, 113.3352032 23.1716996, 113.3353573 23.1718517))","[4030152984, 4030152985, 4030152986, 4030152987, 4030152984]",university,,,华工大车检中心,华工大车检中心,,SCUT MOT center,,,,,,,,,
way,488110305,"POLYGON ((113.3426352 23.1512954, 113.3424729 23.1512757, 113.3423334 23.1512954, 113.3423133 23.1512337, 113.342442 23.1512066, 113.3426727 23.151235, 113.3426352 23.1512954))","[4804640878, 4804640879, 4804640880, 4804640881, 4804640882, 4804640883, 4804640878]",yes,,,巴士华工大总站,巴士华工大总站,,South China University of Technology Bus Hub,,,,,,,,,
way,539648202,"POLYGON ((113.3393545 23.1556661, 113.3394367 23.1555567, 113.3397578 23.1557608, 113.3395748 23.1560041, 113.3393657 23.1558711, 113.3392664 23.1560032, 113.3385358 23.1555388, 113.3386861 23.155339, 113.3388254 23.1554276, 113.3388628 23.1553778, 113.3387271 23.1552915, 113.3387819 23.1552187, 113.3389264 23.1553105, 113.3389644 23.1552599, 113.3388243 23.1551709, 113.3388773 23.1551003, 113.3390209 23.1551915, 113.3390707 23.1551253, 113.3389303 23.155036, 113.3389761 23.154975, 113.339007 23.1549947, 113.3390634 23.1549197, 113.3394961 23.1549547, 113.3394715 23.1552109, 113.3391466 23.1551846, 113.3389689 23.155434, 113.3393545 23.1556661))","[5221568989, 9081764778, 9081764777, 9081764776, 9081764775, 3646557295, 5221568991, 11054078570, 11054078533, 11054078564, 11054078538, 11054078559, 11054078535, 11054078541, 11054078550, 11054078553, 11054078561, 11054078560, 11054078552, 5221568992, 11054078530, 5221568990, 9081764771, 9081764772, 9081764773, 9081764774, 5221568989]",yes,,,清清文理楼,清清文理楼,,,,,,,,,,,
way,567864928,"POLYGON ((113.3375165 23.1696259, 113.3374942 23.1691679, 113.3370898 23.1691747, 113.337078 23.1690583, 113.3370258 23.16906, 113.3370202 23.1689504, 113.3365958 23.1689619, 113.3366007 23.169084, 113.3366918 23.1690732, 113.3366859 23.1693503, 113.3365796 23.1693562, 113.3365703 23.1697401, 113.337057 23.1697443, 113.3370589 23.169645, 113.3375165 23.1696259))","[5464813071, 5464813072, 5464813073, 5464813074, 5464813075, 5464813076, 5464813077, 5464813078, 5464813079, 5464813080, 5464813081, 5464813082, 5464813083, 5464813084, 5464813071]",university,,,博学楼,博学楼,5,Bldg of Erudite,,,,,,,,,
way,567864929,"POLYGON ((113.3337546 23.169681, 113.3337597 23.1693756, 113.3337614 23.1692697, 113.3343208 23.1692747, 113.3343166 23.1693687, 113.3343011 23.1697151, 113.3337546 23.169681))","[5464813085, 3599293474, 3599293471, 3599293472, 3599293473, 5464813086, 5464813085]",university,,,35号楼,35号楼,6,No 35 Bldg,,,,,,,,,
way,567864930,"POLYGON ((113.3339524 23.1679256, 113.3339524 23.1678076, 113.3340294 23.1678029, 113.334014 23.1675234, 113.334424 23.1675036, 113.3344708 23.1678926, 113.3339524 23.1679256))","[5464813087, 5464813088, 5464813089, 5464813090, 5464813091, 5464813092, 5464813087]",yes,,,北八学生宿舍,北八学生宿舍,9,,,,,,,,,,
way,568400205,"POLYGON ((113.3367816 23.1583966, 113.3367899 23.1582794, 113.3373554 23.158313, 113.3374067 23.1583161, 113.3378204 23.1583407, 113.3378671 23.1583435, 113.3378588 23.1584607, 113.337635 23.1584435, 113.3375736 23.1584396, 113.3371498 23.1584185, 113.3371021 23.1584157, 113.3367816 23.1583966))","[5468506332, 5468506333, 5468506350, 5468506349, 5468506351, 5468506354, 5468506335, 5468506346, 5468506345, 5468506343, 5468506340, 5468506332]",university,,,33号楼,33号楼,,,,,,,,,,,
way,568400206,"POLYGON ((113.3366114 23.1586099, 113.3370948 23.1586365, 113.3371413 23.1586371, 113.3375575 23.1586545, 113.3376188 23.1586584, 113.337615 23.1588016, 113.336605 23.1587451, 113.3366114 23.1586099))","[5468506336, 5468506341, 5468506342, 5468506344, 5468506337, 5468506338, 5468506339, 5468506336]",university,,,34号楼,34号楼,,,,,,,,,,,
way,568400207,"POLYGON ((113.3371021 23.1584157, 113.3370948 23.1586365, 113.3371413 23.1586371, 113.3371498 23.1584185, 113.3371021 23.1584157))","[5468506340, 5468506341, 5468506342, 5468506343, 5468506340]",yes,,,,,,,,,,,,,,,
way,568400208,"POLYGON ((113.3375575 23.1586545, 113.3375736 23.1584396, 113.337635 23.1584435, 113.3376188 23.1586584, 113.3375575 23.1586545))","[5468506344, 5468506345, 5468506346, 5468506337, 5468506344]",yes,,,,,,,,,,,,,,,
way,568400209,"POLYGON ((113.3373702 23.1581237, 113.3374195 23.1581264, 113.3374067 23.1583161, 113.3373554 23.158313, 113.3373702 23.1581237))","[5468506347, 5468506348, 5468506349, 5468506350, 5468506347]",yes,,,,,,,,,,,,,,,
way,568400210,"POLYGON ((113.3378204 23.1583407, 113.3378338 23.1581496, 113.3378879 23.1581528, 113.3378671 23.1583435, 113.3378204 23.1583407))","[5468506351, 5468506352, 5468506353, 5468506354, 5468506351]",yes,,,,,,,,,,,,,,,
way,568400212,"POLYGON ((113.3384536 23.1591268, 113.3386206 23.1591251, 113.3386169 23.1591541, 113.3387709 23.1591541, 113.3387709 23.1594032, 113.3386224 23.15941, 113.3386187 23.1593452, 113.3384629 23.1593452, 113.3384536 23.1591268))","[5468506359, 5468506360, 5468506361, 5468506362, 5468506363, 5468506364, 5468506365, 5468506366, 5468506359]",university,,,工程训练中心,工程训练中心,,,,,,,,,,,
way,568400213,"POLYGON ((113.3377151 23.1591183, 113.3382569 23.1591149, 113.3382551 23.1593196, 113.3377058 23.1593623, 113.3377151 23.1591183))","[5468506367, 5468506368, 5468506369, 5468506370, 5468506367]",yes,,,机加工车间,机加工车间,,,,,,,,,,,
way,568400214,"POLYGON ((113.3381864 23.1596335, 113.3383961 23.1595857, 113.3384721 23.159973, 113.3382606 23.1600088, 113.3381864 23.1596335))","[5468506371, 5468506372, 5468506373, 5468506374, 5468506371]",university,,,38号楼,38号楼,,,,,,,,,,,
way,568400215,"POLYGON ((113.3379304 23.1603039, 113.3382161 23.1602545, 113.3382495 23.1603705, 113.3379526 23.1604182, 113.3379304 23.1603039))","[5468506375, 5468506376, 5468506377, 5468506378, 5468506375]",yes,,,华南理工大学热加工楼,华南理工大学热加工楼,,,,,,,,,,,
way,568660898,"POLYGON ((113.3353706 23.1659408, 113.335272 23.1658794, 113.335272 23.1658074, 113.3356984 23.1658048, 113.3358115 23.1659274, 113.3353706 23.1659408))","[5470638376, 5470638377, 5470638378, 5470638379, 5470638380, 5470638376]",dormitory,,,北十四学生宿舍,北十四学生宿舍,,,,,,,,,,,
way,568660899,"POLYGON ((113.3350254 23.1655967, 113.3349499 23.165546, 113.3349528 23.165482, 113.3354895 23.1654847, 113.335475 23.1655887, 113.3350254 23.1655967))","[5470638381, 5470638382, 5470638383, 5470638384, 5470638385, 5470638381]",dormitory,,,北十五学生宿舍,北十五学生宿舍,,,,,,,,,,,
way,568660900,"POLYGON ((113.3349006 23.1652447, 113.3348368 23.1652153, 113.3348368 23.1651353, 113.335272 23.1651166, 113.3354141 23.1651246, 113.3354286 23.1652607, 113.3349006 23.1652447))","[5470638386, 5470638387, 5470638388, 5470638389, 5470638390, 5470638391, 5470638386]",dormitory,,,北十六学生宿舍,北十六学生宿舍,,,,,,,,,,,
way,568660901,"POLYGON ((113.3349325 23.1649033, 113.3349238 23.1647966, 113.335417 23.1647832, 113.3354373 23.1648846, 113.3349325 23.1649033))","[5470638392, 5470638393, 5470638394, 5470638395, 5470638392]",dormitory,,,北十七学生宿舍,北十七学生宿舍,,,,,,,,,,,
way,568660902,"POLYGON ((113.3355505 23.165162, 113.3355534 23.1649033, 113.3360291 23.1649246, 113.3360465 23.165178, 113.3355505 23.165162))","[5470638396, 5470638397, 5470638398, 5470638399, 5470638396]",dormitory,,国防生宿舍,北十八学生宿舍,北十八学生宿舍,,,,,,,,,,,
way,568660903,"POLYGON ((113.3355214 23.1647246, 113.3354025 23.1646366, 113.3351095 23.1646152, 113.3351298 23.1644579, 113.3353532 23.1644312, 113.3353445 23.1643272, 113.3358812 23.1643058, 113.3358638 23.1647086, 113.3355214 23.1647246))","[5470638400, 5470638401, 5470638402, 5470638403, 5470638404, 5470638405, 5470638406, 5470638407, 5470638400]",school,,,继续教育学院,继续教育学院,,,,,,,,,,,
way,568660904,"POLYGON ((113.3359856 23.1645299, 113.3366441 23.1647459, 113.3366586 23.1649593, 113.3364527 23.1649273, 113.3360146 23.1647139, 113.3359856 23.1645299))","[5470638408, 5470638409, 5470638410, 5470638411, 5470638412, 5470638408]",apartments,,,北区三栋,北区三栋,,,,,,,,,,,
way,568660905,"POLYGON ((113.3360436 23.1643085, 113.3360581 23.1641485, 113.3364817 23.1641431, 113.3368211 23.1642605, 113.3367892 23.1644499, 113.3360436 23.1643085))","[5470638413, 5470638414, 5470638415, 5470638416, 5470638417, 5470638413]",apartments,,,北区四栋,北区四栋,,,,,,,,,,,
way,568660906,"POLYGON ((113.3367892 23.1648713, 113.336795 23.1647006, 113.33703 23.1647192, 113.3370126 23.1648953, 113.3367892 23.1648713))","[5470638418, 5470638419, 5470638420, 5470638821, 5470638418]",apartments,,,博士后公寓B栋,博士后公寓B栋,,,,,,,,,,,
way,568660907,"POLYGON ((113.3368327 23.1644472, 113.3368849 23.1642738, 113.3374506 23.1645619, 113.3375406 23.1646286, 113.3374332 23.1647779, 113.3368327 23.1644472))","[5470638822, 5470638823, 5470638824, 5470638825, 5470638826, 5470638822]",apartments,,,北区五栋,北区五栋,,,,,,,,,,,
way,568660908,"POLYGON ((113.3375173 23.1648419, 113.337616 23.1647059, 113.338115 23.1651273, 113.3379641 23.1652233, 113.3375173 23.1648419))","[5470638827, 5470638828, 5470638829, 5470638830, 5470638827]",apartments,,,北区六栋,北区六栋,,,,,,,,,,,
way,568660909,"POLYGON ((113.3380098 23.1659276, 113.3379576 23.1653249, 113.3381809 23.1652849, 113.3382796 23.1655302, 113.3382448 23.1659836, 113.3380098 23.1659276))","[5470638833, 5470638834, 5470638835, 5470638836, 5470638837, 5470638833]",apartments,,,北区七栋,北区七栋,,,,,,,,,,,
way,568660910,"POLYGON ((113.3375949 23.1664957, 113.337827 23.166253, 113.3379518 23.1660103, 113.3382129 23.166101, 113.3380475 23.1664691, 113.3378067 23.1666771, 113.3375949 23.1664957))","[5470638838, 5470638839, 5470638840, 5470638841, 5470638842, 5470638843, 5470638838]",apartments,,,北区八栋,北区八栋,,,,,,,,,,,
way,568660911,"POLYGON ((113.3372265 23.1667944, 113.3375369 23.1665704, 113.33774 23.1667438, 113.3373745 23.1669865, 113.3372265 23.1667944))","[5470638844, 5470638845, 5470638846, 5470638847, 5470638844]",apartments,,,北区九栋,北区九栋,,,,,,,,,,,
way,568660912,"POLYGON ((113.3374541 23.1661692, 113.3373879 23.1659976, 113.3376107 23.1659367, 113.3376949 23.1661194, 113.3374541 23.1661692))","[5470638848, 5470638849, 5470638850, 5470638851, 5470638848]",apartments,,,博士后公寓A栋,博士后公寓A栋,,,,,,,,,,,
way,568660913,"POLYGON ((113.3393833 23.1543066, 113.3393906 23.1542186, 113.3396017 23.1542277, 113.3395968 23.1543157, 113.3393833 23.1543066))","[5470638852, 5470638853, 5470638854, 5470638855, 5470638852]",school,,,24号楼,24号楼,,,,,,,,,,,
way,569329713,"POLYGON ((113.3382084 23.1690625, 113.3382084 23.168885, 113.3387663 23.1688899, 113.3387716 23.1690477, 113.3382084 23.1690625))","[5475482957, 5475482958, 5475482959, 5475482960, 5475482957]",school,,,北区5号楼,北区5号楼,,,,,,,,,,,
way,569329714,"POLYGON ((113.3381494 23.1672723, 113.3389272 23.1672525, 113.3389272 23.1673857, 113.3381494 23.1674104, 113.3381494 23.1672723))","[5475482961, 5475482962, 5475482963, 5475482964, 5475482961]",school,,,北区4号楼,北区4号楼,,,,,,,,,,,
way,569329715,"POLYGON ((113.3370745 23.1580027, 113.338037 23.1580665, 113.3385035 23.1580895, 113.3384989 23.1582347, 113.3384399 23.1582328, 113.3384414 23.1581521, 113.3380334 23.1581258, 113.3380345 23.1581635, 113.3378879 23.1581528, 113.3378338 23.1581496, 113.3374195 23.1581264, 113.3373702 23.1581237, 113.3370717 23.1581076, 113.3370745 23.1580027))","[5475482965, 5475482966, 5475482967, 5475482968, 11090811555, 11090811554, 5475482970, 5475482971, 5468506353, 5468506352, 5468506348, 5468506347, 5475482972, 5475482965]",university,,,32号楼,32号楼,,,,,,,,,,,
way,569329716,"POLYGON ((113.3366495 23.1575159, 113.3370484 23.1576111, 113.337018 23.1576811, 113.3367226 23.1576139, 113.33668 23.1577455, 113.3369023 23.1578043, 113.3368718 23.1578771, 113.3366587 23.1578099, 113.336616 23.1579555, 113.33675 23.1579975, 113.3367317 23.1580731, 113.3365825 23.1580395, 113.3365612 23.1581711, 113.3366221 23.1581991, 113.3365978 23.1582606, 113.3364577 23.1582242, 113.3366495 23.1575159))","[5475482973, 5475482974, 5475482975, 5475482976, 5475482977, 5475482978, 5475482979, 5475482980, 5475482981, 5475482982, 5475482983, 5475482984, 5475482985, 5475482986, 5475482987, 5475482988, 5475482973]",dormitory,,,西五留学生宿舍,西五留学生宿舍,,Dorm of West-5,,,,,,,,,
way,569329717,"POLYGON ((113.337531 23.1552557, 113.3375872 23.1551636, 113.3380981 23.155501, 113.3380437 23.1555753, 113.337531 23.1552557))","[5475482989, 5475482990, 5475482991, 5475482992, 5475482989]",dormitory,,,西九学生宿舍,西九学生宿舍,,,,,,,,,,,
way,569329718,"POLYGON ((113.3362514 23.1545064, 113.3363486 23.1543822, 113.3368996 23.1547249, 113.3368267 23.154859, 113.3362514 23.1545064))","[5475482993, 5475482994, 5475482995, 5475482996, 5475482993]",dormitory,,,西八学生宿舍,西八学生宿舍,,,,,,,,,,,
way,569329719,"POLYGON ((113.3364134 23.1542431, 113.3364728 23.154186, 113.3368807 23.1544343, 113.3368294 23.1544964, 113.3364134 23.1542431))","[5475482997, 5475482998, 5475482999, 5475483000, 5475482997]",dormitory,,,西十七学生宿舍,西十七学生宿舍,,,,,,,,,,,
way,569329720,"POLYGON ((113.3368672 23.1545039, 113.3368996 23.1544542, 113.3372291 23.1546653, 113.3371832 23.154715, 113.3368672 23.1545039))","[5475483001, 5475483002, 5475483003, 5475483004, 5475483001]",dormitory,,,西十六学生宿舍,西十六学生宿舍,,,,,,,,,,,
way,569329721,"POLYGON ((113.3372264 23.1547472, 113.3372669 23.1546926, 113.3376315 23.1549236, 113.3375694 23.1549707, 113.3372264 23.1547472))","[5475483005, 5475483006, 5475483007, 5475483008, 5475483005]",dormitory,,,西十五学生宿舍,西十五学生宿舍,,,,,,,,,,,
way,569329722,"POLYGON ((113.3382871 23.1541815, 113.3383286 23.1541231, 113.3385117 23.1542354, 113.3384775 23.1543027, 113.3385776 23.1543588, 113.3385508 23.1544261, 113.3383897 23.1543386, 113.3384263 23.1542735, 113.3382871 23.1541815))","[5475483009, 5475483010, 5475483011, 5475483012, 5475483013, 5475483014, 5475483015, 5475483016, 5475483009]",dormitory,,,西十八学生宿舍,西十八学生宿舍,,,,,,,,,,,
way,569329723,"POLYGON ((113.3378746 23.1542443, 113.3380748 23.1543588, 113.3383115 23.1540603, 113.3383091 23.1540064, 113.3382554 23.1540423, 113.3380772 23.1542713, 113.3379137 23.1541882, 113.3378746 23.1542443))","[5475483017, 5475483018, 5475483019, 5475483020, 5475485721, 5475485722, 5475485723, 5475483017]",dormitory,,,西二十学生宿舍,西二十学生宿舍,,,,,,,,,,,
way,569329724,"POLYGON ((113.3376208 23.1544373, 113.3376769 23.1543723, 113.337921 23.1545339, 113.3378697 23.1545989, 113.3376208 23.1544373))","[5475485724, 5475485725, 5475485726, 5475485727, 5475485724]",dormitory,,,西十四学生宿舍,西十四学生宿舍,,,,,,,,,,,
