element_type,osmid,nodes,building,leisure,geometry,name,name:en,name:zh,name:zh-Hans,layer,amenity,healthcare,fast_food,cuisine,opening_hours,building:levels,ways,type
way,250491447,"[2569279565, 2569279538, 2569279553, 2569279543, 2569279558, 2569279557, 2569279547, 2569279561, 2569279560, 2569279546, 2569279552, 2569279544, 2569279562, 2569279566, 2569279551, 2569279539, 2569279540, 2569279554, 2569279559, 2569279556, 2569279542, 2569279541, 2569279564, 2569279563, 2576540314, 2576540208, 2576540261, 2576540264, 2576540250, 2576540251, 2576540191, 2576540227, 2576540201, 2576540205, 2576540271, 2569279565]",yes,stadium,"POLYGON ((120.2699426 31.4874929, 120.2698829 31.4874412, 120.2697945 31.4873888, 120.2697179 31.4873594, 120.2696177 31.4873384, 120.2695063 31.4873353, 120.2694053 31.4873504, 120.2692847 31.4873938, 120.26919 31.4874541, 120.2691236 31.4875189, 120.2690682 31.4876033, 120.2690318 31.4877167, 120.2690301 31.4878225, 120.2690499 31.487905, 120.269102 31.4880043, 120.2691684 31.4880786, 120.2692353 31.4881294, 120.2693288 31.4881767, 120.2694171 31.4882034, 120.2695186 31.4882165, 120.2696365 31.4882101, 120.2697453 31.4881826, 120.2698511 31.4881315, 120.2699217 31.4880783, 120.2699539 31.488042, 120.2700081 31.4880314, 120.2700625 31.4879857, 120.270102 31.4879239, 120.2701296 31.4878599, 120.2701449 31.4877981, 120.2701476 31.487741, 120.2701342 31.4876769, 120.270102 31.4876197, 120.2700537 31.4875557, 120.2699982 31.4875077, 120.2699426 31.4874929))",,,,,,,,,,,,,
way,250491690,"[2569286895, 2569286925, 2569286906, 2569286936, 2569286895]",yes,,"POLYGON ((120.2606315 31.4888364, 120.2607267 31.488838, 120.2607315 31.4886321, 120.2606363 31.4886305, 120.2606315 31.4888364))",,,,,,,,,,,,,
way,250491695,"[2569286902, 2569286944, 2569286917, 2569286893, 2569286902]",yes,,"POLYGON ((120.2604637 31.4884236, 120.2606367 31.488425, 120.2606378 31.4883255, 120.2604648 31.4883242, 120.2604637 31.4884236))",,,,,,,,,,,,,
way,250492190,"[2569296576, 2569296585, 2569296581, 2569296580, 2576546567, 2569296576]",yes,,"POLYGON ((120.2718628 31.4885541, 120.2719645 31.4885541, 120.2719645 31.4883162, 120.2718628 31.4883162, 120.2718635 31.488338, 120.2718628 31.4885541))",,,,,,,,,,,,,
way,250495210,"[2569335351, 2569335515, 2569335379, 2569335666, 2569335405, 2569335416, 2569335535, 2569335573, 2569335641, 2569335392, 2569335386, 2569335510, 2569335540, 2569335530, 2569335591, 2569335661, 2569335600, 2569335409, 2569335358, 2569335484, 2569335514, 2569335499, 2569335639, 2569335555, 2569335682, 2569335671, 2569335459, 2569335627, 2569335664, 2569335461, 2569335668, 2569335612, 2569335397, 2569335451, 2569335477, 2569335550, 2569335549, 2569335632, 2569335475, 2569335465, 2569335469, 2569335421, 2569335478, 2569335556, 2569335485, 2569335660, 2569335476, 2569335615, 2569335351]",yes,stadium,"POLYGON ((120.2702039 31.4882991, 120.270262 31.4882311, 120.2703327 31.4881664, 120.2704149 31.4881168, 120.270498 31.4880825, 120.2706214 31.4880436, 120.2707136 31.4880292, 120.2707994 31.4880292, 120.2708977 31.488039, 120.2709969 31.488055, 120.2711015 31.4880916, 120.271191 31.4881367, 120.2712822 31.488203, 120.2713573 31.4882762, 120.2714217 31.4883585, 120.2714753 31.4884569, 120.271529 31.4886079, 120.2715611 31.4887314, 120.2715799 31.4888526, 120.271596 31.4890218, 120.2715906 31.4891911, 120.2715602 31.4893748, 120.2715145 31.4895291, 120.2714466 31.489653, 120.2713707 31.4897492, 120.2712527 31.4898521, 120.271131 31.4899191, 120.271014 31.4899596, 120.2709272 31.4899786, 120.2708387 31.4899877, 120.2707425 31.4899916, 120.2706304 31.4899756, 120.2705178 31.4899459, 120.2704105 31.4899024, 120.2702951 31.4898361, 120.2701932 31.4897537, 120.2701235 31.4896645, 120.2700645 31.4895708, 120.2699974 31.489445, 120.2699572 31.48931, 120.2699428 31.4892169, 120.2699348 31.4890957, 120.2699411 31.4889784, 120.2699467 31.4888811, 120.2699709 31.4887485, 120.2700044 31.4886482, 120.2700501 31.4885389, 120.2701215 31.4884157, 120.2702039 31.4882991))",体育中心,,,,,,,,,,,,
way,250497347,"[2569353767, 2569353773, 2569353776, 2569353778, 2569353767]",yes,,"POLYGON ((120.2718328 31.4910567, 120.2723599 31.4910533, 120.2723672 31.4908483, 120.2718303 31.4908493, 120.2718328 31.4910567))",快递中心,,,,,,,,,,,,
way,250705615,"[2570945055, 2570945047, 2570945048, 2570945046, 2570945052, 2570945041, 2570945051, 2570945053, 2570945040, 2570945044, 2570945045, 2570945043, 2570945050, 2570945049, 2570945054, 2570945042, 2570945056, 2570945055]",yes,,"POLYGON ((120.271072 31.4836118, 120.2720216 31.483605, 120.2720171 31.4833333, 120.2720573 31.4833333, 120.2720573 31.4830704, 120.2715879 31.483075, 120.2715826 31.4834614, 120.271468 31.4834622, 120.2714546 31.4834168, 120.2714251 31.4833665, 120.271376 31.4833242, 120.2713178 31.4833002, 120.2712508 31.4832933, 120.271249 31.4831899, 120.2710864 31.4831915, 120.271089 31.4834912, 120.2710705 31.4834921, 120.271072 31.4836118))",行政楼,University Office,行政楼,行政楼,,,,,,,,,
way,250706172,"[2570951308, 2570951333, 2570951307, 2570951294, 2570951308]",yes,,"POLYGON ((120.2723276 31.483777, 120.2723933 31.4837782, 120.2723914 31.4838562, 120.2723257 31.483855, 120.2723276 31.483777))",,,,,,,,,,,,,
way,250706176,"[2570951335, 2570951285, 2570951279, 2570951278, 2570951335]",yes,,"POLYGON ((120.2723218 31.4842886, 120.2723901 31.4842878, 120.2723913 31.4843648, 120.272323 31.4843656, 120.2723218 31.4842886))",,,,,,,,,,,,,
way,250889639,"[2572389059, 2572389028, 2572389180, 2572389057, 2572389059]",roof,,"POLYGON ((120.2694166 31.4836298, 120.2695966 31.4836321, 120.2695974 31.483583, 120.2694175 31.4835807, 120.2694166 31.4836298))",,,,,1,,,,,,,,
way,250889645,"[2572389061, 2572389130, 2572389097, 2572389019, 2572389061]",roof,,"POLYGON ((120.269847 31.4836332, 120.2700309 31.4836338, 120.2700312 31.4835835, 120.2698472 31.4835829, 120.269847 31.4836332))",,,,,1,,,,,,,,
way,251285353,"[2575305066, 2575305068, 2575305061, 2575305054, 2575305083, 2575305079, 2575305064, 2575305037, 2575305063, 2575305077, 2575305074, 2575305043, 2575305070, 2575305041, 2575305066]",yes,,"POLYGON ((120.2712469 31.4850225, 120.2712473 31.4849803, 120.2710253 31.4849809, 120.2710246 31.4845434, 120.2712445 31.4845425, 120.2712446 31.4845045, 120.2718239 31.4844977, 120.2718258 31.4846568, 120.2718518 31.484656, 120.2718526 31.484714, 120.2719063 31.4847849, 120.2719036 31.4849061, 120.2719165 31.4849073, 120.2719178 31.4850215, 120.2712469 31.4850225))",文浩馆,,,,,,,,,,,,
way,251436675,"[2576546562, 2576546590, 2576546595, 2576546566, 2576546562]",yes,,"POLYGON ((120.2712747 31.4877082, 120.2713915 31.487695, 120.2714171 31.4878587, 120.2713003 31.487872, 120.2712747 31.4877082))",,,,,,,,,,,,,
way,252224053,"[2583147353, 2583147339, 2583147368, 2583147381, 2583147344, 2583147365, 2583147348, 2583147370, 2583147353]",yes,,"POLYGON ((120.2710965 31.486616, 120.2715852 31.4866134, 120.2715865 31.4867956, 120.2710959 31.4867983, 120.2710956 31.4867564, 120.2710248 31.4867568, 120.2710243 31.4866866, 120.271097 31.4866863, 120.2710965 31.486616))",,,,,,hospital,hospital,,,,,,
way,252224055,"[2583147345, 2583147363, 2583147385, 2583147338, 2583147358, 2583147360, 2583147377, 2583147380, 2583147345]",yes,,"POLYGON ((120.2711065 31.4863243, 120.2715902 31.4863255, 120.2715896 31.4864895, 120.2711038 31.4864883, 120.271104 31.4864264, 120.2710348 31.4864263, 120.271035 31.4863592, 120.2711064 31.4863593, 120.2711065 31.4863243))",,,,,,hospital,hospital,,,,,,
way,252224056,"[2583147337, 2583147372, 2583147383, 2583147361, 2583147359, 2583147369, 2583147355, 2583147371, 2583147337]",service,,"POLYGON ((120.2722149 31.486392, 120.2719855 31.486392, 120.2719855 31.4866623, 120.2719296 31.4866623, 120.2719296 31.4867167, 120.2719897 31.4867167, 120.2719897 31.4867533, 120.2722149 31.4867533, 120.2722149 31.486392))",能源管理中心,,,,,,,,,,,,
way,252224352,"[2583152217, 2583152219, 2583152221, 2583152240, 2583152259, 2583152226, 2583152232, 2583152248, 2583152252, 2583152241, 2583152257, 2583152251, 2583152249, 2583152256, 2583152246, 2583152236, 2583152218, 2583152214, 2583152209, 2583152211, 2583152255, 2583152245, 2583152260, 2583152216, 2583152229, 2583152239, 2583152234, 2583152263, 2583152222, 2583152231, 2583152261, 2583152217]",yes,,"POLYGON ((120.269761 31.4782583, 120.2697586 31.4783034, 120.2698579 31.4783057, 120.2698552 31.4783766, 120.2701258 31.4783791, 120.2701234 31.4784635, 120.2703004 31.4784658, 120.2702977 31.4786168, 120.2703255 31.4786355, 120.2704855 31.4786351, 120.2704855 31.4786945, 120.2706491 31.4786945, 120.2706531 31.4785121, 120.2706129 31.4785121, 120.2706268 31.4780194, 120.2705249 31.4780171, 120.2705284 31.4779511, 120.2703085 31.4779488, 120.2703062 31.4780244, 120.2701392 31.4780227, 120.2701414 31.4779508, 120.2699222 31.4779511, 120.2699214 31.4780262, 120.2698659 31.4780266, 120.2698651 31.478056, 120.2697766 31.478056, 120.2697766 31.4780262, 120.2694929 31.4780227, 120.2694877 31.4782256, 120.2695414 31.4782256, 120.2695405 31.4782557, 120.269761 31.4782583))",第四食堂广溪苑,,,,,,,,,,,,
way,252224910,"[2583155385, 2583155365, 2583155356, 2583155360, 2583155354, 2583155379, 2583155386, 2583155373, 2583155359, 2583155355, 2583155381, 2583155383, 2583155367, 2583155366, 2583155380, 2583155372, 2583155376, 2583155363, 2583155378, 2583155361, 2583155370, 2583155377, 2583155353, 2583155375, 2583155352, 2583155358, 2583155385]",yes,,"POLYGON ((120.2696657 31.4792621, 120.2696233 31.4792113, 120.2696245 31.4791474, 120.269705 31.479152, 120.2697667 31.4792001, 120.2698329 31.4792363, 120.269908 31.4792615, 120.2699858 31.4792729, 120.2700636 31.4792775, 120.2701448 31.4792664, 120.2702226 31.4792435, 120.270287 31.4792092, 120.2703407 31.4791726, 120.2703836 31.4791429, 120.2704632 31.4791425, 120.2704623 31.4792096, 120.270405 31.4792618, 120.2703299 31.4793099, 120.2702629 31.4793419, 120.270177 31.4793693, 120.2700832 31.4793808, 120.2699972 31.4793832, 120.2699159 31.479374, 120.2698383 31.4793558, 120.2697716 31.4793282, 120.2697173 31.4792987, 120.2696657 31.4792621))",,,,,,,,,,,,,
way,256256105,"[2619275848, 2619275847, 2619275841, 2619275831, 2619275844, 2619275828, 2619275849, 2619275861, 2619275834, 2619275848]",yes,,"POLYGON ((120.2655488 31.4846883, 120.2655511 31.4846652, 120.265553 31.4846464, 120.2655227 31.4846169, 120.2654779 31.4846144, 120.2654429 31.4846419, 120.2654392 31.4846822, 120.2654688 31.4847133, 120.2655145 31.4847167, 120.2655488 31.4846883))",,,,,,,,,,,,,
way,265001524,"[2706620220, 2706620247, 2706620236, 2706620224, 2706620252, 2706620253, 2706620233, 2706620249, 2706620227, 2706620248, 2706620232, 2706620228, 2706620217, 2706620250, 2706620234, 2706620229, 2706620222, 2706620221, 2706620225, 2706620230, 2706620242, 2706620246, 2706620218, 2706620235, 2706620241, 2706620226, 2706620244, 2706620254, 2706620251, 2706620223, 2706620245, 2706620237, 2706620216, 2706620238, 2706620231, 2706620219, 2706620243, 2706620240, 2706620239, 2706620220]",yes,,"POLYGON ((120.2670121 31.4797033, 120.2674917 31.4797023, 120.2674922 31.4796644, 120.2677604 31.4796644, 120.2677601 31.4796372, 120.2677872 31.479637, 120.2677846 31.4795524, 120.2677416 31.4795089, 120.2676612 31.4794609, 120.2675673 31.4794243, 120.2674761 31.4794174, 120.2674332 31.4794174, 120.2674326 31.4793147, 120.2676478 31.4793122, 120.267739 31.4792367, 120.2677396 31.4791696, 120.267764 31.4791702, 120.2677551 31.4788707, 120.2677121 31.4788707, 120.2677119 31.4787909, 120.2675485 31.4787929, 120.267548 31.4787589, 120.2674907 31.4787589, 120.267489 31.4787925, 120.2674144 31.4787998, 120.2673339 31.4788295, 120.2672642 31.478873, 120.2672079 31.478921, 120.2671703 31.4789896, 120.2671516 31.4790651, 120.2671516 31.4790903, 120.2672173 31.4790921, 120.2672159 31.4793099, 120.2671516 31.4793099, 120.2671462 31.4794609, 120.2670663 31.4794612, 120.2670657 31.4795089, 120.2669873 31.4795091, 120.2669853 31.479637, 120.2670121 31.4797033))",第三食堂（教工活动中心）,,,,,,,,,,,,
way,265002621,"[2706629685, 2706629684, 2706629690, 2706629681, 2706629682, 2706629677, 2706629676, 2706629675, 2706629688, 2706629692, 2706629680, 2706629678, 2706629685]",yes,,"POLYGON ((120.2717012 31.4813879, 120.2716364 31.4813889, 120.2716368 31.4812913, 120.27206 31.4812926, 120.2720596 31.4813888, 120.2719936 31.4813889, 120.2719933 31.4814386, 120.2718968 31.4814383, 120.2718966 31.4814852, 120.2717563 31.4814847, 120.2717565 31.4814379, 120.271701 31.4814378, 120.2717012 31.4813879))",北美学院,,,,,,,,,,,,
way,265002895,"[2706629679, 2706629687, 2706631730, 2706631713, 2706629691, 2706629686, 2706629679]",school,,"POLYGON ((120.2709178 31.4815741, 120.2713 31.4815898, 120.2713 31.4816177, 120.2712995 31.4816519, 120.2712453 31.4817272, 120.2709178 31.4817263, 120.2709178 31.4815741))",法学院,School of Law,法学院,法学院,,,,,,,,,
way,265002896,"[2706631722, 2706631720, 2706631715, 2706631724, 2706631719, 2706631716, 2706631728, 2706631723, 2706631727, 2706631714, 2706631726, 2706631717, 2706631721, 2706631718, 5084978506, 5084913589, 5084913590, 2706631729, 2706631725, 2706631722]",yes,,"POLYGON ((120.2717204 31.4820051, 120.2717206 31.4819364, 120.2719115 31.4819369, 120.271911 31.4820897, 120.2717463 31.4820893, 120.2717465 31.4820356, 120.2713519 31.4820346, 120.2713517 31.4820958, 120.2710182 31.4820949, 120.2710183 31.4820501, 120.2709422 31.4820499, 120.2709424 31.4820046, 120.2710155 31.4820048, 120.2710156 31.481955, 120.2712544 31.4819556, 120.2713425 31.4819558, 120.2714033 31.481956, 120.271631 31.4819566, 120.2716308 31.4820049, 120.2717204 31.4820051))",马克思主义学院,,,,,,,,,,,,
way,289550968,"[2931042998, 2931042986, 2931042972, 2931042950, 2931042998]",yes,,"POLYGON ((120.2676974 31.4894759, 120.2676857 31.4893509, 120.2675359 31.4893611, 120.2675476 31.4894861, 120.2676974 31.4894759))",活动中心,,,,,,,,,,,,
