element_type,osmid,geometry,addr:state,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,is_in:state_code,access,wheelchair,addr:unit,amenity,healthcare,opening_hours,phone,website,addr:housenumber,addr:street,addr:city,addr:postcode,nodes,nysgissam:nysaddresspointid,wikimedia_commons,air_conditioning,building:levels,architect,old_name,roof:levels,short_name,start_date,fee,official_name,operator,parking,wikidata,leisure,wikipedia,historic,nysgissam:review,tourism,check_date:opening_hours,location,payment:credit_cards,payment:debit_cards,shop,alt_name,description,addr:housename,man_made,building:material,height,tower:construction,tower:type,layer,addr:country,internet_access,note,roof:shape,gnis:county_id,gnis:created,gnis:state_id,name_1,loc_name,apartments,residential,addr:flats,office,contact:phone,contact:website,contact:fax,smoking,operator:type,sport,bench,bin,shelter_type,golf,content,fast_food,indoor_seating,outdoor_seating,ways,denomination,type
way,403931105,"POLYGON ((-76.4728097 42.4574996, -76.4727202 42.4575192, -76.4727112 42.4574967, -76.4727039 42.4574983, -76.4726972 42.4574818, -76.4726435 42.4574935, -76.4726225 42.457441, -76.4726606 42.4574326, -76.4725834 42.4572395, -76.4725459 42.4572477, -76.4725249 42.4571951, -76.4725796 42.4571831, -76.472573 42.4571665, -76.4726754 42.4571441, -76.4728086 42.4574775, -76.4728015 42.457479, -76.4728097 42.4574996))",NY,apartments,,,,,,Hasbrouck Apts 15,,,,,,,,,,,,,Ithaca,,"[4062272766, 4062272768, 4062272762, 4062272765, 4062272759, 4062272760, 4062272748, 4062272746, 4062272584, 4062272588, 4062272540, 4062272526, 4062272513, 4062272493, 4062272756, 4062272758, 4062272766]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931107,"POLYGON ((-76.473042 42.4569793, -76.4726036 42.4570762, -76.4726025 42.4570735, -76.47258 42.4570785, -76.4725537 42.4570132, -76.4725779 42.4570078, -76.4725767 42.4570048, -76.4730134 42.4569084, -76.473042 42.4569793))",NY,apartments,,,,,,Hasbrouck Apts 14,,,,,,,,,,,,,Ithaca,,"[4062272342, 4062272436, 4062272431, 4062272440, 4062272376, 4062272368, 4062272363, 4062272301, 4062272342]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931108,"POLYGON ((-76.4725212 42.4574462, -76.4724668 42.457458, -76.4724742 42.4574767, -76.4724674 42.4574782, -76.4724752 42.4574978, -76.4723856 42.4575173, -76.4723773 42.4574964, -76.4723704 42.4574979, -76.4722384 42.4571656, -76.4723412 42.4571432, -76.4723481 42.4571606, -76.4724023 42.4571488, -76.472423 42.4572012, -76.472386 42.4572092, -76.4724626 42.4574023, -76.4725005 42.457394, -76.4725212 42.4574462))",NY,apartments,,,,,,Hasbrouck Apts 16,,,,,,,,,,,,,Ithaca,,"[4062272751, 4062272754, 4062272755, 4062272757, 4062272763, 4062272767, 4062272761, 4062272764, 4062272512, 4062272491, 4062272508, 4062272496, 4062272548, 4062272554, 4062272743, 4062272741, 4062272751]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931109,"POLYGON ((-76.4722698 42.4570708, -76.4722458 42.457076, -76.4722483 42.4570823, -76.4718003 42.4571803, -76.4717694 42.4571028, -76.4717917 42.457098, -76.4717759 42.4570583, -76.4718476 42.4570426, -76.4718586 42.45707, -76.4721197 42.4570129, -76.4721086 42.4569851, -76.4721795 42.4569696, -76.4721957 42.4570103, -76.4722175 42.4570055, -76.4722195 42.4570105, -76.4722436 42.4570052, -76.4722698 42.4570708))",NY,apartments,,,,,,Hasbrouck Apts 17,,,,,,,,,,,,,Ithaca,,"[4062272427, 4062272435, 4062272445, 4062272523, 4062272465, 4062272461, 4062272415, 4062272397, 4062272425, 4062272375, 4062272346, 4062272332, 4062272371, 4062272366, 4062272372, 4062272364, 4062272427]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931110,"POLYGON ((-76.4720224 42.4576855, -76.4719303 42.4577057, -76.4719219 42.4576847, -76.4719176 42.4576856, -76.4719113 42.4576697, -76.4718571 42.4576816, -76.4718358 42.4576283, -76.4718739 42.45762, -76.4717637 42.4573445, -76.4717261 42.4573528, -76.4717051 42.4573002, -76.4717595 42.4572883, -76.4717529 42.4572716, -76.4718559 42.457249, -76.4720216 42.4576633, -76.4720142 42.457665, -76.4720224 42.4576855))",NY,apartments,,,,,,Hasbrouck Apts 18,,,,,,,,,,,,,Ithaca,,"[4062272776, 4062272778, 4062272775, 4062272777, 4062272773, 4062272774, 4062272770, 4062272769, 4062272727, 4062272731, 4062272718, 4062272711, 4062272702, 4062272690, 4062272771, 4062272772, 4062272776]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931111,"POLYGON ((-76.471634 42.4571101, -76.471626 42.4571119, -76.4716332 42.4571298, -76.4715441 42.4571494, -76.4715369 42.4571315, -76.4715304 42.4571329, -76.4715238 42.4571166, -76.4714694 42.4571285, -76.4714481 42.4570754, -76.4714851 42.4570672, -76.4713753 42.4567932, -76.4713383 42.4568013, -76.4713169 42.4567478, -76.4713707 42.4567359, -76.4713643 42.4567199, -76.4714682 42.456697, -76.471634 42.4571101))",NY,apartments,,,,,,Hasbrouck Apts 19,,,,,,,,,,,,,Ithaca,,"[4062272471, 4062272472, 4062272482, 4062272499, 4062272483, 4062272485, 4062272475, 4062272481, 4062272434, 4062272423, 4062272292, 4062272293, 4062272290, 4062272289, 4062272288, 4062272286, 4062272471]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931112,"POLYGON ((-76.4737582 42.4564051, -76.4737405 42.456409, -76.4737492 42.456431, -76.4737408 42.4564328, -76.4737473 42.4564493, -76.4736603 42.4564682, -76.4736536 42.4564515, -76.4736445 42.4564535, -76.4735123 42.4561195, -76.4736167 42.4560969, -76.4736252 42.4561183, -76.4736435 42.4561143, -76.4736611 42.4561587, -76.4736424 42.4561628, -76.4736571 42.4562, -76.4736758 42.4561959, -76.4736938 42.4562413, -76.4736757 42.4562453, -76.4736904 42.4562824, -76.473709 42.4562783, -76.4737267 42.456323, -76.4737084 42.456327, -76.4737231 42.4563643, -76.4737405 42.4563605, -76.4737582 42.4564051))",NY,apartments,,,,,,Hasbrouck Apts 1,,,,,,,,,,,,,Ithaca,,"[4062272213, 4062272214, 4062272220, 4062272221, 4062272227, 4062272237, 4062272228, 4062272230, 4062271735, 4062271548, 4062271731, 4062271719, 4062271911, 4062271920, 4062272092, 4062271988, 4062272121, 4062272124, 4062272144, 4062272139, 4062272177, 4062272178, 4062272197, 4062272194, 4062272213]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931113,"POLYGON ((-76.471267 42.4561921, -76.4711651 42.4562145, -76.4711584 42.4561978, -76.4711037 42.4562098, -76.4710825 42.456157, -76.4711207 42.4561487, -76.4710105 42.4558736, -76.4709729 42.4558818, -76.4709516 42.4558285, -76.471004 42.455817, -76.4709974 42.4558005, -76.4710061 42.4557986, -76.4709977 42.4557776, -76.4710865 42.4557581, -76.4710953 42.4557803, -76.4711016 42.4557789, -76.471267 42.4561921))",NY,apartments,,,,,,Hasbrouck Apts 20,,,,,,,,,,,,,Ithaca,,"[4062271985, 4062272101, 4062272090, 4062272097, 4062271907, 4062271890, 4062271387, 4062271489, 4062271367, 4062271357, 4062271349, 4062271348, 4062271331, 4062271326, 4062271338, 4062271335, 4062271985]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931114,"POLYGON ((-76.471124 42.4554902, -76.4711169 42.4554917, -76.4711233 42.4555078, -76.4710341 42.4555273, -76.4710267 42.455509, -76.4710192 42.4555106, -76.4710132 42.4554958, -76.4709611 42.4555072, -76.47094 42.4554544, -76.4709767 42.4554464, -76.4708662 42.4551704, -76.4708303 42.4551783, -76.4708096 42.4551265, -76.4708621 42.455115, -76.4708554 42.4550984, -76.4709581 42.4550758, -76.471124 42.4554902))",NY,apartments,,,,,,Hasbrouck Apts 21,,,,,,,,,,,,,Ithaca,,"[4062271177, 4062271178, 4062271183, 4062271193, 4062271184, 4062271185, 4062271179, 4062271182, 4062271163, 4062271161, 4062270890, 4062270895, 4062270754, 4062270746, 4062270732, 4062270725, 4062271177]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931115,"POLYGON ((-76.4716418 42.4555356, -76.4716189 42.4555406, -76.4716208 42.4555454, -76.4715972 42.4555506, -76.4716135 42.4555912, -76.4715428 42.4556067, -76.4715315 42.4555784, -76.4712701 42.4556357, -76.4712811 42.4556631, -76.4712107 42.4556786, -76.4711949 42.4556389, -76.4711739 42.4556435, -76.4711435 42.4555677, -76.4715905 42.4554695, -76.4715924 42.4554744, -76.4716153 42.4554693, -76.4716418 42.4555356))",NY,apartments,,,,,,Hasbrouck Apts 22,,,,,,,,,,,,,Ithaca,,"[4062271198, 4062271202, 4062271205, 4062271208, 4062271229, 4062271234, 4062271221, 4062271248, 4062271266, 4062271275, 4062271249, 4062271250, 4062271215, 4062271167, 4062271168, 4062271166, 4062271198]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931116,"POLYGON ((-76.4716558 42.4553549, -76.4716007 42.4553669, -76.4716073 42.4553836, -76.4715052 42.4554059, -76.4713407 42.4549914, -76.4713592 42.4549874, -76.4713523 42.4549701, -76.4714406 42.4549509, -76.4714542 42.4549852, -76.4715044 42.4549742, -76.4715252 42.4550265, -76.4714872 42.4550348, -76.4715969 42.455311, -76.471635 42.4553027, -76.4716558 42.4553549))",NY,apartments,,,,,,Hasbrouck Apts 23,,,,,,,,,,,,,Ithaca,,"[4062271124, 4062271131, 4062271138, 4062271148, 4062270549, 4062270544, 4062270466, 4062270368, 4062270540, 4062270526, 4062270694, 4062270701, 4062271107, 4062271097, 4062271124]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931117,"POLYGON ((-76.4719176 42.4553159, -76.4718155 42.4553382, -76.4718089 42.4553215, -76.4717538 42.4553335, -76.471733 42.4552813, -76.4717711 42.455273, -76.471661 42.4549969, -76.4716231 42.4550052, -76.4716023 42.4549529, -76.4716525 42.4549419, -76.4716388 42.4549076, -76.471727 42.4548884, -76.4717339 42.4549057, -76.4717524 42.4549016, -76.4719176 42.4553159))",NY,apartments,,,,,,Hasbrouck Apts 24,,,,,,,,,,,,,Ithaca,,"[4062271110, 4062271118, 4062271112, 4062271116, 4062270979, 4062270973, 4062270557, 4062270571, 4062270378, 4062270361, 4062270339, 4062270316, 4062270338, 4062270335, 4062271110]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931118,"POLYGON ((-76.4724232 42.4553643, -76.4723996 42.4553695, -76.472401 42.455373, -76.4719627 42.4554687, -76.471935 42.4553992, -76.4723727 42.4553034, -76.4723738 42.4553062, -76.472398 42.4553009, -76.4724232 42.4553643))",NY,apartments,,,,,,Hasbrouck Apts 25,,,,,,,,,,,,,Ithaca,,"[4062271128, 4062271133, 4062271134, 4062271165, 4062271144, 4062271099, 4062271104, 4062271094, 4062271128]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931119,"POLYGON ((-76.4724099 42.4551858, -76.4723934 42.4551894, -76.472402 42.4552111, -76.4722966 42.4552339, -76.4721319 42.4548178, -76.4721411 42.4548158, -76.4721352 42.454801, -76.4722198 42.4547826, -76.4722257 42.4547975, -76.4722349 42.4547955, -76.4722436 42.4548176, -76.472262 42.4548136, -76.4722792 42.4548572, -76.4722615 42.454861, -76.4722766 42.4548992, -76.4722939 42.4548954, -76.4723111 42.4549389, -76.4722939 42.4549427, -76.4723094 42.4549818, -76.4723261 42.4549782, -76.4723431 42.4550211, -76.4723273 42.4550245, -76.4723424 42.4550627, -76.4723595 42.455059, -76.4723772 42.4551039, -76.4723599 42.4551076, -76.4723745 42.4551446, -76.472392 42.4551408, -76.4724099 42.4551858))",NY,apartments,,,,,,Hasbrouck Apts 26,,,,,,,,,,,,,Ithaca,,"[4062270899, 4062270901, 4062270912, 4062270932, 4062270046, 4062270041, 4062270026, 4062270012, 4062270023, 4062270021, 4062270045, 4062270038, 4062270197, 4062270210, 4062270332, 4062270330, 4062270358, 4062270362, 4062270533, 4062270528, 4062270586, 4062270690, 4062270718, 4062270714, 4062270737, 4062270740, 4062270768, 4062270766, 4062270899]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931120,"POLYGON ((-76.4727081 42.4551435, -76.4726043 42.4551663, -76.4725958 42.4551451, -76.4725788 42.4551489, -76.4725608 42.4551039, -76.4725775 42.4551002, -76.4725627 42.4550633, -76.4725455 42.4550671, -76.4725274 42.4550218, -76.4725448 42.455018, -76.4725299 42.4549809, -76.4725134 42.4549845, -76.4724956 42.45494, -76.4725122 42.4549363, -76.4724972 42.454899, -76.4724802 42.4549027, -76.4724626 42.4548587, -76.4724798 42.4548549, -76.4724648 42.4548175, -76.4724473 42.4548214, -76.4724296 42.4547772, -76.4724476 42.4547732, -76.4724389 42.4547516, -76.4724493 42.4547493, -76.4724431 42.4547339, -76.4725268 42.4547155, -76.4725327 42.4547302, -76.4725417 42.4547282, -76.4727081 42.4551435))",NY,apartments,,,,,,Hasbrouck Apts 27,,,,,,,,,,,,,Ithaca,,"[4062270767, 4062270787, 4062270770, 4062270774, 4062270738, 4062270733, 4062270719, 4062270721, 4062270587, 4062270583, 4062270532, 4062270537, 4062270359, 4062270355, 4062270331, 4062270336, 4062270203, 4062270189, 4062270043, 4062270051, 4062270008, 4062270005, 4062269992, 4062269991, 4062269985, 4062269972, 4062269981, 4062269980, 4062270767]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931121,"POLYGON ((-76.4731776 42.4552082, -76.4731482 42.4552146, -76.4731528 42.4552262, -76.473094 42.455239, -76.4730885 42.4552251, -76.4730368 42.4552364, -76.4730422 42.4552499, -76.4729824 42.4552629, -76.4729773 42.4552501, -76.4729259 42.4552613, -76.4729314 42.4552751, -76.4728724 42.455288, -76.4728669 42.4552741, -76.4728158 42.4552853, -76.4728213 42.455299, -76.4727613 42.4553121, -76.4727559 42.4552983, -76.4727264 42.4553048, -76.472724 42.4552989, -76.4726999 42.4553042, -76.4726743 42.4552399, -76.4726995 42.4552344, -76.4726967 42.4552272, -76.4731462 42.4551292, -76.4731776 42.4552082))",NY,apartments,,,,,,Hasbrouck Apts 28,,,,,,,,,,,,,Ithaca,,"[4062270909, 4062270915, 4062270926, 4062270939, 4062270925, 4062270935, 4062270947, 4062270964, 4062270948, 4062270961, 4062270975, 4062270983, 4062270974, 4062270981, 4062271092, 4062271109, 4062270988, 4062271103, 4062271091, 4062271101, 4062270940, 4062270934, 4062270928, 4062270758, 4062270909]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931122,"POLYGON ((-76.473202 42.4550107, -76.4731841 42.4550146, -76.4731932 42.4550375, -76.4730897 42.4550602, -76.4729243 42.454645, -76.4729337 42.4546429, -76.4729279 42.4546284, -76.4730126 42.4546098, -76.4730182 42.4546239, -76.4730281 42.4546217, -76.4730371 42.4546444, -76.4730552 42.4546404, -76.4730726 42.4546841, -76.4730543 42.4546881, -76.4730692 42.4547256, -76.4730877 42.4547215, -76.4731055 42.4547661, -76.4730871 42.4547702, -76.4731022 42.4548081, -76.47312 42.4548042, -76.4731378 42.4548488, -76.4731195 42.4548528, -76.4731345 42.4548903, -76.4731531 42.4548863, -76.4731707 42.4549305, -76.4731524 42.4549345, -76.4731674 42.454972, -76.4731851 42.4549682, -76.473202 42.4550107))",NY,apartments,,,,,,Hasbrouck Apts 29,,,,,,,,,,,,,Ithaca,,"[4062270576, 4062270580, 4062270703, 4062270716, 4062269932, 4062269929, 4062269913, 4062269885, 4062269908, 4062269905, 4062269930, 4062269924, 4062269953, 4062269955, 4062269977, 4062269976, 4062270001, 4062270003, 4062270032, 4062270029, 4062270153, 4062270183, 4062270323, 4062270304, 4062270352, 4062270354, 4062270499, 4062270454, 4062270576]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931123,"POLYGON ((-76.4737253 42.4565829, -76.4732873 42.4566782, -76.4732863 42.4566755, -76.4732619 42.4566808, -76.4732359 42.4566155, -76.4732605 42.4566101, -76.4732589 42.456606, -76.4736966 42.4565106, -76.4737253 42.4565829))",NY,apartments,,,,,,Hasbrouck Apts 2,,,,,,,,,,,,,Ithaca,,"[4062272262, 4062272280, 4062272279, 4062272281, 4062272268, 4062272266, 4062272264, 4062272245, 4062272262]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931124,"POLYGON ((-76.4732644 42.4565368, -76.4732554 42.4565387, -76.4732617 42.4565546, -76.4731758 42.4565734, -76.4731689 42.4565563, -76.4731585 42.4565586, -76.4731501 42.4565377, -76.473133 42.4565414, -76.4731156 42.4564978, -76.4731335 42.4564939, -76.4731184 42.456456, -76.4731015 42.4564597, -76.4730838 42.4564153, -76.4731006 42.4564116, -76.4730857 42.4563742, -76.4730678 42.4563781, -76.47305 42.4563335, -76.4730682 42.4563295, -76.4730532 42.456292, -76.4730356 42.4562959, -76.4730178 42.4562512, -76.4730366 42.4562471, -76.4730278 42.4562251, -76.473131 42.4562026, -76.4732644 42.4565368))",NY,apartments,,,,,,Hasbrouck Apts 3,,,,,,,,,,,,,Ithaca,,"[4062272249, 4062272251, 4062272255, 4062272261, 4062272256, 4062272257, 4062272250, 4062272252, 4062272242, 4062272240, 4062272232, 4062272234, 4062272218, 4062272216, 4062272205, 4062272206, 4062272182, 4062272180, 4062272151, 4062272154, 4062272128, 4062272125, 4062272112, 4062272094, 4062272249]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931125,"POLYGON ((-76.47298 42.4565155, -76.4729251 42.4565275, -76.472932 42.4565448, -76.4729252 42.4565463, -76.4729337 42.4565675, -76.4728443 42.456587, -76.4728354 42.4565648, -76.4728289 42.4565662, -76.4726968 42.4562351, -76.472786 42.4562156, -76.4727679 42.4561702, -76.4727984 42.4561644, -76.472921 42.4564717, -76.4729592 42.4564634, -76.47298 42.4565155))",NY,apartments,,,,,,Hasbrouck Apts 4,,,,,,,,,,,,,Ithaca,,"[4062272246, 4062272247, 4062272253, 4062272254, 4062272260, 4062272263, 4062272258, 4062272259, 4062272117, 4062272103, 4062271939, 4062271924, 4062272238, 4062272236, 4062272246]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931126,"POLYGON ((-76.4729487 42.456684, -76.4729262 42.4566889, -76.4729274 42.4566921, -76.4724896 42.456788, -76.4724611 42.4567169, -76.4728989 42.4566208, -76.4729001 42.4566236, -76.4729226 42.4566187, -76.4729487 42.456684))",NY,apartments,,,,,,Hasbrouck Apts 5,,,,,,,,,,,,,Ithaca,,"[4062272282, 4062272283, 4062272284, 4062272291, 4062272287, 4062272270, 4062272271, 4062272269, 4062272282]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931127,"POLYGON ((-76.4724495 42.4566734, -76.4723602 42.4566929, -76.4723517 42.4566715, -76.4723453 42.4566729, -76.4723384 42.4566557, -76.4722837 42.4566676, -76.4722629 42.4566153, -76.4723006 42.4566071, -76.4721769 42.4562963, -76.4722058 42.4562919, -76.4722242 42.456338, -76.4723153 42.4563182, -76.4724474 42.4566505, -76.4724409 42.4566519, -76.4724495 42.4566734))",NY,apartments,,,,,,Hasbrouck Apts 6,,,,,,,,,,,,,Ithaca,,"[4062272278, 4062272285, 4062272276, 4062272277, 4062272274, 4062272275, 4062272267, 4062272265, 4062272155, 4062272150, 4062272185, 4062272170, 4062272272, 4062272273, 4062272278]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931128,"POLYGON ((-76.4721769 42.4562963, -76.4721552 42.4562419, -76.4721176 42.4562501, -76.4720961 42.4561961, -76.472133 42.4561881, -76.4720236 42.4559131, -76.4719871 42.4559211, -76.4719665 42.4558695, -76.4720202 42.4558577, -76.4720135 42.4558407, -76.4720218 42.4558389, -76.4720155 42.4558232, -76.4721009 42.4558046, -76.4721073 42.4558207, -76.4721162 42.4558188, -76.472281 42.4562331, -76.4721903 42.4562529, -76.4722058 42.4562919, -76.4721769 42.4562963))",NY,apartments,,,,,,Hasbrouck Apts 7,,,,,,,,,,,,,Ithaca,,"[4062272155, 4062272123, 4062272127, 4062272089, 4062271983, 4062271497, 4062271499, 4062271381, 4062271376, 4062271372, 4062271371, 4062271362, 4062271352, 4062271359, 4062271358, 4062272116, 4062272129, 4062272150, 4062272155]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931129,"POLYGON ((-76.4725371 42.4556524, -76.4725142 42.4556574, -76.4725155 42.4556605, -76.4720769 42.4557564, -76.4720489 42.4556861, -76.4724878 42.4555902, -76.4724894 42.4555942, -76.4725119 42.4555892, -76.4725371 42.4556524))",NY,apartments,,,,,,Hasbrouck Apts 8,,,,,,,,,,,,,Ithaca,,"[4062271255, 4062271261, 4062271264, 4062271325, 4062271281, 4062271228, 4062271232, 4062271227, 4062271255]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931130,"POLYGON ((-76.4727679 42.4561702, -76.4727513 42.4561286, -76.4726622 42.4561482, -76.4724975 42.4557351, -76.4725044 42.4557336, -76.4724959 42.4557124, -76.4725843 42.455693, -76.4725927 42.4557143, -76.4726008 42.4557125, -76.4726073 42.4557287, -76.4726614 42.4557169, -76.4726821 42.4557687, -76.4726443 42.4557769, -76.472754 42.456052, -76.472792 42.4560437, -76.4728137 42.4560981, -76.4727753 42.4561065, -76.4727984 42.4561644, -76.4727679 42.4561702))",NY,apartments,,,,,,Hasbrouck Apts 9,,,,,,,,,,,,,Ithaca,,"[4062271939, 4062271753, 4062271889, 4062271316, 4062271313, 4062271298, 4062271285, 4062271301, 4062271299, 4062271309, 4062271302, 4062271328, 4062271330, 4062271534, 4062271532, 4062271550, 4062271697, 4062271924, 4062271939]",,,,,,,,,,,,Cornell University,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,residential,university,,,,,,,,,,,,,,,,,,,
way,403931131,"POLYGON ((-76.472086 42.4564952, -76.4719158 42.4565325, -76.4718736 42.4564267, -76.4718223 42.4564379, -76.4718081 42.4564024, -76.4718015 42.4564039, -76.4717799 42.4563496, -76.471787 42.4563481, -76.4717727 42.4563121, -76.471823 42.4563011, -76.4717638 42.4561528, -76.4719344 42.4561155, -76.4720156 42.4563192, -76.4720354 42.4563148, -76.4720537 42.4563607, -76.4720341 42.456365, -76.472086 42.4564952))",NY,yes,,,,,,Hasbrouck Community Center,,,,,,,,,,,121,Pleasant Grove Road,Ithaca,14850,"[4062272241, 4062272248, 4062272219, 4062272225, 4062272210, 4062272211, 4062272191, 4062272189, 4062272163, 4062272157, 4062271899, 4062271723, 4062272172, 4062272167, 4062272195, 4062272198, 4062272241]",TOMP001731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,403931132,"POLYGON ((-76.4761823 42.4552941, -76.476152 42.4552859, -76.4761458 42.4552987, -76.4761557 42.4553014, -76.4761353 42.4553431, -76.4761523 42.4553477, -76.4761255 42.4554024, -76.4761082 42.4553977, -76.4760951 42.4554245, -76.4760852 42.4554219, -76.4760753 42.4554422, -76.4760225 42.455428, -76.4760297 42.4554133, -76.4759304 42.4553865, -76.4759728 42.4553001, -76.4759889 42.4553045, -76.4760098 42.455262, -76.4760211 42.4552651, -76.4760258 42.4552555, -76.4759956 42.4552474, -76.4759918 42.4552552, -76.4759348 42.4552399, -76.4759285 42.4552527, -76.4758117 42.4552212, -76.4758768 42.4550885, -76.4759947 42.4551202, -76.4759888 42.4551322, -76.476045 42.4551474, -76.4760411 42.4551553, -76.4760534 42.4551586, -76.4761152 42.4550327, -76.475992 42.4549996, -76.4760129 42.454957, -76.4760059 42.4549551, -76.4760151 42.4549364, -76.4760729 42.454952, -76.4760703 42.4549571, -76.4761275 42.4549725, -76.4761337 42.45496, -76.4761229 42.4549571, -76.4761435 42.4549151, -76.476126 42.4549104, -76.4761686 42.4548235, -76.4763489 42.454872, -76.4763063 42.4549587, -76.4762897 42.4549542, -76.476269 42.4549963, -76.4762588 42.4549936, -76.4762539 42.4550037, -76.4762832 42.4550116, -76.4762871 42.4550037, -76.4763429 42.4550188, -76.476349 42.4550064, -76.4764667 42.455038, -76.4764309 42.4551109, -76.4764518 42.4551165, -76.4764322 42.4551565, -76.4764042 42.4551489, -76.4764004 42.4551566, -76.476364 42.4551468, -76.476358 42.4551591, -76.4762848 42.4551394, -76.4762909 42.4551269, -76.4762225 42.4551085, -76.4761858 42.4551833, -76.4762178 42.4551919, -76.4761971 42.4552342, -76.47621 42.4552376, -76.476264 42.4552522, -76.4762363 42.4553086, -76.4761823 42.4552941))",NY,dormitory,,,,,,Just About Music (JAM),,,,,,,,,,,142,Program House Drive,Ithaca,14853,"[4062270985, 4062270982, 4062271090, 4062271096, 4062271120, 4062271122, 4062271146, 4062271143, 4062271154, 4062271153, 4062271159, 4062271156, 4062271150, 4062271140, 4062271093, 4062271102, 4062270962, 4062270968, 4062270954, 4062270945, 4062270953, 4062270941, 4062270951, 4062270921, 4062270729, 4062270751, 4062270761, 4062270773, 4062270779, 4062270783, 4062270698, 4062270559, 4062270397, 4062270389, 4062270356, 4062270373, 4062270398, 4062270525, 4062270413, 4062270399, 4062270345, 4062270342, 4062270053, 4062270242, 4062270407, 4062270384, 4062270556, 4062270552, 4062270567, 4062270578, 4062270568, 4062270584, 4062270573, 4062270704, 4062270744, 4062270748, 4062270781, 4062270775, 4062270782, 4062270772, 4062270784, 4062270765, 4062270755, 4062270741, 4062270897, 4062270903, 4062270933, 4062270937, 4062270950, 4062271105, 4062270985]",TOMP023916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
