element_type,osmid,nodes,building,int_name,leisure,name,name:zh,name:zh-Hans,name:zh-Hant,sport,geometry,addr:housename,addr:housenumber,addr:postcode,addr:street,roof:shape,roof:colour,man_made,amenity,fast_food,building:levels,ways,type
way,540297387,"[5227335253, 5227335254, 9967434820, 9967434821, 5227335255, 5227335256, 5227335253]",yes,,,学2楼,学2楼,学2楼,學2樓,,"POLYGON ((116.3553256 39.9602854, 116.3553371 39.9598385, 116.3555185 39.9598413, 116.3555143 39.9600021, 116.3559643 39.960009, 116.3559569 39.960295, 116.3553256 39.9602854))",,,,,,,,,,,,
way,540297388,"[5227335257, 5227335258, 9967434819, 9967434818, 5227335259, 5227335260, 5227335257]",yes,,,学1楼,学1楼,学1楼,學1樓,,"POLYGON ((116.3552978 39.960774, 116.3553138 39.9603258, 116.3555107 39.9603299, 116.3555054 39.9604788, 116.3559155 39.9604873, 116.3559048 39.9607867, 116.3552978 39.960774))",,,,,,,,,,,,
way,637146709,"[6007120288, 9967393492, 9967393493, 9967393507, 9967393506, 6007120289, 6007120290, 9967393504, 9967393505, 9967393495, 9967393494, 6007120291, 6007120288]",yes,,,学12楼,学12楼,学12楼,學12樓,,"POLYGON ((116.3568546 39.957089, 116.3570298 39.9570893, 116.35703 39.9570285, 116.3576659 39.9570294, 116.3576657 39.9570979, 116.3578258 39.9570981, 116.3578263 39.9568693, 116.3576756 39.9568691, 116.3576755 39.956904, 116.3570175 39.9569032, 116.3570176 39.9568768, 116.3568551 39.9568766, 116.3568546 39.957089))",,,,,,,,,,,,
way,637146714,"[6007120292, 6007120293, 6007120294, 6007120295, 6007120292]",yes,,,学13楼,学13楼,学13楼,學13樓,,"POLYGON ((116.3579009 39.9570534, 116.3584135 39.9570541, 116.3584126 39.9568617, 116.3579027 39.9568576, 116.3579009 39.9570534))",,,,,,,,,,,,
way,637146717,"[6007120296, 9967393502, 9967393503, 9967393499, 9967393498, 6007120297, 6007120298, 9967393496, 9967393497, 9967393501, 9967393500, 6007120299, 6007120296]",yes,,,学14楼,学14楼,学14楼,學14樓,,"POLYGON ((116.3584597 39.9570731, 116.3586176 39.9570758, 116.3586177 39.9570206, 116.3592568 39.9570214, 116.3592576 39.9570721, 116.3594202 39.9570718, 116.3594263 39.956871, 116.3592642 39.9568724, 116.3592601 39.956905, 116.3586243 39.9569151, 116.3586202 39.9568792, 116.3584527 39.9568806, 116.3584597 39.9570731))",,,,,,,,,,,,
way,657006453,"[6153759948, 6153759949, 6153759950, 6153759951, 6153759948]",yes,,,,,,,,"POLYGON ((116.3589023 39.9621961, 116.3589183 39.9619263, 116.3590066 39.9619293, 116.3589906 39.9621992, 116.3589023 39.9621961))",,,,,,,,,,,,
way,657006454,"[6153759952, 6153759953, 6153759954, 6153759955, 6153759956, 6153759957, 6153759958, 6153759959, 6153759960, 6153759961, 6153759962, 6153759963, 6153759964, 6153759965, 6153759966, 6153759967, 6153759969, 6153759968, 6153759952]",yes,,,,,,,,"POLYGON ((116.359184 39.9622972, 116.3591895 39.9621878, 116.3592391 39.9621892, 116.3592408 39.9621547, 116.3593891 39.9621591, 116.3593928 39.9620872, 116.3596755 39.9620956, 116.3596697 39.9622108, 116.3598935 39.9622174, 116.3598917 39.9622535, 116.3599661 39.9622557, 116.3599623 39.9623315, 116.3598876 39.9623293, 116.3598885 39.9623105, 116.35981 39.9623081, 116.3598113 39.9622826, 116.3596451 39.9622777, 116.3596434 39.9623108, 116.359184 39.9622972))",,,,,,,,,,,,
way,657006455,"[6153759970, 6153759971, 6153759972, 6153759973, 6153759974, 6153759975, 6153759970]",yes,,,,,,,,"POLYGON ((116.3589801 39.961804, 116.358994 39.9615497, 116.3592855 39.9615591, 116.3592753 39.9617446, 116.3590796 39.9617383, 116.3590758 39.9618071, 116.3589801 39.961804))",,,,,,,,,,,,
way,657006456,"[6153759976, 6153759977, 6153759978, 6153759979, 6153759980, 6153759981, 6153759982, 6153759983, 6153759984, 6153760785, 6153760786, 6153760787, 6153760788, 6153760789, 6153760790, 6153760791, 6153760792, 6153760793, 6153760794, 6153760795, 6153759976]",yes,,,,,,,,"POLYGON ((116.3596386 39.9620644, 116.3596631 39.9617558, 116.3595879 39.9617523, 116.359597 39.9616377, 116.3597449 39.9616446, 116.359777 39.96162, 116.3598466 39.96162, 116.3598761 39.9616528, 116.3599441 39.9616559, 116.3599424 39.9616774, 116.3599973 39.9616799, 116.3599919 39.9617497, 116.3598302 39.9617423, 116.3598191 39.9618862, 116.3598839 39.9618892, 116.359882 39.9619136, 116.3600118 39.9619196, 116.3600026 39.9620376, 116.3598049 39.9620285, 116.3598015 39.962072, 116.3596386 39.9620644))",,,,,,,,,,,,
way,657006457,"[6153760797, 6153760798, 6153760799, 6153760800, 6153760797]",yes,,,,,,,,"POLYGON ((116.3587958 39.9634371, 116.3588073 39.9633214, 116.3589827 39.9633316, 116.3589712 39.9634473, 116.3587958 39.9634371))",,,,,,,,,,,,
way,657006458,"[6153760801, 6153760802, 6153760803, 6153760804, 6153760801]",yes,,,,,,,,"POLYGON ((116.3588638 39.9631602, 116.3588733 39.9630169, 116.3590421 39.9630235, 116.3590326 39.9631668, 116.3588638 39.9631602))",,,,,,,,,,,,
way,657006459,"[6153760805, 6153760806, 6153760807, 6153760808, 6153760805]",yes,,,,,,,,"POLYGON ((116.3593743 39.9631833, 116.3593849 39.9630504, 116.3596528 39.9630629, 116.3596422 39.9631958, 116.3593743 39.9631833))",,,,,,,,,,,,
way,657006460,"[6153760809, 6153760810, 6153760811, 6153760812, 6153760809]",yes,,,,,,,,"POLYGON ((116.3588471 39.9628665, 116.358857 39.9627319, 116.359001 39.9627382, 116.3589911 39.9628727, 116.3588471 39.9628665))",,,,,,,,,,,,
way,657006461,"[6153760813, 6153760814, 6153760815, 6153760816, 6153760813]",yes,,,,,,,,"POLYGON ((116.3589035 39.962536, 116.3589125 39.9624428, 116.3590631 39.9624514, 116.3590541 39.9625446, 116.3589035 39.962536))",,,,,,,,,,,,
way,657006462,"[6153760817, 6153760818, 6153760819, 6153760820, 6153760817]",yes,,,,,,,,"POLYGON ((116.3594876 39.9628518, 116.359495 39.9627657, 116.3597243 39.9627773, 116.3597169 39.9628633, 116.3594876 39.9628518))",,,,,,,,,,,,
way,657006463,"[6153760821, 6153760822, 6153760823, 6153760824, 6153760821]",yes,,,,,,,,"POLYGON ((116.359504 39.9625723, 116.3595162 39.9624568, 116.3596986 39.9624682, 116.3596864 39.9625836, 116.359504 39.9625723))",,,,,,,,,,,,
way,657006465,"[6153760829, 6153760830, 6153760831, 6153760832, 6153760829]",yes,,,,,,,,"POLYGON ((116.3617427 39.9620172, 116.361649 39.9620131, 116.3616289 39.962283, 116.3617226 39.9622871, 116.3617427 39.9620172))",,,,,,,,,,,,
way,657006466,"[6153760833, 6153760834, 6153760835, 6153760836, 6153760837, 6153760838, 6153760839, 6153760840, 6153760841, 6153760842, 6153760833]",yes,,,,,,,,"POLYGON ((116.3618047 39.9621954, 116.3618131 39.9620714, 116.3624747 39.9620978, 116.3624656 39.9622318, 116.3623535 39.9622274, 116.3623592 39.9621434, 116.3620542 39.9621312, 116.362048 39.9622226, 116.3619331 39.9622181, 116.3619343 39.9622006, 116.3618047 39.9621954))",,,,,,,,,,,,
way,657006659,"[6153762015, 6153762016, 6153762017, 6153762018, 6153762015]",yes,,,,,,,,"POLYGON ((116.3616521 39.9618807, 116.3616676 39.9617058, 116.3619209 39.961719, 116.3619054 39.9618939, 116.3616521 39.9618807))",,,,,,,,,,,,
way,657006660,"[6153762019, 6153762020, 6153762021, 6153762022, 6153762023, 6153762024, 6153762025, 6153762026, 6153762034, 6153762027, 6153762028, 6153762029, 6153762030, 6153762031, 6153762032, 6153762033, 6153762019]",yes,,,,,,,,"POLYGON ((116.3616764 39.9616581, 116.3617015 39.9613515, 116.3619184 39.961362, 116.3619156 39.9613954, 116.3620078 39.9613998, 116.36201 39.9613738, 116.3625552 39.9614, 116.3625429 39.9615508, 116.3624512 39.9615463, 116.3624498 39.9615641, 116.3621623 39.9615502, 116.3621643 39.9615259, 116.3620075 39.9615183, 116.3620128 39.9614539, 116.3619056 39.9614487, 116.3618875 39.9616683, 116.3616764 39.9616581))",,,,,,,,,,,,
way,657006780,"[6153763286, 6153763287, 6153763288, 6153763289, 6153763290, 6153763291, 6153763292, 6153763293, 6153763294, 6153763295, 6153763296, 6153763297, 6153763286]",yes,,,,,,,,"POLYGON ((116.3634644 39.9621721, 116.3634547 39.9622782, 116.3633094 39.9622704, 116.3633136 39.962224, 116.3632497 39.9622206, 116.3632566 39.9621451, 116.3632134 39.9621428, 116.3632198 39.9620721, 116.3631805 39.96207, 116.3631868 39.9620003, 116.363368 39.9620099, 116.3633539 39.9621662, 116.3634644 39.9621721))",,,,,,,,,,,,
way,657006781,"[6153763298, 6153763299, 6153763300, 6153763301, 6153763302, 6153763303, 6153763304, 6153763305, 6153763306, 6153763307, 6153763298]",yes,,,,,,,,"POLYGON ((116.3577142 39.9613286, 116.357718 39.9612549, 116.3577653 39.9612563, 116.357768 39.9612038, 116.3577031 39.9612017, 116.3577136 39.9610205, 116.3578995 39.9610268, 116.3578925 39.9611466, 116.3579598 39.9611489, 116.3579498 39.9613357, 116.3577142 39.9613286))",,,,,,,,,,,,
way,657009594,"[6153785063, 6153785064, 6153785065, 6153785066, 6153785067, 6153785068, 6153785063]",yes,,,,,,,,"POLYGON ((116.3587845 39.9607728, 116.3591886 39.9607946, 116.3591721 39.9609755, 116.3586925 39.9609496, 116.3587049 39.9608147, 116.3587803 39.9608187, 116.3587845 39.9607728))",,,,,,,,,,,,
way,657009595,"[6153785069, 6153785070, 6153785071, 6153785072, 6153785069]",yes,,,,,,,,"POLYGON ((116.358051 39.9613238, 116.3580599 39.9611672, 116.3586267 39.9611861, 116.3586178 39.9613426, 116.358051 39.9613238))",,,,,,,,,,,,
way,657009596,"[6153785073, 6153785074, 6153785075, 6153785076, 6153785073]",yes,,,,,,,,"POLYGON ((116.3581447 39.9611385, 116.3581471 39.9610162, 116.3583442 39.9610184, 116.3583418 39.9611408, 116.3581447 39.9611385))",,,,,,,,,,,,
way,657009597,"[6153785077, 6153785078, 6153785079, 6153785080, 6153785077]",yes,,,,,,,,"POLYGON ((116.3584427 39.961161, 116.3584553 39.9609213, 116.3586403 39.9609271, 116.3586276 39.9611667, 116.3584427 39.961161))",,,,,,,,,,,,
way,657009598,"[6153785081, 6153785082, 6153785083, 6153785084, 6153785081]",yes,,,,,,,,"POLYGON ((116.3586512 39.9613239, 116.3586547 39.9612406, 116.3591748 39.9612533, 116.3591713 39.9613366, 116.3586512 39.9613239))",,,,,,,,,,,,
way,657009599,"[6153787685, 6153787686, 6153787687, 6153787688, 6153787689, 6153787690, 6153787691, 6153787692, 6153787693, 6153787694, 6153787695, 6153787696, 6153787685]",yes,,,,,,,,"POLYGON ((116.3594039 39.9613739, 116.3594201 39.9611361, 116.3595424 39.961141, 116.359532 39.9612948, 116.3596089 39.9612978, 116.3596139 39.9612242, 116.3598781 39.9612347, 116.3598732 39.9613062, 116.3599509 39.9613093, 116.3599521 39.9612918, 116.360058 39.961296, 116.360051 39.9614, 116.3594039 39.9613739))",,,,,,,,,,,,
way,657009600,"[6153787697, 6153787698, 6153787699, 6153787700, 6153787701, 6153787702, 6153787703, 6153787704, 6153787705, 6153787706, 6153787707, 6153787708, 6153787697]",yes,,,,,,,,"POLYGON ((116.3594379 39.9608577, 116.3594213 39.9610955, 116.3595437 39.9611005, 116.3595544 39.9609468, 116.3596313 39.9609499, 116.3596261 39.9610235, 116.3598903 39.9610343, 116.3598953 39.9609628, 116.359973 39.960966, 116.3599718 39.9609835, 116.3600776 39.9609878, 116.3600849 39.9608838, 116.3594379 39.9608577))",,,,,,,,,,,,
way,657009601,"[6153787709, 6153787710, 6153787711, 6153787712, 6153787709]",yes,,,,,,,,"POLYGON ((116.3597951 39.9608395, 116.3598107 39.9606637, 116.3599312 39.96067, 116.3599156 39.9608458, 116.3597951 39.9608395))",,,,,,,,,,,,
way,665146861,"[6225723127, 6225723128, 6225723131, 6225723132, 6225723133, 6225723134, 6225723129, 6225723130, 6225723127]",school,,,教二楼,教二楼,教二楼,教二樓,,"POLYGON ((116.3633051 39.9581143, 116.3633222 39.9578445, 116.3634412 39.9578489, 116.3634363 39.9579255, 116.3642011 39.9579541, 116.3642061 39.9578759, 116.3643134 39.9578799, 116.3642962 39.9581513, 116.3633051 39.9581143))",,,,,,,,,,,,
way,665146862,"[6225723135, 6225723136, 6225723137, 6225723138, 6225723139, 6225723140, 6225723141, 6225723142, 6225723135]",school,,,,,,,,"POLYGON ((116.3640582 39.9587379, 116.3641139 39.9587396, 116.3641376 39.9582831, 116.364084 39.9582815, 116.3640876 39.9582118, 116.3642869 39.9582179, 116.3642572 39.9587914, 116.3640557 39.9587852, 116.3640582 39.9587379))",,,,,,,,,,,,
way,665146863,"[6225723143, 6225723144, 6225723145, 6225723146, 6225723147, 6225723148, 6225723149, 6225723150, 6225723143]",school,,,,,,,,"POLYGON ((116.3631334 39.9592258, 116.3637954 39.959251, 116.3637898 39.9593379, 116.3641571 39.9593519, 116.3641502 39.9594586, 116.3637744 39.9594443, 116.3637775 39.9593966, 116.363124 39.9593717, 116.3631334 39.9592258))",,,,,,,,,,,,
way,665147264,"[6225723280, 6225723281, 6225723282, 6225723283, 6225723280]",yes,,,,,,,,"POLYGON ((116.3571948 39.9607187, 116.3573097 39.9596375, 116.3574104 39.9596438, 116.3572955 39.960725, 116.3571948 39.9607187))",,,,,,,,,,,,
way,665147528,"[6225729622, 6225729623, 6225729624, 6225729625, 6225729622]",school,,,,,,,,"POLYGON ((116.3570879 39.962119, 116.3570979 39.9618925, 116.3574716 39.9619022, 116.3574615 39.9621288, 116.3570879 39.962119))",,,,,,,,,,,,
way,665147529,"[6225729628, 6225729629, 6225729630, 6225729631, 6225729632, 6225729633, 6225729634, 6225729635, 6225729636, 6225729637, 6225729628]",yes,,,,,,,,"POLYGON ((116.3582723 39.9625864, 116.3582752 39.9624044, 116.3586688 39.9624081, 116.3586676 39.9624805, 116.3587007 39.9624808, 116.3586969 39.9627179, 116.3586191 39.9627171, 116.3586206 39.962629, 116.3585134 39.962628, 116.358514 39.9625887, 116.3582723 39.9625864))",,,,,,,,,,,,
way,665147530,"[6225729638, 6225729639, 6225729640, 6225729641, 6225729638]",school,,,,,,,,"POLYGON ((116.3576408 39.9619689, 116.357644 39.9618606, 116.3579496 39.9618659, 116.3579464 39.9619742, 116.3576408 39.9619689))",,,,,,,,,,,,
way,665147531,"[6225729642, 6225729643, 6225729644, 6225729645, 6225729646, 6225729647, 6225729642]",yes,,,,,,,,"POLYGON ((116.3586011 39.9620142, 116.3587646 39.9620205, 116.3587578 39.9621245, 116.3586593 39.9621207, 116.3586574 39.9621485, 116.3585925 39.9621461, 116.3586011 39.9620142))",,,,,,,,,,,,
way,681441378,"[6381466122, 6381466123, 6381466124, 6381466125, 6381466126, 6381466127, 6381466128, 6381466129, 6381466130, 6381466131, 6381466122]",yes,,,,,,,,"POLYGON ((116.3570355 39.9578652, 116.3573878 39.9578664, 116.3573882 39.957807, 116.3574555 39.9578072, 116.3574566 39.9576021, 116.357385 39.9576018, 116.3573852 39.9575516, 116.3572068 39.957551, 116.3572065 39.9576082, 116.3570369 39.9576076, 116.3570355 39.9578652))",,,,,,,,,,,,
way,681441379,"[6381466132, 6381466133, 6381466134, 6381466135, 6381466136, 6381466137, 6381466132]",yes,,,,,,,,"POLYGON ((116.3571925 39.9575063, 116.3571913 39.9574188, 116.3570314 39.9574201, 116.3570284 39.957194, 116.3573973 39.957191, 116.3574016 39.9575046, 116.3571925 39.9575063))",,,,,,,,,,,,
way,681441380,"[6381466138, 6381466139, 4907127036, 4907126960, 6381466138]",yes,,,,,,,,"POLYGON ((116.3567656 39.9576396, 116.356763 39.9574197, 116.3569454 39.9574207, 116.3569512 39.9576384, 116.3567656 39.9576396))",,,,,,,,,,,,
way,1087856281,"[9967393509, 9967393510, 9967393511, 9967393512, 9967393509]",yes,,,学18楼,学18楼,学18楼,學18樓,,"POLYGON ((116.3561701 39.9585525, 116.3561631 39.958191, 116.3563803 39.9581892, 116.3563861 39.958549, 116.3561701 39.9585525))",,,,,,,,,,,,
way,1087856282,"[9967393513, 9967393514, 9967393515, 9967393516, 9967393513]",yes,,,学17楼,学17楼,学17楼,學17樓,,"POLYGON ((116.3569687 39.9585391, 116.3569675 39.9581982, 116.3571788 39.9581982, 116.35718 39.9585391, 116.3569687 39.9585391))",,,,,,,,,,,,
relation,9637672,"[[[6225723170, 6225723156, 6225723157, 1924722088, 1924722047, 1924722065, 1924722067, 1924722055, 1924722053, 1924722051, 1924722087, 6225723152, 6225723151, 6225723168, 6225723169, 6225723167, 6225723166, 6225723165, 6225723164, 6225723163, 6225723162, 6225723161, 6225723172, 6225723173, 6225723153, 6225723159, 6225723160, 6225723170], [6225723171, 6225723158, 6225723154, 6225723155, 6225723171]]]",apartments,,,励耘学苑,励耘学苑,励耘学苑,勵耘學苑,,"POLYGON ((116.363279 39.9597295, 116.3631599 39.9597248, 116.3631536 39.9598157, 116.3631108 39.9598137, 116.3631085 39.9598404, 116.3630277 39.959836, 116.3629964 39.960159, 116.3633332 39.9601783, 116.3633193 39.9603181, 116.3634391 39.9603252, 116.3634435 39.9602836, 116.3638142 39.9603073, 116.363824 39.9602187, 116.3634614 39.9601949, 116.3634862 39.9599734, 116.3639128 39.9600016, 116.3639002 39.9601134, 116.363876 39.9604258, 116.3640621 39.9604343, 116.3640735 39.9602864, 116.3640254 39.9602842, 116.364032 39.9601987, 116.3640719 39.9602005, 116.3641213 39.9595505, 116.3631649 39.959516, 116.3631564 39.9596586, 116.3632833 39.9596631, 116.363279 39.9597295), (116.3638869 39.9596844, 116.3638754 39.959874, 116.3635487 39.9598622, 116.3635605 39.9596729, 116.3638869 39.9596844))",励耘学苑,8,100875,新街口外大街,,,,,,,"[182114818, 693503043]",multipolygon
