element_type,osmid,created_by,geometry,source,wheelchair,addr:housenumber,addr:street,operator,nodes,amenity,building,building:levels,learning,name,name:fr,wikidata,wikipedia,addr:postcode,addr:city,addr:place,building:levels:underground,internet_access,max_level,min_level,opening_hours,phone,tourism,website,wikipedia:en,addr:province,internet_access:fee,man_made,roof:levels,name:en,leisure,alt_name,sport,attribution,canvec:CODE,canvec:UUID,addr:housename,roof:shape,layer,ways,healthcare,type
way,80263147,,"POLYGON ((-73.5730649 45.5060885, -73.5730489 45.5060814, -73.5730784 45.5060368, -73.5731316 45.5059574, -73.5730955 45.5059452, -73.5731644 45.5058424, -73.5731737 45.5058285, -73.57322 45.5057583, -73.5732515 45.5057112, -73.5732896 45.5056538, -73.5734151 45.5054685, -73.5735301 45.5055019, -73.573604 45.5055234, -73.573693 45.5055566, -73.573618 45.505669, -73.573634 45.5056753, -73.5736406 45.5056704, -73.5736591 45.5056758, -73.5736679 45.5056867, -73.5736835 45.5056922, -73.5736979 45.505689, -73.573714 45.5056931, -73.5737213 45.5057029, -73.5737412 45.5057095, -73.5737511 45.505705, -73.5737708 45.5057104, -73.573775 45.5057202, -73.5738049 45.50573, -73.5738003 45.505738, -73.5739258 45.5057784, -73.5739049 45.5058073, -73.5739751 45.5058325, -73.5738784 45.505978, -73.5738216 45.5060634, -73.5737794 45.5061269, -73.5736088 45.5060701, -73.5736582 45.505986, -73.5736338 45.5059751, -73.5736517 45.5059461, -73.5736275 45.5059392, -73.5736307 45.5059325, -73.5734749 45.5058839, -73.5734008 45.5059925, -73.5733772 45.5060271, -73.573321 45.5060212, -73.5732932 45.5060633, -73.5733761 45.506091, -73.5737567 45.5062131, -73.5738802 45.5062537, -73.573865 45.506274, -73.5738228 45.5063328, -73.5737656 45.5063142, -73.5737013 45.5064093, -73.5735889 45.506373, -73.5735975 45.506358, -73.5736494 45.5062798, -73.5730985 45.5060997, -73.5730649 45.5060885))",CanVec_Import_2009,,,,,"[936816440, 1574393088, 1574393214, 1574393261, 1574393235, 1574393097, 1574393259, 11291317648, 1574393314, 1574821546, 598414687, 598414682, 936816441, 1574393118, 598414678, 1574393153, 1574393151, 1574393193, 1574393112, 1574393227, 1574393197, 1574393409, 1574393167, 1574393132, 1574393405, 1574393229, 1574393371, 1574393391, 1574393094, 1574393068, 1574393403, 598414680, 1574825987, 1574825988, 598414692, 1574393400, 1574393414, 1574393185, 1574393239, 1574393389, 1574393364, 1574393177, 1574825986, 1574393276, 598414672, 598414673, 1574393301, 1574393105, 598414693, 1574825992, 598414697, 598414696, 598414695, 598414694, 1574825994, 598414698, 598414690, 936816440]",,yes,,,Strathcona Music Building,,,,,,,,,,,,,,,,,,,,,,,,Natural Resources Canada,2010252,11CF4529129FE5F4E0409C8467120387,,,,,,
way,80263149,,"POLYGON ((-73.5730649 45.5060885, -73.5730985 45.5060997, -73.5730851 45.5061134, -73.5730778 45.5061215, -73.5730596 45.5061416, -73.5733555 45.5062957, -73.5735375 45.5063828, -73.5735159 45.5064091, -73.5737376 45.5065004, -73.5736036 45.5066359, -73.5732921 45.5064793, -73.5727932 45.5062263, -73.5728848 45.5061374, -73.5729222 45.5060967, -73.5730055 45.5061348, -73.5730198 45.5061173, -73.5730316 45.5061235, -73.5730487 45.5061057, -73.5730649 45.5060885))",CanVec_Import_2009,,,,,"[936816440, 598414690, 1574825984, 1574393182, 1574393251, 1574393143, 1574393271, 1574393222, 598414691, 598414689, 1574393264, 598414700, 1574393210, 1574393165, 1574393205, 1574393155, 1574393114, 1574393070, 936816440]",,yes,,,New Music Building,,Q3373092,,,,,,,,,,,,,,,,,,,,,,Natural Resources Canada,2010252,11CF4529129FE5F4E0409C8467120387,,,,,,
way,112976640,,"POLYGON ((-73.5756055 45.5052486, -73.5755673 45.5052871, -73.5755891 45.5052977, -73.5755085 45.5053811, -73.5753439 45.5055474, -73.5757342 45.5057315, -73.5756644 45.5058019, -73.5755992 45.5058677, -73.5751137 45.5056313, -73.5749657 45.5055592, -73.5750964 45.5054274, -73.5751426 45.5054499, -73.5753107 45.5052804, -73.5752797 45.5052653, -73.5753325 45.505212, -73.5753466 45.5052189, -73.5754111 45.5051539, -73.5755254 45.5052094, -73.5756055 45.5052486))",,,3450,Rue University,,"[1282745079, 1282745088, 1282745097, 213280835, 213280843, 332514047, 1282745086, 936819369, 1282745080, 213280853, 213280850, 213280846, 1282745077, 213280819, 6219261415, 1282745092, 1282745094, 1282745075, 1282745079]",,yes,,university,Adams Building,Pavillon Adams,,,H3A 0E8,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,112977926,,"POLYGON ((-73.5755992 45.5058677, -73.5756644 45.5058019, -73.5757342 45.5057315, -73.5759864 45.5058564, -73.5761445 45.5056997, -73.576542 45.5059, -73.576494 45.5059552, -73.5764472 45.5060081, -73.5764776 45.5060224, -73.5766062 45.5060828, -73.5766027 45.5060864, -73.5764262 45.506269, -73.5755992 45.5058677))",,,3480,Rue University,,"[936819369, 1282745086, 332514047, 213280886, 1282761411, 213280931, 1282745090, 213280863, 11291338358, 213280860, 11291338362, 936819368, 936819369]",,yes,,university,McConnell Engineering Building,McConnell - Génie,,,,,,,,,,,,,,,,,,,,,,,,,,McConnell Engineering Building,,,,,
way,121707723,,"POLYGON ((-73.5801264 45.5038558, -73.5799748 45.5040118, -73.5797909 45.5039241, -73.5799424 45.5037681, -73.5800333 45.5038114, -73.5801264 45.5038558))",,,3661,Rue Peel,,"[1361528143, 1361527996, 1361528196, 1361528032, 1455282299, 1361528143]",,yes,,,Social Studies of Medicine,,,,,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143792932,,"POLYGON ((-73.577986 45.506019, -73.5779136 45.5060933, -73.5779337 45.5061074, -73.5778758 45.5061674, -73.5779869 45.506217, -73.5780424 45.506161, -73.5780947 45.5061864, -73.5781711 45.5061036, -73.5781282 45.506083, -73.578159 45.5060529, -73.578088 45.5060153, -73.5780517 45.5060491, -73.577986 45.506019))",,,,,,"[1573497808, 1573497819, 1573497821, 1573497815, 1573497833, 1573497837, 1573497852, 1573497841, 1573497818, 1573497850, 1573497846, 1573497857, 1573497808]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,143798697,,"POLYGON ((-73.5790733 45.5037538, -73.5789264 45.5039023, -73.5789392 45.5039098, -73.5788339 45.5040141, -73.5788661 45.5040296, -73.5788547 45.5040418, -73.5789372 45.5040823, -73.5789479 45.5040705, -73.5789781 45.5040851, -73.5790538 45.5040141, -73.5790827 45.5040287, -73.5791035 45.5040245, -73.5791155 45.5040165, -73.5791229 45.5040047, -73.5791229 45.5039934, -73.5791082 45.5039854, -73.5792496 45.5038421, -73.5790733 45.5037538))",,,,,,"[1573581612, 1573581595, 1573581664, 1573581632, 1573581635, 1573581649, 1573581621, 1573581626, 1573581629, 1573581637, 1573581671, 1573581614, 1573581613, 1573581631, 1573581650, 1573581653, 1573581607, 1573581612]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,165265063,,"POLYGON ((-73.5794929 45.5042841, -73.5795911 45.5043312, -73.5796793 45.5043749, -73.5798354 45.5042198, -73.5796537 45.5041286, -73.579609 45.5041724, -73.5794929 45.5042841))",,limited,,,,"[418115523, 1455282302, 418115520, 418115521, 418115522, 2680789219, 418115523]",,yes,,,Thomson House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255356,,"POLYGON ((-73.578648 45.5032346, -73.5787263 45.5032715, -73.5788392 45.5031594, -73.5787573 45.5031218, -73.578648 45.5032346))",,,3495,Rue Peel,,"[3474693588, 3474693590, 3474693589, 3474693591, 3474693588]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255539,,"POLYGON ((-73.5787573 45.5031218, -73.5786807 45.5031, -73.5785586 45.5032241, -73.5785921 45.503241, -73.5786029 45.5032354, -73.5786407 45.503244, -73.578648 45.5032346, -73.5787573 45.5031218))",,,3491,Rue Peel,,"[3474693591, 3474695207, 3474695210, 3474695208, 3474695209, 3474695211, 3474693588, 3474693591]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255556,,"POLYGON ((-73.5786002 45.503053, -73.5786807 45.5031, -73.5785586 45.5032241, -73.5785238 45.5032579, -73.5784889 45.5032391, -73.5785278 45.5032034, -73.5784741 45.5031752, -73.5786002 45.503053))",,,3487,Rue Peel,,"[3474695757, 3474695207, 3474695210, 3474695758, 3474695761, 3474695760, 3474695759, 3474695757]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255681,,"POLYGON ((-73.5785161 45.503015, -73.5786002 45.503053, -73.5784741 45.5031752, -73.5784272 45.5031545, -73.5784446 45.5031395, -73.5784098 45.5031235, -73.5785161 45.503015))",,,,,,"[3474696118, 3474695757, 3474695759, 3474696117, 3474696116, 3474696115, 3474696118]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255731,,"POLYGON ((-73.5784352 45.502975, -73.5785161 45.503015, -73.5784098 45.5031235, -73.5783279 45.503084, -73.5784352 45.502975))",,,,,,"[3474697050, 3474696118, 3474696115, 3474697051, 3474697050]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255762,,"POLYGON ((-73.5783507 45.5029393, -73.5783829 45.5029562, -73.578399 45.5029515, -73.5784178 45.5029571, -73.5784232 45.5029703, -73.5784352 45.502975, -73.5783279 45.503084, -73.5782502 45.5030445, -73.5783507 45.5029393))",,,,,,"[3474690452, 3474690451, 3474690455, 3474690454, 3474690453, 3474697050, 3474697051, 3474690450, 3474690452]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255777,,"POLYGON ((-73.5782582 45.5028932, -73.5783507 45.5029393, -73.5782502 45.5030445, -73.5781576 45.5029966, -73.5782582 45.5028932))",,,,,,"[3474697657, 3474690452, 3474690450, 3474697658, 3474697657]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255822,,"POLYGON ((-73.5781657 45.50285, -73.5782582 45.5028932, -73.5781576 45.5029966, -73.5780678 45.5029524, -73.5781657 45.50285))",,,,,,"[3474697690, 3474697657, 3474697658, 3474697689, 3474697690]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340255840,,"POLYGON ((-73.5780959 45.5028152, -73.5781657 45.50285, -73.5780678 45.5029524, -73.5779954 45.5029205, -73.5780959 45.5028152))",,,,,,"[3474696489, 3474697690, 3474697689, 3474696488, 3474696489]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256024,,"POLYGON ((-73.5779243 45.5028904, -73.5779442 45.5028699, -73.5779304 45.5028639, -73.5779624 45.5028324, -73.5779672 45.5028349, -73.5780222 45.5027804, -73.5780959 45.5028152, -73.5779954 45.5029205, -73.5779243 45.5028904))",,,,,,"[3474699194, 3474696492, 3474699196, 3474699195, 3474699193, 3474696491, 3474696489, 3474696488, 3474699194]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256121,,"POLYGON ((-73.577872 45.5026939, -73.5779739 45.5027419, -73.577711 45.5030154, -73.5776064 45.5029628, -73.5777542 45.5028132, -73.577872 45.5026939))",,,,,,"[3474697079, 3474697076, 3474697077, 3474697078, 3474700113, 3474697079]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256177,,"POLYGON ((-73.5777848 45.5026479, -73.5778076 45.5026413, -73.5778304 45.5026517, -73.5778384 45.5026705, -73.5778371 45.5026789, -73.577872 45.5026939, -73.5777542 45.5028132, -73.5776695 45.5027682, -73.5777848 45.5026479))",,,,,,"[3474700110, 3474700108, 3474700114, 3474700111, 3474700109, 3474697079, 3474700113, 3474700112, 3474700110]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256308,,"POLYGON ((-73.5777017 45.5026065, -73.5777848 45.5026479, -73.5776695 45.5027682, -73.5775836 45.5027268, -73.5775929 45.5027174, -73.5777017 45.5026065))",,,,,,"[3474699785, 3474700110, 3474700112, 3474699784, 3474700994, 3474699785]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256314,,"POLYGON ((-73.5776185 45.5025708, -73.5777017 45.5026065, -73.5775929 45.5027174, -73.5775139 45.502678, -73.5776185 45.5025708))",,,,,,"[3474700995, 3474699785, 3474700994, 3474700993, 3474700995]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256328,,"POLYGON ((-73.577534 45.5025351, -73.5776185 45.5025708, -73.5775139 45.502678, -73.5774281 45.5026366, -73.577534 45.5025351))",,,,,,"[3474700979, 3474700995, 3474700993, 3474700978, 3474700979]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256380,,"POLYGON ((-73.5774527 45.5024921, -73.577534 45.5025351, -73.5774281 45.5026366, -73.5773798 45.5026864, -73.5773235 45.5026573, -73.5773704 45.5026112, -73.5773436 45.5025981, -73.5774527 45.5024921))",,,,,,"[3474699228, 3474700979, 3474700978, 3474699230, 3474699231, 3474699229, 3474699232, 3474699228]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256385,,"POLYGON ((-73.5773677 45.5024477, -73.5774527 45.5024921, -73.577251 45.5026996, -73.5771598 45.5026526, -73.5772539 45.5025599, -73.5773677 45.5024477))",,,3429,Rue Peel,,"[3474699245, 3474699228, 3474699244, 3474699246, 3474702737, 3474699245]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256428,,"POLYGON ((-73.5772913 45.5024054, -73.5773677 45.5024477, -73.5772539 45.5025599, -73.5771813 45.5025219, -73.5772913 45.5024054))",,,,,,"[3474702738, 3474699245, 3474702737, 3474702739, 3474702738]",,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256524,,"POLYGON ((-73.5772041 45.502365, -73.5772913 45.5024054, -73.5771478 45.5025511, -73.5770968 45.5025219, -73.5771223 45.5024947, -73.5770923 45.5024785, -73.5772041 45.502365))",,,,,,"[3474705813, 3474702738, 3474705812, 3474705814, 3474705816, 3474705815, 3474705813]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256569,,"POLYGON ((-73.577121 45.5023255, -73.5772041 45.502365, -73.5770056 45.5025736, -73.5769883 45.5025647, -73.5769252 45.5025323, -73.577121 45.5023255))",,,,,,"[3474702930, 3474705813, 3474702932, 3474708330, 3474702931, 3474702930]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256706,,"POLYGON ((-73.5769225 45.5026282, -73.5769883 45.5025647, -73.5771598 45.5026526, -73.5770991 45.5027182, -73.5769225 45.5026282))",,,,,,"[3474708329, 3474708330, 3474699246, 3474708331, 3474708329]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340256995,,"POLYGON ((-73.5825067 45.5036162, -73.5821356 45.5034409, -73.5818254 45.5032898, -73.581772 45.5032638, -73.5817574 45.5032566, -73.5814423 45.5035838, -73.5810056 45.5033757, -73.5811996 45.5031773, -73.5813591 45.5032543, -73.581637 45.5029669, -73.5818339 45.5030608, -73.5818073 45.5030912, -73.5818676 45.5031188, -73.5818794 45.5031078, -73.5819082 45.503122, -73.5819606 45.5031478, -73.5822179 45.5032674, -73.5823638 45.5033401, -73.5826219 45.5034613, -73.5826155 45.5034708, -73.5826475 45.5034873, -73.5825858 45.5035542, -73.5825701 45.503549, -73.5825067 45.5036162))",,,,,,"[3474709022, 11290045767, 10946656178, 10946656180, 3474709021, 3474709023, 3474709027, 3474709026, 3474709025, 3474709024, 11639705103, 11639705102, 11639705101, 11639705100, 10946656181, 10946656177, 11639705086, 11639705085, 11639705097, 11639705096, 3474709028, 11639705098, 11639705099, 3474709022]",,yes,,,,,Q114401035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340257591,,"POLYGON ((-73.5810343 45.5038745, -73.581265 45.5036508, -73.5811925 45.5036057, -73.5810906 45.5036959, -73.5809699 45.5036282, -73.5808306 45.5037719, -73.5810343 45.5038745))",,,3660,Rue Peel,,"[3474713759, 3474713761, 3474713757, 3474713760, 3474713758, 3474713762, 3474713759]",library,yes,,,Gelber Law Library,,,,H3A 1W9,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340257818,,"POLYGON ((-73.5818068 45.5043069, -73.5820026 45.5041057, -73.5818765 45.5040437, -73.5818076 45.5041124, -73.5817097 45.5042098, -73.5816727 45.5042467, -73.5818068 45.5043069))",,,,,,"[3474713390, 3474713389, 3474713387, 11290043268, 11290043262, 3474713388, 3474713390]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340257871,,"POLYGON ((-73.581678 45.5036771, -73.5817907 45.5037354, -73.5816995 45.5038332, -73.581737 45.503852, -73.5816807 45.503914, -73.5816324 45.5038914, -73.5815573 45.5039666, -73.5814554 45.5039177, -73.581678 45.5036771))",,,,,,"[3474718414, 3474718413, 3474718418, 3474718417, 3474718412, 3474718415, 3474718411, 3474718416, 3474718414]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340257925,,"POLYGON ((-73.5819704 45.5039243, -73.5821125 45.5039929, -73.58213 45.5039713, -73.5821783 45.5039929, -73.5822252 45.5039676, -73.5822641 45.5039196, -73.5822453 45.5038971, -73.5821876 45.5038623, -73.582079 45.503804, -73.5819704 45.5039243))",,,1130,Avenue des Pins,,"[3474719489, 3474719695, 3474719696, 3474719694, 3474719491, 3474719488, 3474719492, 3474719490, 3474719693, 3474719489]",,yes,,,Charles Meredith House,,,,H3A 1A3,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340258015,,"POLYGON ((-73.5822775 45.5036593, -73.5822943 45.5036674, -73.5824411 45.5037382, -73.5824183 45.5037636, -73.5824371 45.5037711, -73.5823928 45.5038153, -73.5823379 45.5037871, -73.5823244 45.5038021, -73.58224 45.5037617, -73.582256 45.5037457, -73.5822158 45.5037241, -73.5822775 45.5036593))",,,,,,"[3474720246, 11290045761, 3474720237, 3474720241, 3474720242, 3474720238, 3474720240, 3474720243, 3474720244, 3474720245, 3474720239, 3474720246]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340258125,,"POLYGON ((-73.5821018 45.5034844, -73.5819744 45.5036179, -73.5820589 45.5036405, -73.5820146 45.5036828, -73.5819315 45.5036658, -73.581965 45.5036329, -73.5818456 45.503573, -73.5819692 45.503451, -73.5819905 45.5034299, -73.5821018 45.5034844))",,,,,,"[3474720020, 3474720018, 3474720019, 3474720017, 3474720015, 3474720021, 3474720022, 11290045765, 3474720016, 3474720020]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340258402,,"POLYGON ((-73.5810289 45.5034553, -73.5809082 45.5035756, -73.5808519 45.5035493, -73.5807366 45.5036546, -73.5807741 45.5036752, -73.5807232 45.5037241, -73.5805971 45.5036658, -73.5805703 45.5036922, -73.5805461 45.5036452, -73.5804791 45.5036095, -73.5807151 45.5033632, -73.5806802 45.50335, -73.5806507 45.5033726, -73.580581 45.5033387, -73.5805569 45.5033613, -73.5805113 45.5033369, -73.5804952 45.5033538, -73.5804308 45.5033237, -73.5804549 45.503303, -73.5804013 45.5032805, -73.5804925 45.5031902, -73.5804415 45.5031602, -73.5804979 45.5031075, -73.5804388 45.5030756, -73.5805032 45.5030135, -73.5806963 45.5031038, -73.5807339 45.5030643, -73.5806346 45.5030192, -73.5806534 45.5029966, -73.5805783 45.5029628, -73.5807232 45.502818, -73.5807983 45.5028556, -73.5808224 45.5028368, -73.5810048 45.5029195, -73.5809807 45.5029459, -73.5810558 45.5029816, -73.5809903 45.5030619, -73.580927 45.5031395, -73.5809807 45.503162, -73.5808117 45.5033481, -73.5810289 45.5034553))",,,3644,Rue Peel,,"[3474724840, 3474724850, 3474724849, 3474724832, 3474724853, 3474724852, 3474724862, 3474724860, 3474724858, 3474724854, 3474724841, 3474724839, 3474724866, 3474724861, 3474724834, 3474724864, 3474724865, 3474724859, 3474724851, 3474724831, 3474724855, 3474724843, 3474724867, 3474724833, 3474724838, 3474724856, 3474724868, 3474724842, 3474724857, 3474724835, 3474724830, 3474724837, 3474724848, 3474724836, 3474724847, 3474724844, 11289984804, 3474724863, 3474724846, 3474724845, 3474724840]",university,yes,,,Chancellor Day Hall,,,,H3A 1W9,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340258975,,"POLYGON ((-73.5811749 45.5024698, -73.5812049 45.5024836, -73.5812738 45.5024071, -73.5812475 45.5023957, -73.5811749 45.5024698))",,,,,,"[3474728764, 3474728765, 11289984803, 11639705106, 3474728764]",,yes,,,,,Q114401102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340259593,,"POLYGON ((-73.5827509 45.5021845, -73.5828206 45.5022165, -73.5828555 45.5021676, -73.5829413 45.5022052, -73.5828958 45.5022578, -73.5829574 45.5022898, -73.5828502 45.5023932, -73.5828019 45.5023725, -73.5827107 45.502474, -73.5825873 45.5024138, -73.5826195 45.5023781, -73.5826271 45.5023701, -73.5826999 45.5022935, -73.5826678 45.5022747, -73.5827509 45.5021845))",,,3654,Promenade Sir-William-Osler,,"[3474731665, 3474731671, 3474731666, 3474731672, 3474731674, 3474731670, 3474731669, 3474731664, 3474731668, 3474731667, 3474731673, 11290045860, 3474731675, 3474731663, 3474731665]",,yes,,,Davis House,,,,H3G 1Y5,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340259639,,"POLYGON ((-73.5828314 45.5019739, -73.5829253 45.5020247, -73.5830808 45.5018705, -73.5829655 45.5018142, -73.5828287 45.5019645, -73.5828314 45.5019739))",,,,,,"[3474732472, 3474732474, 3474732475, 3474732473, 3474732471, 3474732472]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340259952,,"POLYGON ((-73.5820884 45.5014306, -73.582252 45.5015077, -73.5820804 45.5016638, -73.5819302 45.5015904, -73.5820884 45.5014306))",,,,,,"[3474734193, 3474724291, 3474724292, 3474734194, 3474734193]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340260455,,"POLYGON ((-73.5824586 45.5015857, -73.582657 45.5016835, -73.582586 45.5017625, -73.5825256 45.5017343, -73.5825095 45.5017502, -73.5824223 45.5017079, -73.5824358 45.501692, -73.5823834 45.5016647, -73.5824586 45.5015857))",,,,,,"[3474737002, 3474736998, 3474737000, 3474737003, 3474736997, 3474737001, 3474737004, 3474736999, 3474737002]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340260958,,"POLYGON ((-73.5838184 45.5021431, -73.5836054 45.5020261, -73.5834845 45.5021591, -73.5833021 45.5020623, -73.5831532 45.5022315, -73.5834791 45.5023612, -73.5836132 45.5024091, -73.5836709 45.5023452, -73.5836454 45.5023311, -73.5836709 45.5023048, -73.5836843 45.5023123, -73.5837527 45.5022381, -73.5837447 45.5022296, -73.5837929 45.5021807, -73.5837809 45.5021742, -73.5838184 45.5021431))",,,1250,Avenue des Pins Ouest,,"[3474732482, 3474732485, 3474732483, 3474732491, 3474732480, 3474732489, 3474732484, 3474732486, 3474732487, 3474732490, 3474732492, 3474732479, 3474732481, 3474732478, 3474732488, 3474732482]",,apartments,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340261355,,"POLYGON ((-73.5827724 45.5026037, -73.5833222 45.5028801, -73.5835636 45.5025492, -73.5833088 45.5024289, -73.5832954 45.5024477, -73.5831103 45.5023537, -73.5830057 45.5024627, -73.5829333 45.5024289, -73.5827724 45.5026037))",,,,,,"[3474743928, 3474743924, 3474743927, 3474743922, 3474743926, 3474743925, 3474743923, 3474743929, 3474743928]",,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340262486,,"POLYGON ((-73.5813826 45.5044902, -73.5812284 45.5046469, -73.5812987 45.5046793, -73.5812801 45.5047005, -73.5813479 45.5047339, -73.5813592 45.504721, -73.5813669 45.5047123, -73.581438 45.504747, -73.5815939 45.5045906, -73.5815516 45.5045705, -73.5815761 45.5045444, -73.5815592 45.5045367, -73.5815604 45.504525, -73.5815556 45.5045153, -73.5815469 45.5045038, -73.5815352 45.5044972, -73.581521 45.5044931, -73.5815048 45.5044904, -73.5814881 45.5044893, -73.5814717 45.5044899, -73.5814553 45.5044905, -73.5814394 45.5044833, -73.5814153 45.5045053, -73.5813826 45.5044902))",,,1020,Avenue des Pins,,"[3474751002, 3474750998, 3474750996, 3474750997, 3474751003, 10946656020, 3474751000, 3474750999, 3474751001, 10946656024, 10946656026, 10946656027, 10946656033, 10946656032, 10946656031, 10946656030, 10946656034, 10946656035, 10946656036, 10946656037, 10946656028, 10946656029, 10946656025, 3474751002]",,yes,,,Purvis Hall,,,,H3A 1A2,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340262766,,"POLYGON ((-73.5811677 45.5042926, -73.5809042 45.5045573, -73.5807944 45.5045062, -73.5810536 45.5042367, -73.5811677 45.5042926))",,,,,,"[3474752820, 3622448697, 3474752818, 3474752821, 3474752820]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340263720,,"POLYGON ((-73.5810997 45.5048113, -73.5812068 45.5048601, -73.5812289 45.5048702, -73.5812337 45.5048878, -73.5810822 45.5050429, -73.5810664 45.5050536, -73.5810482 45.5050579, -73.5810292 45.5050591, -73.5810078 45.5050553, -73.5809941 45.5050465, -73.5809838 45.5050333, -73.5809816 45.5050189, -73.5809894 45.5050055, -73.5809298 45.5049769, -73.5809444 45.5049595, -73.5809258 45.5049498, -73.5809581 45.5049162, -73.580944 45.5049097, -73.5809927 45.504861, -73.5810034 45.5048669, -73.581053 45.5048183, -73.5810664 45.5048248, -73.581089 45.5048211, -73.5810997 45.5048113))",,,3724,Rue McTavish,,"[3474751006, 10946656019, 10946625088, 3474751007, 10946625087, 10946625086, 10946625085, 10946625084, 10946625083, 10946625082, 10946625081, 10946625080, 3474751008, 3474751010, 10946625093, 3474751012, 10946625092, 3474751011, 3474751005, 3474751009, 10946625091, 10946625090, 10946625089, 3474751006]",,university,2,,Duggan House,,,,H3A 1Y2,Montréal,,,,,,,,,,,,,,1,,,,,,,,,many,,,,
way,340264125,,"POLYGON ((-73.5802994 45.5039431, -73.5804482 45.5040108, -73.5802337 45.5042157, -73.5800969 45.5041461, -73.5802994 45.5039431))",,,,,,"[3474761954, 3474761956, 3474761955, 3474761957, 3474761954]",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,340264155,,"POLYGON ((-73.5799708 45.5044855, -73.5798608 45.5044328, -73.5799748 45.5043219, -73.580058 45.5042984, -73.5801317 45.504336, -73.5800915 45.5043811, -73.5800727 45.5043717, -73.5800553 45.5043924, -73.5800741 45.5044009, -73.5800323 45.5044449, -73.5800158 45.5044426, -73.5799708 45.5044855))",,,3660,Rue McTavish,,"[3474731861, 3474731853, 3474731857, 3474731863, 3474731862, 3474731860, 3474731855, 3474731858, 3474731859, 3622448698, 3622448699, 3474731861]",,yes,,,Hugessen House,,,,H3A 1Y2,Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,
