element_type,osmid,nodes,amenity,building,cuisine,name,geometry,name:en,leisure,int_name,building:levels,shop,ways,type
way,891012723,"[8281380879, 8281382446, 8281381791, 8281383750, 8281384567, 8281382094, 8281383404, 8281382750, 8281381019, 8281381324, 8281384705, 8281382232, 8281381979, 8281383542, 8281382187, 8281382612, 8281384174, 8281383520, 8281381045, 8281310887, 8281382354, 8281381701, 8281383263, 8281380879]",,dormitory,,友园宿舍,"POLYGON ((117.1725263 39.105459, 117.1724971 39.1054588, 117.1724981 39.105382, 117.1718968 39.1053768, 117.1718955 39.1054364, 117.1718544 39.1054361, 117.1718535 39.1055064, 117.171894 39.1055068, 117.1718937 39.1055185, 117.1722415 39.1055208, 117.1722433 39.1055439, 117.1722531 39.1055432, 117.1723147 39.1055921, 117.1723151 39.1055997, 117.1723432 39.1055987, 117.1723424 39.1056794, 117.1724098 39.1056797, 117.1724098 39.1056853, 117.1724169 39.1056853, 117.1724169 39.1056957, 117.1724477 39.105696, 117.1724482 39.1056798, 117.1725232 39.1056805, 117.1725263 39.105459))",,,,,,,
way,891012725,"[8281381056, 8281382500, 8281381845, 8281383408, 8281380819, 8281383294, 8281383153, 8281381056]",,yes,,,"POLYGON ((117.16374 39.1098407, 117.1637393 39.1098081, 117.1637087 39.1098082, 117.1637085 39.1097795, 117.1636798 39.1097797, 117.1636803 39.109841, 117.1637265 39.1098408, 117.16374 39.1098407))",,,,,,,
way,891012726,"[8281381649, 8281381393, 8281382957, 8281382303, 8281383866, 8281383608, 8281381133, 8281384518, 8281382045, 8281382649, 8281384211, 8281383557, 8281381082, 8281383506, 8281380825, 8281382392, 8281381739, 8281383301, 8281381944, 8281383045, 8281384607, 8281383955, 8281381482, 8281381223, 8281382789, 8281382134, 8281383697, 8281383441, 8281380966, 8281384352, 8281381879, 8281381622, 8281383186, 8281382533, 8281384095, 8281383841, 8281381367, 8281384749, 8281382277, 8281382022, 8281383585, 8281382932, 8281384495, 8281381056, 8281382500, 8281382623, 8281381969, 8281383531, 8281383274, 8281310898, 8281384185, 8281381712, 8281381455, 8281381649]",,yes,,,"POLYGON ((117.1639423 39.1090907, 117.1639406 39.1090245, 117.1639866 39.1090238, 117.1639852 39.1089718, 117.1637526 39.1089754, 117.1637527 39.1089799, 117.1637476 39.10898, 117.1637474 39.1089746, 117.1637053 39.1089753, 117.163704 39.1089252, 117.1636984 39.1089252, 117.1636983 39.1089219, 117.1637041 39.1089219, 117.1637027 39.1088672, 117.1637021 39.1088464, 117.1636968 39.1088464, 117.1636968 39.1088429, 117.1637022 39.1088429, 117.163701 39.1087982, 117.1637009 39.1087941, 117.1642405 39.1087858, 117.1642418 39.1088351, 117.1642478 39.1088351, 117.1642478 39.1088387, 117.1642413 39.1088388, 117.1642432 39.1089168, 117.1642487 39.1089168, 117.1642487 39.1089199, 117.1642427 39.1089199, 117.164244 39.1089695, 117.1642021 39.1089702, 117.1642023 39.1089747, 117.1641974 39.1089747, 117.1641972 39.1089702, 117.1641275 39.1089712, 117.1641288 39.1090219, 117.1641682 39.1090213, 117.16417 39.1090907, 117.1641829 39.1095989, 117.1641447 39.1095995, 117.164146 39.1096481, 117.1642668 39.1096462, 117.1642715 39.1098334, 117.16374 39.1098407, 117.1637393 39.1098081, 117.1637355 39.1096513, 117.1640035 39.1096472, 117.1640023 39.1096, 117.1639633 39.1096006, 117.1639578 39.1093854, 117.1639214 39.1093859, 117.1639176 39.1092381, 117.163946 39.1092376, 117.1639423 39.1090907))",,,,,,,
way,891012727,"[8281383545, 8281381070, 8281384455, 8590004505, 8590004504, 8590004503, 8281383545]",restaurant,yes,,,"POLYGON ((117.1628387 39.1123686, 117.1628405 39.1122998, 117.1629368 39.1123014, 117.1629365 39.1123128, 117.163013 39.112314, 117.1630115 39.1123714, 117.1628387 39.1123686))",,,,,,,
way,891012728,"[8281383690, 8281381217, 8281380960, 8281382527, 8281380920, 8281384702, 8281383690]",restaurant,yes,,,"POLYGON ((117.1632643 39.1103639, 117.1634792 39.1103637, 117.1634784 39.1099059, 117.1632635 39.1099061, 117.1632638 39.1101033, 117.163264 39.1102295, 117.1632643 39.1103639))",,,,,,,
way,891012730,"[8281383360, 8281381517, 8281383080, 8281382823, 8281384387, 8281383732, 8281381258, 8281381000, 8281382568, 8281381913, 8281383475, 8281383219, 8281384782, 8281381798, 8281383360]",,yes,,,"POLYGON ((117.1712287 39.107793, 117.1712285 39.1077856, 117.1712058 39.1077859, 117.171206 39.1077902, 117.1711941 39.1077904, 117.171194 39.1077867, 117.1709139 39.1077914, 117.1709173 39.1079124, 117.1711921 39.1079077, 117.1711919 39.1079038, 117.1712038 39.1079036, 117.1712039 39.1079076, 117.1712749 39.1079064, 117.1712718 39.1077923, 117.1712287 39.107793))",,,,,,,
way,891012732,"[8281382301, 8281381646, 8281381130, 8281380875, 8281384260, 8281382301]",,dormitory,,40斋,"POLYGON ((117.163245 39.1130618, 117.1632435 39.1129308, 117.1625144 39.112936, 117.162516 39.113067, 117.1627346 39.1130655, 117.163245 39.1130618))",,,,,,,
way,891012733,"[8281381561, 8281382845, 8281381279, 8281381302, 8281382867, 10114137358, 8281382212, 10114137357, 8281381561]",,yes,,,"POLYGON ((117.1676965 39.1106015, 117.167793 39.1106004, 117.1678684 39.1105996, 117.1678737 39.1105995, 117.1678642 39.1104017, 117.1677733 39.1104037, 117.1676904 39.1104059, 117.1676948 39.1105256, 117.1676965 39.1106015))",,,,,,,
way,891012737,"[8281380866, 8281382968, 8281383829, 8281383363, 8281380888, 8281380866]",,yes,,,"POLYGON ((117.1702211 39.1096886, 117.1706237 39.1096811, 117.1706187 39.1095207, 117.1706186 39.1095181, 117.1702161 39.1095256, 117.1702211 39.1096886))",,,,,,,
way,891012738,"[8281380850, 8281383018, 8281381852, 8281382506, 8281380939, 8281381196, 8281383670, 8281383980, 8281382105, 8281384325, 8281383159, 8281381508, 8281380850]",,yes,,,"POLYGON ((117.1647122 39.1130857, 117.1647115 39.1128911, 117.1646588 39.1128913, 117.1646588 39.1128874, 117.1646537 39.1128874, 117.1644736 39.1128878, 117.1644736 39.1128932, 117.1644739 39.112984, 117.1644743 39.113078, 117.1644747 39.1131719, 117.1646596 39.1131714, 117.1647125 39.1131713, 117.1647122 39.1130857))",,,,,,,
way,891012739,"[8281384576, 8281384322, 8281381849, 8281381193, 8281382759, 8281382503, 8281384065, 8281384576]",,yes,,,"POLYGON ((117.1705496 39.1083563, 117.1705498 39.1083634, 117.1706739 39.1083609, 117.1706734 39.1083452, 117.1706728 39.1083286, 117.1705488 39.108331, 117.1705488 39.108332, 117.1705496 39.1083563))",,,,,,,
way,891012740,"[8281382197, 8281381942, 8281383505, 8281381049, 8281383523, 8281382851, 8281384414, 8281384158, 8281382197]",,yes,,,"POLYGON ((117.1685482 39.1065571, 117.167912 39.1065493, 117.1679151 39.1063799, 117.1682518 39.1063853, 117.1683031 39.1063862, 117.1685483 39.1063901, 117.1687188 39.1063929, 117.1687157 39.1065592, 117.1685482 39.1065571))",,,,,,,
way,891012741,"[8281383385, 8281384322, 8281384576, 8281381078, 8281380911, 8281384296, 8281383385]",,yes,,,"POLYGON ((117.1705509 39.1083949, 117.1705498 39.1083634, 117.1705496 39.1083563, 117.1705165 39.1083569, 117.1704949 39.1083573, 117.1704962 39.1083959, 117.1705509 39.1083949))",,,,,,,
way,891012742,"[8281381207, 8281382773, 8281382117, 8281383681, 8281381207]",,yes,,,"POLYGON ((117.1675642 39.1063653, 117.1677343 39.1063664, 117.1677348 39.1063137, 117.1675651 39.1063126, 117.1675642 39.1063653))",,,,,,,
way,891012746,"[8281381410, 8281382975, 8281382718, 8281384281, 8281383626, 8281381410]",,yes,,,"POLYGON ((117.1640906 39.1101348, 117.1641147 39.1101346, 117.164115 39.1101548, 117.1641134 39.1101548, 117.1640909 39.1101551, 117.1640906 39.1101348))",,,,,,,
way,891012747,"[8281383977, 8281381987, 8281381731, 8281383293, 8281383977]",,yes,,,"POLYGON ((117.1638336 39.110191, 117.1638326 39.1101295, 117.1638712 39.1101291, 117.1638723 39.1101906, 117.1638336 39.110191))",,,,,,,
way,891012748,"[8281381179, 8281382745, 8281382489, 8281384052, 8281383397, 8281380922, 8281381530, 8281383093, 8281383647, 8281382995, 8281384556, 8281384302, 8281382440, 8281384003, 8281381271, 8281384655, 8281381179]",,yes,,,"POLYGON ((117.1656443 39.1078083, 117.1656457 39.1078575, 117.165034 39.1078673, 117.1650326 39.1078175, 117.1649084 39.1078195, 117.1649152 39.1080776, 117.1650399 39.1080756, 117.1650386 39.1080251, 117.1653191 39.1080206, 117.1653198 39.1080436, 117.1654786 39.108041, 117.165478 39.1080187, 117.165649 39.1080159, 117.1656503 39.108064, 117.1657792 39.1080619, 117.1657724 39.1078062, 117.1656443 39.1078083))",,,,,,,
way,891012752,"[8281382246, 8281381438, 8281383910, 8281384167, 8281382605, 8281382479, 8281383168, 8281381825, 8281382077, 8281384600, 8281383387, 8281380912, 8281384719, 8281380936, 8281383411, 8281382246]",,yes,,,"POLYGON ((117.1703529 39.1083288, 117.17036 39.1083287, 117.1703606 39.1083478, 117.1703943 39.1083473, 117.1703937 39.1083281, 117.1705489 39.1083256, 117.1705468 39.1082478, 117.1705463 39.1082315, 117.1702382 39.1082366, 117.1701815 39.1082375, 117.1701703 39.1082377, 117.1701729 39.1083318, 117.1702953 39.1083298, 117.1702958 39.1083449, 117.1703534 39.1083439, 117.1703529 39.1083288))",,,,,,,
way,891012753,"[8281382684, 8281384247, 8281383591, 8281381117, 8281382428, 8281381773, 8281382684]",,yes,,,"POLYGON ((117.1623472 39.1100106, 117.1626102 39.1099978, 117.1626115 39.110019, 117.1624499 39.1100262, 117.1624744 39.1102331, 117.162377 39.1102396, 117.1623472 39.1100106))",,,,,,,
way,891012755,"[8281382178, 8281381268, 8281384701, 8281383138, 8281382833, 8281383485, 8281380827, 8281382178]",,yes,,,"POLYGON ((117.1683596 39.1121714, 117.1683231 39.1121721, 117.1683268 39.1122898, 117.1685216 39.1122861, 117.1685179 39.1121684, 117.1685173 39.11215, 117.168359 39.1121529, 117.1683596 39.1121714))",,,,,,,
way,891012757,"[8281383523, 8281381049, 9009736905, 8281384432, 8281381959, 9009736906, 8281383523]",,yes,,,"POLYGON ((117.1683031 39.1063862, 117.1682518 39.1063853, 117.1682517 39.1063495, 117.1682514 39.1062726, 117.1683023 39.1062722, 117.1683028 39.1063496, 117.1683031 39.1063862))",,,,,,,
way,891012761,"[8281381260, 8281382825, 8281382569, 8281384131, 8281383477, 8281381002, 8281381606, 8281383170, 8281382517, 8281381260]",,yes,,,"POLYGON ((117.1640655 39.1062521, 117.1640653 39.1062788, 117.164065 39.106325, 117.1639981 39.1063248, 117.1639979 39.1063423, 117.1639761 39.1063422, 117.1639767 39.1062514, 117.1639769 39.1062147, 117.1640657 39.1062151, 117.1640655 39.1062521))",,,,,,,
way,891012767,"[8281381643, 8281383345, 8281381126, 8281380870, 8281381643]",,yes,,,"POLYGON ((117.163602 39.1102001, 117.1636028 39.110296, 117.1635589 39.1102962, 117.1635581 39.1102003, 117.163602 39.1102001))",,,,,,,
way,891012770,"[8281381761, 8281382670, 8281384677, 8281383115, 8281383626, 8281384281, 8281381761]",,yes,,,"POLYGON ((117.164114 39.110188, 117.1640119 39.110189, 117.1640113 39.1101559, 117.16404 39.1101556, 117.1640909 39.1101551, 117.1641134 39.1101548, 117.164114 39.110188))",,,,,,,
way,891012771,"[8281384771, 8281382426, 8590004498, 8590004497, 8281381221, 8281383464, 8281384771]",,yes,,,"POLYGON ((117.1634045 39.1092521, 117.1633088 39.1092536, 117.1633035 39.1090526, 117.1633641 39.1090516, 117.1633605 39.1089144, 117.1633956 39.1089139, 117.1634045 39.1092521))",,,,,,,
way,891012772,"[8281382659, 8281382005, 8281381348, 8281382913, 8281382659]",,yes,,,"POLYGON ((117.1712317 39.1080281, 117.1711147 39.1080299, 117.1711138 39.1080085, 117.1712317 39.1080068, 117.1712317 39.1080281))",,,,,,,
way,891012773,"[8281383297, 8281382388, 8281383249, 8281383951, 8281383297]",,yes,,,"POLYGON ((117.1635475 39.1089604, 117.1635491 39.109019, 117.1635766 39.1090185, 117.163575 39.10896, 117.1635475 39.1089604))",,,,,,,
way,891012774,"[8281381740, 8281383302, 8281383047, 8281384609, 8281383956, 8281381483, 8281381225, 8281382791, 8281383610, 8281382701, 8281382135, 8281383698, 8281383443, 8281380968, 8281384353, 8281381880, 8281381624, 8281383188, 8281382534, 8281384096, 8281383843, 8281381369, 8281384750, 8281382278, 8281382024, 8281383587, 8281381740]",,yes,,,"POLYGON ((117.1685469 39.1114096, 117.1684777 39.1114099, 117.1684281 39.1114203, 117.1684281 39.1114251, 117.1683263 39.1114262, 117.1683303 39.1116812, 117.1684687 39.1116798, 117.1684744 39.1120789, 117.1685163 39.1120786, 117.1688083 39.1120765, 117.1688503 39.1120762, 117.1688388 39.1116781, 117.1689839 39.1116757, 117.1689822 39.1115818, 117.168975 39.111577, 117.1689692 39.1115711, 117.1689648 39.1115648, 117.1689621 39.1115579, 117.1689603 39.111551, 117.1689603 39.1115437, 117.1689616 39.1115364, 117.16895 39.1115364, 117.1689474 39.1114186, 117.1688759 39.1114193, 117.1688755 39.1114162, 117.1688313 39.1114072, 117.1685469 39.1114096))",,,,,,,
way,891012779,"[8281384337, 8281381080, 8281382647, 8281382389, 8281384592, 8281383030, 8281382119, 8281310910, 8281383940, 8281384197, 8281382635, 8281381208, 8281381864, 8281384337]",,dormitory,,41斋,"POLYGON ((117.1625329 39.1128046, 117.1625331 39.1128626, 117.162592 39.1128625, 117.1625918 39.1128045, 117.1626602 39.1128044, 117.1626595 39.1126464, 117.1632481 39.112645, 117.1632477 39.1125245, 117.1626558 39.1125258, 117.1626559 39.1125347, 117.1625845 39.1125349, 117.1625847 39.1125633, 117.1625319 39.1125634, 117.1625329 39.1128046))",,,,,,,
way,891012780,"[8281382583, 8281384145, 8281383888, 8281381415, 8281382583]",,yes,,,"POLYGON ((117.1662126 39.1128092, 117.1662127 39.1127787, 117.1656541 39.1127744, 117.1656541 39.112806, 117.1662126 39.1128092))",,,,,,,
way,891012781,"[8281381078, 8281382645, 8281384065, 8281384576, 8281381078]",,yes,,,"POLYGON ((117.1705165 39.1083569, 117.1705157 39.1083326, 117.1705488 39.108332, 117.1705496 39.1083563, 117.1705165 39.1083569))",,,,,,,
way,891012784,"[8281381218, 8281383061, 8281383317, 8281381754, 8281382408, 8281380841, 8281380818, 8281381218]",,yes,,,"POLYGON ((117.1722235 39.1092758, 117.1726153 39.1092698, 117.1726117 39.1091275, 117.1726116 39.1091262, 117.1725143 39.1091277, 117.1725145 39.1091343, 117.17222 39.1091388, 117.1722235 39.1092758))",,,,,,,
way,891012788,"[8281381068, 8281381325, 8281381583, 8281384056, 8281384709, 8281384454, 8281381981, 8281381724, 8281384031, 8281383773, 8281382774, 8281383376, 8281380901, 8281384287, 8281383543, 8281383799, 8281382236, 8281382890, 8281381814, 8281381558, 8281383121, 8281381068]",,yes,,,"POLYGON ((117.1625199 39.1120818, 117.162521 39.1121349, 117.1624999 39.1121352, 117.1625009 39.1121828, 117.1625221 39.1121826, 117.1625239 39.112263, 117.162712 39.1122605, 117.1627081 39.1120793, 117.1627506 39.1120787, 117.1627441 39.111786, 117.1627392 39.111786, 117.1627201 39.1117863, 117.1627106 39.1113511, 117.1624998 39.1113539, 117.1625047 39.1115766, 117.1624842 39.1115769, 117.1624852 39.1116255, 117.1625058 39.1116253, 117.1625094 39.1117876, 117.1624899 39.1117879, 117.1624963 39.1120821, 117.1625199 39.1120818))",,,,,,,
way,891012789,"[8281382845, 8281384409, 8281383753, 8281381279, 8281382845]",,yes,,,"POLYGON ((117.167793 39.1106004, 117.1677934 39.1106299, 117.1678367 39.1106293, 117.1678684 39.1105996, 117.167793 39.1106004))",,,,,,,
way,891012790,"[8281382767, 8281384330, 8281384073, 8281381601, 8281380944, 8281382511, 8281382254, 8281383819, 8281383164, 8281384727, 8281381293, 8281382858, 8281382767]",,yes,,,"POLYGON ((117.1669811 39.1080363, 117.1671067 39.1080345, 117.1671055 39.1079825, 117.1677192 39.1079738, 117.1677204 39.1080226, 117.1678477 39.1080207, 117.1678416 39.1077642, 117.1677173 39.1077659, 117.1677184 39.1078161, 117.1671016 39.1078248, 117.1671004 39.1077738, 117.1669749 39.1077755, 117.1669811 39.1080363))",,,,,,,
way,891012793,"[8281310884, 8281381441, 8281380928, 8281380878, 8281310884]",,dormitory,,37斋,"POLYGON ((117.1633553 39.1121091, 117.1633552 39.1119934, 117.1640694 39.1119928, 117.1640696 39.1121085, 117.1633553 39.1121091))",,,,,,,
way,891012796,"[8281384361, 8281381116, 8281384298, 8281381233, 8281381491, 8281383964, 8281384618, 8281382989, 8281382800, 8281382143, 8281383706, 8281383451, 8281380977, 8281384361]",,yes,,,"POLYGON ((117.1709076 39.1083923, 117.170907 39.1083711, 117.1709101 39.1083712, 117.1709843 39.1083697, 117.1709851 39.1083955, 117.1710508 39.1083944, 117.1710512 39.1083684, 117.1713084 39.1083635, 117.1713092 39.1083862, 117.1712722 39.1083865, 117.1712722 39.1084177, 117.1709436 39.1084225, 117.1709423 39.1083917, 117.1709076 39.1083923))",,,,,,,
way,891012797,"[8281383733, 8281383476, 8281381001, 8281384386, 8281383733]",,yes,,,"POLYGON ((117.162532 39.1102445, 117.1625931 39.1102428, 117.162594 39.1102594, 117.1625329 39.1102604, 117.162532 39.1102445))",,,,,,,
way,891012799,"[8281382761, 8281383669, 8281382248, 8281382902, 8281383413, 8281380938, 8281382761]",,yes,,,"POLYGON ((117.1643776 39.1130782, 117.1643773 39.1130044, 117.164396 39.1130044, 117.1644503 39.1130042, 117.16446 39.1130042, 117.1644602 39.113078, 117.1643776 39.1130782))",,,,,,,
way,891012802,"[8281384766, 8281382294, 8281382551, 8281382202, 8281384113, 8281381641, 8281383858, 8281381386, 8281384766]",,yes,,,"POLYGON ((117.1637255 39.1065485, 117.1637076 39.1065484, 117.1637084 39.1064252, 117.1637565 39.1064254, 117.1639433 39.1064261, 117.1639426 39.1065204, 117.1638527 39.1065201, 117.1638526 39.106549, 117.1637255 39.1065485))",,,,,,,
way,891012806,"[8281383132, 8281384694, 8281384042, 8281381569, 8281381310, 8281382875, 8281382221, 8281383784, 8281383527, 8281383655, 8281382090, 8281382347, 8281384818, 8281381052, 8281384438, 8281381965, 8281383132]",,yes,,,"POLYGON ((117.1691374 39.108059, 117.169278 39.1080568, 117.1692758 39.1079709, 117.1698706 39.1079618, 117.1698728 39.1080461, 117.1700126 39.108044, 117.1700045 39.1077305, 117.1698728 39.1077325, 117.1698751 39.1078201, 117.1696047 39.1078242, 117.1696038 39.1077856, 117.1695313 39.1077867, 117.1695322 39.1078254, 117.1692614 39.1078295, 117.1692592 39.1077445, 117.1691294 39.1077466, 117.1691374 39.108059))",,,,,,,
way,891012808,"[8281381683, 8281381427, 8281382992, 8281382337, 8281383644, 8281381170, 8281384553, 8281382080, 8281381683]",,office,,,"POLYGON ((117.1681713 39.1083315, 117.1681736 39.1084278, 117.1680393 39.1084298, 117.1680328 39.1081621, 117.1689298 39.1081489, 117.1689364 39.108422, 117.1688005 39.108424, 117.1687981 39.1083223, 117.1681713 39.1083315))",,,,,,,
way,891012810,"[8281383939, 8281380975, 8281383450, 8281384107, 8281382544, 8281383495, 8281383239, 8281384801, 8281381933, 8281381064, 8281382631, 8281382375, 8281383939]",,dormitory,,24斋,"POLYGON ((117.1719598 39.106314, 117.1723702 39.106317, 117.17237 39.1063377, 117.1724249 39.106338, 117.1724251 39.1063183, 117.1725089 39.1063189, 117.1725104 39.106199, 117.171822 39.106194, 117.1718206 39.1063121, 117.1719065 39.1063127, 117.1719062 39.106331, 117.1719596 39.1063314, 117.1719598 39.106314))",,,,,,,
way,891012814,"[8281383346, 8281381035, 8281380871, 8281384257, 8281381784, 8281383346]",,yes,,,"POLYGON ((117.1647181 39.1097804, 117.1647164 39.1096929, 117.1647161 39.1096733, 117.164767 39.1096727, 117.164769 39.1097798, 117.1647181 39.1097804))",,,,,,,
way,891012815,"[8281381528, 8281383103, 8281383756, 8281384001, 8281384601, 8281382128, 8281381475, 10943941710, 8281383039, 8281382783, 8281384346, 8281381528]",,dormitory,,46斋,"POLYGON ((117.1633436 39.1107882, 117.1635102 39.1107873, 117.1635091 39.1106553, 117.1634752 39.1106555, 117.163475 39.1106286, 117.1640641 39.1106258, 117.1640631 39.1105074, 117.1638636 39.1105084, 117.1633872 39.1105107, 117.1633876 39.1105577, 117.1633418 39.110558, 117.1633436 39.1107882))",,,,,,,
way,891012816,"[8281384298, 8281381233, 8281384618, 8281382989, 8281381774, 8281384246, 8281382940, 8281383244, 8281384806, 8281383991, 8281383335, 8281382403, 8281381748, 8281380860, 8281384642, 8281382170, 8281384298]",,yes,,,"POLYGON ((117.1709101 39.1083712, 117.1709843 39.1083697, 117.1710512 39.1083684, 117.1713084 39.1083635, 117.17132 39.1083633, 117.17132 39.1083578, 117.1714656 39.108355, 117.1714598 39.1081513, 117.1712995 39.1081547, 117.1712321 39.1081561, 117.1712321 39.1081842, 117.1711236 39.1081859, 117.1710774 39.1081867, 117.1709731 39.1081883, 117.1709723 39.1081512, 117.1709039 39.1081522, 117.1709101 39.1083712))",,,,,,,
way,891012818,"[8281381805, 8281381008, 8281381407, 8281380893, 8281381805]",,dormitory,,30斋,"POLYGON ((117.1679269 39.1127141, 117.1679271 39.1125965, 117.167235 39.1125959, 117.1672349 39.1127134, 117.1679269 39.1127141))",,,,,,,
way,891012820,"[8281383496, 8281381934, 8281382114, 8281384587, 8281381204, 8281383262, 8281382610, 8281383776, 8281383519, 8281381044, 8281384429, 8281381957, 8281381700, 8281383496]",,yes,,,"POLYGON ((117.1675733 39.1104189, 117.1675027 39.1104196, 117.1675034 39.1104639, 117.1675041 39.1105095, 117.1675747 39.1105088, 117.1675745 39.1104953, 117.1676165 39.1104949, 117.1676168 39.1105088, 117.1676724 39.1105082, 117.167671 39.1104184, 117.1676248 39.1104188, 117.1676246 39.110401, 117.167573 39.1104015, 117.1675733 39.1104189))",,,,,,,
way,891012821,"[8281384668, 8281383162, 8281384726, 8281384070, 8281381597, 8281384668]",,yes,,,"POLYGON ((117.1725141 39.1078432, 117.1725841 39.107842, 117.1725962 39.1082385, 117.1724286 39.1082415, 117.1724165 39.107845, 117.1725141 39.1078432))",,,,,,,
way,891012823,"[8281383158, 8281382903, 8281384068, 8281381595, 8281382505, 8281383158]",,yes,,,"POLYGON ((117.1642809 39.1130332, 117.164179 39.1130334, 117.1641792 39.113067, 117.164281 39.1130668, 117.164281 39.113061, 117.1642809 39.1130332))",,,,,,,
way,891012824,"[8281381157, 8281382723, 8281383328, 8281380852, 8281381157]",,yes,,,"POLYGON ((117.1665278 39.113044, 117.1671426 39.1130473, 117.167144 39.1129999, 117.1665282 39.1130022, 117.1665278 39.113044))",,,,,,,
way,891012827,"[8281381120, 8281382711, 8281382456, 8281380865, 8281381777, 8281383339, 8281381120]",,yes,,,"POLYGON ((117.1707268 39.109488, 117.170727 39.1094945, 117.1707328 39.1096791, 117.1707329 39.1096842, 117.1715239 39.1096694, 117.1715178 39.1094732, 117.1707268 39.109488))",,,,,,,
way,891012830,"[8281384391, 8281381919, 8281381262, 8281382827, 8281382572, 8281384135, 8281383479, 8281381004, 8281381609, 8281383174, 8281382519, 8281384081, 8281383828, 8281381355, 8281384735, 8281382263, 8281382009, 8281383573, 8281384520, 8281384776, 8281383213, 8281381096, 8281382407, 8281384391]",,dormitory,,51斋,"POLYGON ((117.1711918 39.1053923, 117.1711918 39.1053802, 117.1711824 39.1053802, 117.1711744 39.1053757, 117.1711239 39.1053757, 117.1711164 39.1053798, 117.171107 39.1053798, 117.171107 39.105392, 117.1710641 39.1053916, 117.1710632 39.1054592, 117.1710699 39.1054592, 117.1710694 39.1054772, 117.1710627 39.1054772, 117.1710627 39.105481, 117.1710788 39.105481, 117.1710788 39.1054869, 117.1710761 39.1056754, 117.1712315 39.1056768, 117.1712319 39.1056012, 117.1712744 39.1055687, 117.1712748 39.1055469, 117.1716927 39.10555, 117.171695 39.1053955, 117.1711918 39.1053923))",,,,,,,
way,891012834,"[8281382602, 8281384164, 8281383907, 8281381434, 8281382602]",,yes,,,"POLYGON ((117.1627835 39.1098492, 117.1628487 39.1098458, 117.1628558 39.1099338, 117.1627906 39.1099369, 117.1627835 39.1098492))",,,,,,,
way,891012836,"[8281384698, 8281384679, 8281383886, 8281382206, 8281381573, 8281382225, 8281380899, 8281383374, 8281383630, 8281384698]",,yes,,,"POLYGON ((117.1646912 39.1079141, 117.1646629 39.1079148, 117.1646632 39.1079235, 117.1645102 39.1079269, 117.1645108 39.1079427, 117.1646582 39.1079394, 117.1646602 39.1079938, 117.1646608 39.1080094, 117.1646947 39.1080086, 117.1646912 39.1079141))",,,,,,,
way,891012838,"[8281383552, 8281382898, 8281384462, 8281384206, 8281383552]",,yes,,,"POLYGON ((117.1638724 39.1100112, 117.1639591 39.1100109, 117.1639582 39.1098744, 117.1638702 39.1098758, 117.1638724 39.1100112))",,,,,,,
way,891012840,"[8281381632, 8281382542, 8281384104, 8281383196, 8281381632]",,yes,,,"POLYGON ((117.1705848 39.1079747, 117.1706612 39.1079734, 117.1706629 39.108031, 117.1705864 39.1080323, 117.1705848 39.1079747))",,,,,,,
way,891012844,"[8281382098, 8281383662, 8281384268, 8281381796, 8281383407, 8281382807, 8281381241, 8281381898, 8281384371, 8281384625, 8281382667, 8281383320, 8281381758, 8281382012, 8281384485, 8281383716, 8281382153, 8281382410, 8281380843, 8281381501, 8281383974, 8281382098]",,yes,,,"POLYGON ((117.1682342 39.1095819, 117.1682358 39.1096449, 117.1683776 39.1096427, 117.168376 39.1095798, 117.1688293 39.109573, 117.1688311 39.1096426, 117.1689706 39.1096405, 117.1689632 39.1093462, 117.1688253 39.1093482, 117.1688272 39.1094244, 117.1685607 39.1094284, 117.16856 39.109397, 117.1685474 39.1093972, 117.1684774 39.1093983, 117.1684782 39.1094296, 117.1682059 39.1094337, 117.1682041 39.1093646, 117.1680686 39.1093667, 117.1680757 39.1096538, 117.1682082 39.1096518, 117.1682065 39.1095824, 117.1682342 39.1095819))",,,,,,,
way,891012847,"[8281384785, 8281382313, 8281382057, 8281381404, 8281384785]",,yes,,,"POLYGON ((117.1688576 39.1121703, 117.1688572 39.1121389, 117.1689552 39.1121382, 117.1689556 39.1121696, 117.1688576 39.1121703))",,,,,,,
way,891012848,"[8281381132, 8281381738, 8281383300, 8281382648, 8281384210, 8281383954, 8281381132]",,yes,,,"POLYGON ((117.164085 39.1130524, 117.1641301 39.113052, 117.1641314 39.1131181, 117.1641006 39.1131182, 117.1641006 39.1131199, 117.1640854 39.1131196, 117.164085 39.1130524))",,,,,,,
way,891012849,"[8281380886, 8281384272, 8281381799, 8281381543, 8281380886]",,yes,,,"POLYGON ((117.1715018 39.1080373, 117.1714648 39.1080377, 117.1714683 39.1081967, 117.1715058 39.1081963, 117.1715018 39.1080373))",,,,,,,
