element_type,osmid,geometry,man_made,access,amenity,fee,parking,layer,wheelchair,check_date,operator,operator:short,operator:wikidata,name,operator:wikipedia,location,nodes,building,leisure,building:levels,roof:levels,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,description,roof:shape,nohousenumber,official_name,building:colour,building:material,ele,gnis:county_name,gnis:import_uuid,gnis:reviewed,opening_hours,phone,roof:colour,roof:material,source,tourism,website,wikidata,wikipedia,old_name,contact:facebook,contact:foursquare,contact:twitter,internet_access,operator:type,ref:isil,short_name,start_date,wikimedia_commons,sport,alt_name,service,addr:country,religion,service_times,denomination,lgbtq,source:lgbtq,gnis:county_id,gnis:created,gnis:feature_id,gnis:state_id,shelter_type,historic,social_facility,social_facility:for,ways,type
way,180508461,"POLYGON ((-76.6189497 39.3312247, -76.6189491 39.3312166, -76.6189435 39.3311314, -76.618891 39.3311334, -76.6188906 39.3311275, -76.6186808 39.3311358, -76.6186843 39.3311892, -76.6186849 39.3311974, -76.6187002 39.3314298, -76.6187041 39.3314889, -76.6187066 39.3315258, -76.6187121 39.3315256, -76.6187199 39.3316444, -76.6187682 39.3316425, -76.618784 39.3316419, -76.6187986 39.3316413, -76.6188504 39.3316393, -76.6188427 39.3315235, -76.6190157 39.3315167, -76.6190235 39.3316347, -76.6191452 39.3316299, -76.6192624 39.3316253, -76.6192547 39.3315087, -76.6194336 39.3315017, -76.6194412 39.331617, -76.6194919 39.331615, -76.6195071 39.3316144, -76.6195225 39.3316138, -76.6195759 39.3316117, -76.619564 39.3314312, -76.6195616 39.3313952, -76.6195521 39.3312515, -76.619543 39.3311124, -76.6195423 39.3311023, -76.6193295 39.3311107, -76.6193303 39.3311217, -76.6192826 39.3311236, -76.6192878 39.3312033, -76.6192884 39.3312118, -76.6193348 39.33121, -76.6193353 39.331219, -76.6194153 39.3312159, -76.6194274 39.3313978, -76.619203 39.3314066, -76.6192026 39.3314016, -76.6191295 39.3314045, -76.6190563 39.3314073, -76.6190567 39.3314128, -76.618835 39.3314216, -76.6188227 39.3312354, -76.6188959 39.3312325, -76.6188955 39.3312268, -76.6189497 39.3312247))",,,,,,,,,,,,AMR II,,,"[1909367373, 9159493646, 1909367353, 9159493670, 9159493669, 1909367354, 4520077336, 8957884298, 8957884310, 8957920124, 9159493666, 9159493665, 1909367407, 8957884311, 4520077330, 8957884297, 1909367405, 1909367399, 8957884290, 8957884291, 9159493655, 8957884289, 8957884288, 1909367397, 1909367402, 8957884292, 4519817381, 4520077211, 1909367400, 4520077209, 4519935155, 4519817396, 9005850726, 1909367350, 9159493661, 9159493662, 1909367352, 9159493644, 1909367371, 9159493663, 9159493664, 1909367370, 1909367392, 9159493659, 9159493658, 9159493632, 9159493657, 9159493660, 1909367395, 1909367375, 9159493672, 9159493671, 1909367373]",dormitory,,3,0,,,,,,,gabled,,Alumni Memorial Residence Hall II,,brick,,,,,,,,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508462,"POLYGON ((-76.6188606 39.3304858, -76.6188512 39.3303352, -76.6183757 39.3303531, -76.6183799 39.3304205, -76.6183807 39.3304325, -76.6183865 39.330525, -76.6183707 39.3305256, -76.6183774 39.330633, -76.6183776 39.3306358, -76.6183783 39.3306466, -76.6183196 39.3306489, -76.618319 39.3306404, -76.6182318 39.3306436, -76.6182388 39.330755, -76.6183271 39.3307517, -76.6183267 39.3307444, -76.618357 39.3307433, -76.618386 39.3307422, -76.6183874 39.3307651, -76.6183944 39.3308751, -76.61841 39.3308745, -76.6184113 39.3308954, -76.6184206 39.331042, -76.6187632 39.3310292, -76.6188023 39.3310277, -76.6188882 39.3310244, -76.6188788 39.3308756, -76.6187666 39.3308799, -76.6187644 39.3308799, -76.6187684 39.330945, -76.6187526 39.3309456, -76.6186852 39.3309481, -76.6186043 39.3309512, -76.6185822 39.330952, -76.6185265 39.3309541, -76.6185209 39.3308651, -76.6185382 39.3308644, -76.6185379 39.3308597, -76.6185302 39.3307384, -76.6185374 39.3307382, -76.6185343 39.3306892, -76.6185312 39.3306402, -76.6185241 39.3306404, -76.6185163 39.3305172, -76.6185159 39.3305102, -76.6184982 39.3305109, -76.6184928 39.3304252, -76.6185466 39.3304232, -76.6185697 39.3304223, -76.6186507 39.3304192, -76.618717 39.3304168, -76.6187317 39.3304162, -76.6187364 39.3304905, -76.6187405 39.3304903, -76.6188474 39.3304863, -76.6188606 39.3304858))",,,,,,,,,,,,AMR I,,,"[1909367258, 1909367244, 1909367247, 9159295833, 9803697824, 4520237281, 4520237282, 9501474662, 9803697823, 1909367284, 9159493720, 9159493721, 1909367286, 1909367299, 9159493719, 9159493718, 9803697822, 1909367297, 9803697821, 4520237283, 4520237284, 9803697820, 1909367329, 9803697819, 9159493692, 1909367324, 1909367313, 4520038593, 1909367316, 1909367319, 4520237292, 9159200601, 9159200608, 4520237286, 1909367321, 9159493722, 9159493723, 9159493675, 9159493727, 9159493725, 9159493726, 9159493724, 9159493728, 9159493676, 9159493730, 9159493729, 1909367257, 4520237288, 9159200580, 9159200579, 4520237293, 1909367256, 1909367260, 4520038594, 9159295832, 1909367258]",dormitory,,2,1,,,,,,,,,Alumni Memorial Residence Hall I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508463,"POLYGON ((-76.6232546 39.3299775, -76.6232785 39.3299053, -76.6231565 39.3298812, -76.6231722 39.3298337, -76.6231928 39.3298378, -76.623208 39.3297916, -76.6233227 39.3298143, -76.623345 39.329747, -76.6232158 39.3297214, -76.6232288 39.3296821, -76.6231973 39.3296758, -76.6232123 39.3296305, -76.6232508 39.3296381, -76.6232669 39.3295894, -76.6231299 39.3295623, -76.6231134 39.3296124, -76.6231411 39.3296179, -76.6231274 39.3296593, -76.6231083 39.3296555, -76.6230773 39.3297492, -76.6230713 39.3297672, -76.6230549 39.3298168, -76.6230822 39.3298222, -76.6230667 39.3298692, -76.6230444 39.3298647, -76.6230223 39.3299316, -76.6231305 39.329953, -76.6232546 39.3299775))",,,,,,,,,,,,Nichols House,,,"[1909367191, 1909367183, 1909367179, 1909367166, 1909367168, 1909367153, 1909367159, 1909367146, 1909367144, 1909367138, 1909367137, 1909367124, 1909367128, 1909367112, 1909366976, 1909367116, 1909367120, 1909367135, 1909367133, 8796666373, 8796666319, 1909367161, 1909367163, 1909367177, 1909367175, 1909367184, 8796666318, 1909367191]",detached,,2,0,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508464,"POLYGON ((-76.6224703 39.3301474, -76.6225624 39.3301654, -76.6225262 39.330276, -76.6225049 39.3302718, -76.6224842 39.3303351, -76.6225054 39.3303393, -76.6224805 39.3304153, -76.6223885 39.3303972, -76.6223923 39.3303854, -76.6223297 39.3303732, -76.6223259 39.3303849, -76.622231 39.3303663, -76.6222559 39.3302904, -76.6222647 39.3302921, -76.6222703 39.3302751, -76.6222366 39.3302685, -76.6222344 39.3302752, -76.6221449 39.3302577, -76.6221535 39.3302313, -76.6221446 39.3302296, -76.6221539 39.330201, -76.6221216 39.3301947, -76.6221051 39.3302451, -76.621989 39.3302223, -76.6220058 39.330171, -76.6219804 39.330166, -76.621979 39.3301704, -76.6218795 39.330151, -76.6219151 39.3300424, -76.6220145 39.3300619, -76.6220118 39.3300702, -76.6220396 39.3300757, -76.6220753 39.3300827, -76.6220981 39.330013, -76.6221752 39.3300281, -76.6221719 39.3300381, -76.622172 39.3300439, -76.6221786 39.3300467, -76.622204 39.3300517, -76.6222153 39.3300173, -76.6223144 39.3300367, -76.6223031 39.3300711, -76.6223296 39.3300763, -76.6223372 39.3300757, -76.6223405 39.3300712, -76.6223438 39.3300612, -76.6224195 39.330076, -76.6224075 39.3301126, -76.6224147 39.330114, -76.6224042 39.330146, -76.6224667 39.3301583, -76.6224703 39.3301474))",,,,,,,,,,,,Johns Hopkins Club,,,"[9456933006, 9456933013, 9456933010, 9456932978, 9456932980, 9456933011, 9456933014, 9456933008, 9456932981, 9456932982, 9456933007, 9456933012, 9456933009, 9456932983, 9456932976, 9456932975, 9456932986, 9456932985, 9456932973, 9456932984, 9456932972, 9456932971, 9456932987, 9456932988, 9456932970, 9456932968, 9456932992, 9456932989, 9456932990, 9456932991, 9456932969, 4520038960, 9456932967, 9456933003, 9456933001, 9456932996, 9456933000, 9456932995, 9456932965, 9456932993, 9456932994, 9456932966, 9456932997, 9456932999, 9456932998, 9456933002, 9456933004, 9456932974, 9456933005, 9456932977, 9456932979, 9456933006]",university,,2,0,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,Q16958585,en:Johns Hopkins Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508465,"POLYGON ((-76.6223814 39.3271234, -76.6223774 39.3270674, -76.6223768 39.3270594, -76.6223599 39.3268226, -76.6223592 39.326813, -76.6223574 39.3267875, -76.6223361 39.3264896, -76.622231 39.3264941, -76.6222169 39.3264947, -76.6221996 39.3264954, -76.6220904 39.3265001, -76.62211 39.3267754, -76.6221127 39.3268135, -76.6221159 39.3268578, -76.6221356 39.3271339, -76.6222369 39.3271296, -76.6223814 39.3271234))",,,,,,,,,,,,Clark Hall,,,"[1909366821, 9727070787, 9727070793, 8975700314, 4519805665, 8975700315, 1909366791, 8975765122, 4519805663, 8975765139, 1909366792, 8975765125, 3299495584, 8975765148, 1909366823, 8975765124, 1909366821]",university,,3,0,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508468,"POLYGON ((-76.6191427 39.3281526, -76.6189624 39.3280132, -76.6188782 39.3280784, -76.6189622 39.3281434, -76.6190585 39.3282178, -76.6191427 39.3281526))",,,,,,,,,,,,Merrick Barn,,,"[1909366909, 1909366893, 1909366906, 9162696988, 1909366914, 1909366909]",university,,2,1,,,,,,,gabled,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508471,"POLYGON ((-76.619986 39.331739, -76.6199613 39.3313589, -76.6199558 39.3312727, -76.619807 39.331278, -76.6198151 39.3313857, -76.6198356 39.3316565, -76.6198423 39.3317454, -76.6199532 39.3317405, -76.619986 39.331739))",,,,,,,,,,,,AMR III Building A,,,"[1909367418, 9501474641, 1909367383, 1909367385, 8015141865, 4519817384, 1909367419, 8015141864, 1909367418]",dormitory,,4,0,,,,,,,,,Alumni Memorial Residence Hall III Building A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508472,"POLYGON ((-76.620384 39.330295, -76.6203792 39.3302151, -76.6203737 39.3301249, -76.6203566 39.3301256, -76.6199088 39.3301417, -76.6199136 39.3302204, -76.6199142 39.3302305, -76.6199158 39.3302564, -76.6199191 39.3303118, -76.6203779 39.3302952, -76.620384 39.330295))",,,,,,,,,,,,Dunning Hall,,,"[9179021548, 9803672714, 1909367223, 8321647726, 1909367225, 8321647887, 9803697818, 8321647881, 1909367243, 1909367241, 9179021548]",university,,3,1,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508473,"POLYGON ((-76.6211064 39.3301008, -76.6210912 39.3301014, -76.6207666 39.3301131, -76.6207548 39.3301135, -76.6206422 39.3301176, -76.6206473 39.3302007, -76.620652 39.3302788, -76.6209424 39.3302684, -76.6209926 39.3302665, -76.6211161 39.3302621, -76.6211111 39.3301799, -76.6211064 39.3301008))",,,,,,,,,,,,Macaulay Hall,,,"[9261829378, 8321647781, 9770548537, 9770548532, 1909367222, 9803672715, 1909367240, 8321647748, 9261799118, 9261829379, 9261775910, 9261829378]",university,,3,1,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508477,"POLYGON ((-76.6200258 39.3320387, -76.6200908 39.3319425, -76.619963 39.3318904, -76.6196632 39.3317681, -76.6195854 39.3317364, -76.6195397 39.3317177, -76.6194717 39.3318147, -76.6195046 39.331828, -76.6199091 39.3319915, -76.619921 39.3319963, -76.6200258 39.3320387))",,,,,,,,,,,,AMR III Building B,,,"[1909367438, 1909367433, 8015141863, 4520096217, 8015141867, 1909367414, 1909367423, 8957884278, 8957884279, 4519817380, 1909367438]",dormitory,,3,0,,,,,,,,,Alumni Memorial Residence Hall III Building B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508479,"POLYGON ((-76.6219097 39.3285581, -76.621892 39.3283323, -76.6215879 39.3283465, -76.6216053 39.3285721, -76.6219097 39.3285581))",,,,,,,,,,,,Glass Pavilion,,,"[1909366935, 1909366913, 1909366928, 1909366936, 1909366935]",university,,2,0,,,,,,,flat,yes,,,glass,,,,,,,,,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508482,"POLYGON ((-76.6221019 39.3306694, -76.6221065 39.3306547, -76.6221099 39.3306435, -76.6221123 39.3306357, -76.6221172 39.3306195, -76.6221241 39.3305971, -76.6221257 39.3305919, -76.622131 39.3305747, -76.6221379 39.3305523, -76.6221448 39.3305298, -76.6221517 39.3305074, -76.6221586 39.330485, -76.6221654 39.3304626, -76.6221723 39.3304401, -76.6221792 39.3304177, -76.6221861 39.3303953, -76.622193 39.3303729, -76.6222148 39.330302, -76.6221266 39.3302844, -76.6220993 39.3302789, -76.6220824 39.3302755, -76.6220552 39.3302701, -76.6220279 39.3302647, -76.6220095 39.330261, -76.6219826 39.3302556, -76.6219557 39.3302502, -76.6219369 39.3302465, -76.6219106 39.3302412, -76.6218842 39.330236, -76.6218822 39.3302356, -76.6218713 39.3302334, -76.6217979 39.3302187, -76.6217753 39.3302865, -76.6217734 39.3302924, -76.621766 39.3303147, -76.6217586 39.3303369, -76.6217512 39.3303592, -76.6217438 39.3303815, -76.6217364 39.3304037, -76.6217289 39.330426, -76.6217215 39.3304482, -76.6217141 39.3304705, -76.6217111 39.3304796, -76.6216831 39.330564, -76.6216752 39.3305876, -76.6217111 39.3306331, -76.6217572 39.3306421, -76.6218155 39.3306535, -76.6218447 39.3306592, -76.6218739 39.3306649, -76.621903 39.3306706, -76.6219322 39.3306764, -76.6219613 39.3306821, -76.6219905 39.3306878, -76.6220378 39.330697, -76.6221019 39.3306694))",,private,parking,yes,multi-storey,,,,,,,West Garage,,,"[1909367288, 8325111726, 9456927363, 8951371746, 9456927348, 9456927349, 4520038722, 9456927350, 9456927351, 9456927352, 9456927353, 9456927354, 9456927355, 9456927356, 9456927357, 9456927358, 9456927362, 1909367242, 9456927336, 9456927332, 9456927331, 9456927330, 9456927329, 9456927328, 9456927327, 9456927326, 9456927325, 9456927324, 9456927335, 8813102289, 9456927378, 1909367234, 8813102271, 8813102278, 9456908995, 9456908994, 9456908993, 9456908992, 9456908991, 9456908990, 9456908989, 9456908998, 8813102272, 8325111702, 1909367270, 1909367281, 9456927364, 9456909007, 9456909008, 9456909009, 9456909010, 9456909011, 9456909012, 9456927365, 1909367291, 1909367288]",parking,,1,1,,,,,,,flat,,,,concrete,,,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508485,"POLYGON ((-76.6192028 39.3274153, -76.619198 39.3273437, -76.6191936 39.3272784, -76.6191777 39.3270405, -76.6191749 39.3269977, -76.6189863 39.3270052, -76.6189086 39.3270083, -76.6188141 39.3270121, -76.6187288 39.3270155, -76.618734 39.3270934, -76.6187465 39.32728, -76.6187504 39.3273386, -76.6189475 39.3273307, -76.6189538 39.3274252, -76.6192028 39.3274153))",,,,,,,,,,,,Homewood Power Plant,,,"[10737365148, 2451200808, 2451200800, 2451200790, 1909366817, 2451200785, 2451200786, 2451200787, 1909366818, 2451200793, 2451200802, 1909366830, 1909366829, 1909366839, 10737365148]",industrial,,,,,,,,,,,,,,brick,,,,,,,,,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508489,"POLYGON ((-76.6203348 39.3311112, -76.6203295 39.3310439, -76.6203095 39.3307691, -76.6202993 39.3306393, -76.620273 39.330641, -76.6202567 39.3306421, -76.6202255 39.3306441, -76.620043 39.330656, -76.6200769 39.3310911, -76.6201488 39.3310909, -76.6201506 39.3311076, -76.6201519 39.3311196, -76.6201621 39.3311192, -76.6203348 39.3311112))",,,,,,,,,,,,Biology East,,,"[1909367349, 2765349146, 1909367302, 1909367279, 8321647868, 9803697817, 8325111628, 1909367283, 1909367348, 1909367345, 8325111727, 1909367351, 2765349143, 1909367349]",university,,3,,Baltimore,3400,21218,MD,North Charles Street,,,,,,brick,,,,,,,,,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508490,"POLYGON ((-76.6208145 39.3310924, -76.6208107 39.3310245, -76.6207972 39.3307501, -76.6207859 39.3306192, -76.6208057 39.3306186, -76.6208525 39.3306171, -76.6210439 39.3306113, -76.6210444 39.3306176, -76.6210557 39.3307745, -76.6210758 39.3310528, -76.6210678 39.3310533, -76.62099 39.3310579, -76.6209909 39.3310872, -76.6209342 39.3310877, -76.6208145 39.3310924))",,,,,,,,,,,,Levi Hall,,,"[1909367347, 2765349147, 1909367294, 1909367278, 8321647849, 8321647847, 1909367273, 8321647843, 8957920138, 1909367326, 8957920129, 1909367330, 1909367343, 2765349148, 1909367347]",university,,3,0,,,,,,,gabled,,,,brick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508492,"POLYGON ((-76.6217772 39.3292498, -76.6217738 39.3291963, -76.6218845 39.3291922, -76.6218756 39.3290523, -76.6219037 39.3290478, -76.6219356 39.3290336, -76.6219604 39.3290125, -76.6219755 39.3289866, -76.6219794 39.3289583, -76.6219719 39.3289304, -76.6219536 39.3289057, -76.6219264 39.3288866, -76.6218928 39.3288749, -76.6218646 39.3288725, -76.6218561 39.328737, -76.6217429 39.3287409, -76.6217393 39.3286849, -76.6213425 39.3287, -76.6213427 39.328703, -76.6213185 39.328704, -76.6212946 39.3287049, -76.6212827 39.3287053, -76.6212839 39.3287235, -76.6212845 39.3287338, -76.6212861 39.3287586, -76.6212768 39.3287589, -76.6212863 39.3289091, -76.6212878 39.3289322, -76.6212365 39.3289342, -76.6212057 39.3289353, -76.621209 39.3289866, -76.6212122 39.3290376, -76.6212429 39.3290364, -76.6212943 39.3290345, -76.6212958 39.3290584, -76.6213056 39.3292141, -76.6213139 39.3292138, -76.6213151 39.3292334, -76.6213157 39.3292428, -76.621317 39.3292627, -76.62133 39.3292622, -76.6213542 39.3292613, -76.6213787 39.3292604, -76.6213788 39.329265, -76.6213813 39.3292649, -76.6214384 39.3292627, -76.6217772 39.3292498))",,,,,,,,,,,,Gilman Hall,,,"[8942038139, 1909366959, 1909366958, 9451238056, 9451238060, 9451238059, 9451238058, 9451238057, 9451238075, 9451238074, 9451238073, 9451238072, 9451238071, 9451238055, 1909366943, 1909366944, 1909366939, 8942038129, 9167456867, 3299505773, 8325252351, 1909366942, 8325252347, 4519935163, 8942038138, 8942038136, 9451251219, 8942038133, 8942020514, 8942038132, 8325252323, 8942038131, 8942020515, 8942038134, 9451251222, 8942038135, 8942038137, 4520172030, 9166179128, 1909366963, 8325252354, 3299505775, 9167456869, 9167456868, 8942038143, 8952603959, 8942038139]",university,,4,1,,,,,,,hipped,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508501,"POLYGON ((-76.6210715 39.3286522, -76.6210705 39.328637, -76.621069 39.3286129, -76.6210643 39.3285388, -76.6210602 39.3284745, -76.6210536 39.3284747, -76.6210408 39.3282734, -76.6208817 39.3282795, -76.6208824 39.3282909, -76.620886 39.328347, -76.6208874 39.3283694, -76.6208882 39.3283821, -76.6206884 39.3283897, -76.6206876 39.328377, -76.6206862 39.3283546, -76.6206826 39.3282984, -76.6206819 39.3282869, -76.6205225 39.328293, -76.6205233 39.328306, -76.6205354 39.3284962, -76.6205285 39.3284965, -76.6205291 39.3285055, -76.6205326 39.3285612, -76.6205368 39.3286271, -76.6205389 39.3286591, -76.6205397 39.3286724, -76.6205544 39.3286719, -76.6209722 39.328656, -76.6210715 39.3286522))",,,,,,,,,,,,Ames Hall,,,"[1909366937, 8942038119, 3299505771, 8942038118, 9167456862, 9167456861, 1909366919, 1909366920, 9727070773, 9727070781, 9727070775, 1909366929, 1909366930, 9727070774, 9727070780, 9727070770, 1909366921, 1909366922, 9456927415, 9167456860, 9167456859, 9456927419, 8942020497, 9796710756, 8942020498, 1909366938, 9163309451, 9163307755, 1909366937]",university,,5,,,,,,,,,,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508503,"POLYGON ((-76.6196504 39.3280466, -76.6196658 39.3282891, -76.6196703 39.3283589, -76.6196731 39.3284034, -76.6197357 39.328401, -76.6197441 39.3285325, -76.6197373 39.3285327, -76.6197415 39.3285994, -76.6197429 39.3286213, -76.6197481 39.3287033, -76.6199023 39.3286974, -76.6199278 39.3286964, -76.6202663 39.3286835, -76.6202826 39.3286829, -76.6202817 39.3286689, -76.6202796 39.3286363, -76.6202757 39.3285737, -76.6202719 39.3285136, -76.6202717 39.3285105, -76.6202606 39.3285109, -76.6202562 39.3284425, -76.6202473 39.3283024, -76.6200861 39.3283086, -76.6200869 39.328321, -76.6198923 39.3283284, -76.6198894 39.3282823, -76.6198867 39.3282396, -76.6198981 39.3282391, -76.6198909 39.3281258, -76.6198785 39.3281263, -76.6198729 39.3280382, -76.6196504 39.3280466))",,,,,,,,,,,,Krieger Hall,,,"[1909366899, 4408342784, 4520038779, 1909366932, 1909366931, 9167456849, 9167456848, 3299505768, 9796710758, 1909366941, 9796710757, 9163309449, 9163309450, 1909366940, 8942020500, 9796710755, 8942020499, 9456927433, 4519871450, 4519871451, 9456927432, 1909366923, 9167456855, 9167456856, 1909366925, 4520038774, 9167456853, 9167456854, 9167456852, 9167456851, 9167456850, 1909366899]",university,,3,,,,,,,,,yes,,,brick,,,,,,,gray,slate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508504,"POLYGON ((-76.6203533 39.3298253, -76.620332 39.3295257, -76.6203284 39.3294826, -76.6203284 39.3294824, -76.6203264 39.3294522, -76.6203251 39.3294323, -76.6203216 39.3293799, -76.620321 39.3293759, -76.6197951 39.3293963, -76.6197995 39.3294525, -76.6198142 39.3296391, -76.6198303 39.3298426, -76.6199164 39.3298389, -76.6200024 39.3298352, -76.6199987 39.3297843, -76.6200372 39.3297824, -76.620039 39.3298088, -76.6200456 39.3298247, -76.6200613 39.3298376, -76.6200752 39.3298404, -76.6200863 39.3298426, -76.620092 39.3298422, -76.6201038 39.3298412, -76.6201213 39.3298362, -76.6201358 39.3298225, -76.6201382 39.3298065, -76.6201361 39.3297784, -76.620175 39.3297767, -76.6201791 39.3298328, -76.6202662 39.3298291, -76.6203533 39.3298253))",,,,,,,,,,,,Remsen Hall,,,"[1909367165, 8325691433, 8944064159, 9803672710, 9803672711, 9803672713, 8944064158, 1909366969, 1909366970, 9803672712, 9803672705, 1909367173, 9770386886, 1909367171, 1909367156, 8325678401, 8325678402, 8325678403, 8325678406, 8325678409, 8325678407, 4519817453, 8325678408, 8325678405, 8325678404, 8325678400, 8325678399, 1909367154, 1909367170, 9770386885, 1909367165]",university,,3,1,,,,,,,gabled,,,,brick,,,,,,,gray,slate,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508505,"POLYGON ((-76.6208606 39.3280025, -76.6208599 39.3279907, -76.6208553 39.3279123, -76.6208662 39.3279119, -76.6208593 39.327793, -76.6208585 39.3277802, -76.6210184 39.3277746, -76.6210112 39.3276517, -76.6208512 39.3276572, -76.6208503 39.3276418, -76.6208435 39.327525, -76.6208325 39.3275254, -76.6208276 39.3274422, -76.6208272 39.3274349, -76.6207294 39.3274383, -76.6206316 39.3274418, -76.6206369 39.3275323, -76.6206265 39.3275327, -76.6206378 39.3277261, -76.6206491 39.3279196, -76.6206597 39.3279192, -76.620665 39.3280093, -76.6207675 39.3280057, -76.6208606 39.3280025))",,,,,,,,,,,,Latrobe Hall,,,"[1909366890, 8325252385, 9261860642, 9261860641, 9261775900, 1909366858, 1909366857, 1909366850, 1909366852, 9261829411, 9261860636, 9261860635, 8325252392, 1909366832, 2496874943, 1909366833, 9261860637, 9261860638, 9261829391, 9261860639, 9261860640, 1909366892, 9261775916, 1909366890]",university,,2,1,,,,,,,gabled,yes,,,brick,,,,,,,gray,slate,USGS Ortho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,180508506,"POLYGON ((-76.6207823 39.3324776, -76.620773 39.3324716, -76.620727 39.3325138, -76.620681 39.332556, -76.6206902 39.3325621, -76.6205614 39.3326803, -76.6207322 39.3327871, -76.6217751 39.3334719, -76.6218173 39.3334623, -76.6218598 39.3334527, -76.6218523 39.3334348, -76.6218368 39.3334142, -76.621818 39.3333991, -76.6217827 39.333375, -76.6216872 39.3333124, -76.6216438 39.3332841, -76.6216188 39.333266, -76.621606 39.3332498, -76.6215971 39.3332339, -76.6215903 39.3332168, -76.6215817 39.3332049, -76.6215605 39.3331893, -76.6215424 39.3331801, -76.6215176 39.333202, -76.6214884 39.3331823, -76.6218106 39.3328934, -76.621559 39.3327239, -76.6215136 39.3326932, -76.6216423 39.3325739, -76.6214536 39.3324536, -76.621257 39.3323276, -76.6212317 39.3323484, -76.6210516 39.3322328, -76.6209194 39.3323512, -76.6207823 39.3324776))",,,,,,,,,,,,White Athletic Center,,,"[9169583724, 9169583723, 4519934765, 9169583722, 9169583725, 660149149, 660147690, 4519757772, 9168181503, 4519757773, 4519757774, 9169583721, 9169583720, 9168181507, 9168181508, 4519757775, 9169583719, 9169583718, 9168181516, 4519757776, 4519757780, 9169583717, 4519757777, 4519757779, 4519757778, 660149135, 4519934783, 660149136, 660149137, 660149138, 9169583729, 9169583730, 9180118220, 9180101303, 9169583724]",yes,sports_centre,3,0,,,,,,,,,Newton H. White Jr. Athletic Center,,,,,,,,,,,,,,,,,,,,,,,,,,multi,,,,,,,,,,,,,,,,,,
way,180508507,"POLYGON ((-76.6239776 39.3282474, -76.6239754 39.3280533, -76.6239191 39.3280537, -76.6239181 39.3279651, -76.6239173 39.3278942, -76.6234833 39.3278973, -76.6234843 39.3279839, -76.6235372 39.3280217, -76.6235888 39.3280213, -76.6235889 39.328044, -76.6235889 39.3280667, -76.6233896 39.3280681, -76.6233905 39.3281455, -76.6233617 39.3281662, -76.6233619 39.3281834, -76.6233911 39.3281994, -76.6233917 39.3282515, -76.6239776 39.3282474))",,,,,,,,,,,,Olin Hall,,,"[1909366915, 1909366900, 1909366901, 8999027512, 1909366869, 1909366870, 9727032370, 9727032369, 9727032368, 4402679486, 1909366903, 1909366905, 9727070811, 9727070808, 9727070809, 9727070810, 1909366916, 1909366915]",university,,2,0,,3300,,,San Martin Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
