element_type,osmid,access,geometry,wheelchair,amenity,layer,nodes,building,building:levels,name,source,alt_name,name:en,leisure,sport,lit,fee,toilets:disposal,unisex,fast_food,operator,addr:city,addr:housenumber,addr:postcode,addr:street,emergency,height,opening_hours,shop,building:material,description,structure,historic,office,club,tourism,name_1,ways,type,internet_access
way,840969973,,"POLYGON ((106.409403 29.8184905, 106.4093896 29.8184497, 106.4093869 29.8184346, 106.4093936 29.8184148, 106.4094567 29.8183985, 106.4094687 29.8184346, 106.409568 29.8184043, 106.409686 29.8187569, 106.409686 29.818772, 106.4096726 29.8187837, 106.4095506 29.8188174, 106.4095331 29.8188197, 106.4095184 29.8188058, 106.409403 29.8184905))",,,,"[7847003860, 7847003861, 7847003862, 7847003863, 7847003864, 7847003865, 7847003866, 7847003867, 7847003868, 7847003869, 7847003870, 7847003871, 7847003872, 7847003860]",dormitory,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969974,,"POLYGON ((106.4094687 29.8184346, 106.4094567 29.8183985, 106.4094417 29.8183559, 106.4094408 29.8183321, 106.4094559 29.8183114, 106.40947 29.8182968, 106.4095237 29.8182845, 106.4095653 29.818274, 106.4095894 29.8183613, 106.4095912 29.8183774, 106.4095877 29.8183874, 106.4095806 29.8183981, 106.409568 29.8184043, 106.4094687 29.8184346))",,,,"[7847003865, 7847003864, 7847003873, 7847003874, 7847003875, 7847003876, 7847003850, 7847003849, 7847003848, 7847003877, 7847003878, 7847003879, 7847003866, 7847003865]",dormitory,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969990,,"POLYGON ((106.410422 29.8148562, 106.4104082 29.8147393, 106.4108207 29.8147025, 106.4108434 29.814894, 106.4108042 29.8148975, 106.4107932 29.8148043, 106.4106686 29.8148154, 106.4106708 29.814834, 106.410422 29.8148562))",,,,"[7847003998, 7847003999, 7847004000, 7847004001, 7847004002, 7847004003, 7847004004, 7847004005, 7847003998]",university,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969992,,"POLYGON ((106.4124066 29.8146656, 106.4125717 29.8146253, 106.4124919 29.8143793, 106.4127418 29.8143182, 106.4127836 29.8144472, 106.412945 29.8144078, 106.412886 29.8142259, 106.4128602 29.8142322, 106.4128328 29.8141479, 106.4123612 29.814263, 106.4124097 29.8144125, 106.4123307 29.8144318, 106.4124066 29.8146656))",,,,"[7847004023, 7847004024, 7847004025, 7847004026, 7847004027, 7847004028, 7847004029, 7847004030, 7847004031, 7847004032, 7847004033, 7847004034, 7847004023]",university,6,食品科学学院,,,College of Food Science,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969993,,"POLYGON ((106.4117922 29.8141886, 106.4117253 29.8139927, 106.4117759 29.8139821, 106.4118391 29.8139875, 106.4118914 29.8139995, 106.41195 29.8140343, 106.4119885 29.8140744, 106.4120131 29.8141078, 106.4120226 29.8141294, 106.4117922 29.8141886))",,,,"[3095013563, 7847004037, 7847004038, 7847004039, 7847004040, 7847004041, 7847004042, 7847004043, 7847004044, 3095013563]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840969996,,"POLYGON ((106.4091427 29.8138294, 106.4094536 29.8137828, 106.4094162 29.8135945, 106.4091052 29.8136411, 106.4091427 29.8138294))",,,,"[7847004045, 7847004046, 7847004047, 7847004048, 7847004045]",greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840970005,,"POLYGON ((106.4122015 29.8134564, 106.412388 29.8135219, 106.4124219 29.8134492, 106.4123207 29.8134136, 106.4123421 29.8133678, 106.4122568 29.8133378, 106.4122015 29.8134564))",,,,"[7847004086, 7847004087, 7847004088, 7847004089, 7847004090, 7847004091, 7847004086]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840970006,,"POLYGON ((106.4112526 29.8134531, 106.4116333 29.8133846, 106.4116135 29.8133018, 106.4112328 29.8133703, 106.4112526 29.8134531))",,,,"[7847004092, 7847004093, 7847004094, 7847004095, 7847004092]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840970010,,"POLYGON ((106.4081447 29.8136286, 106.4083155 29.813715, 106.4084049 29.8135756, 106.408407 29.8135104, 106.4083866 29.8134522, 106.408346 29.8134222, 106.4083582 29.8133993, 106.4082626 29.8133446, 106.4080878 29.8132935, 106.4080594 29.8133164, 106.4080309 29.8133005, 106.4078866 29.8135069, 106.407913 29.8135227, 106.4078927 29.8135598, 106.4078622 29.8135404, 106.4078236 29.8136003, 106.4078622 29.813618, 106.4078154 29.8136991, 106.4081915 29.8138825, 106.4082382 29.8138067, 106.4082179 29.8137943, 106.4082403 29.813752, 106.4082057 29.8137379, 106.4082159 29.8137114, 106.4079719 29.8135898, 106.4080736 29.8134328, 106.4082321 29.8135139, 106.4081447 29.8136286))",,veterinary,,"[7847004122, 7847004123, 7847004124, 7847004125, 7847004126, 7847004127, 7847004128, 7847004129, 7847004130, 7847004131, 7847004132, 7847004133, 7847004134, 7847004135, 7847004136, 7847004137, 7847004138, 7847004139, 7847004140, 7847004141, 7847004142, 7847004143, 7847004144, 7847004145, 7847004146, 7847004147, 7847004148, 7847004122]",yes,,西南大学动物医院,,,"Veterinary, S.W.U",,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840970018,,"POLYGON ((106.4082388 29.816668, 106.4084986 29.8165632, 106.4083488 29.8162837, 106.408089 29.8163885, 106.4081683 29.8165365, 106.4082388 29.816668))",,animal_shelter,,"[7847004182, 7847004183, 7847004184, 7847004185, 7847151596, 7847004182]",yes,,养殖场,,,Animal Farm,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840987825,,"POLYGON ((106.4101549 29.8178855, 106.4098566 29.8179615, 106.4098227 29.8178629, 106.4097921 29.8177702, 106.4100891 29.8176935, 106.4101549 29.8178855))",,,,"[7847151497, 7847151498, 7847151503, 7847151499, 7847151500, 7847151497]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840987826,,"POLYGON ((106.4098566 29.8179615, 106.4095428 29.8180425, 106.409509 29.817944, 106.4098227 29.8178629, 106.4098566 29.8179615))",,,,"[7847151498, 7847151501, 7847151502, 7847151503, 7847151498]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840987827,,"POLYGON ((106.4088384 29.818145, 106.4090673 29.8181265, 106.4090504 29.8179804, 106.4088197 29.8180027, 106.4088384 29.818145))",,,,"[7847151504, 7847151505, 7847151506, 7847151507, 7847151504]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840987828,,"POLYGON ((106.4089981 29.8187016, 106.4092066 29.81865, 106.4090601 29.8182043, 106.4086169 29.8183139, 106.4086765 29.8184952, 106.4087633 29.8184737, 106.4087855 29.8185412, 106.4089334 29.8185046, 106.4089981 29.8187016))",,,,"[7847151508, 7847151509, 7847151493, 7847151510, 7847151511, 7847151512, 7847151513, 7847151514, 7847151508]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,840987829,,"POLYGON ((106.4091674 29.8190122, 106.4090866 29.8188002, 106.4092121 29.8187643, 106.4092927 29.8189763, 106.4091674 29.8190122))",,,,"[7847151515, 7847151516, 7847151517, 7847151518, 7847151515]",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727306,,"POLYGON ((106.4151551 29.8209924, 106.41515 29.8208237, 106.4151969 29.8208225, 106.4151987 29.8208473, 106.4155516 29.8208391, 106.415556 29.8209832, 106.4151551 29.8209924))",,,,"[7861708384, 7861724485, 7861724486, 7861724487, 7861724488, 7861724489, 7861708384]",dormitory,7,楠园二舍,,,Phoebe Garden Building 2,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727309,,"POLYGON ((106.4172581 29.8205101, 106.4170012 29.8201883, 106.4172311 29.8200502, 106.4172941 29.8201291, 106.4173608 29.8200891, 106.4175689 29.8203499, 106.4176249 29.8204201, 106.4174916 29.8205001, 106.417666 29.8207188, 106.4177389 29.820675, 106.41781 29.8207641, 106.4177613 29.8207934, 106.4178755 29.8209364, 106.4175953 29.8211047, 106.4175353 29.8210295, 106.4170746 29.8213064, 106.4168287 29.8209984, 106.417156 29.8208017, 106.4170318 29.8206461, 106.4172581 29.8205101))",,,,"[7861724495, 7861724496, 7861724497, 7861724498, 7861724499, 7902519412, 7861724500, 7861724501, 7861724502, 7861724503, 7861724504, 7861724505, 7861724506, 7861724507, 7861724508, 7861724509, 7861724510, 7861724511, 7861724512, 7861724495]",university,6,西南大学校史馆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727315,,"POLYGON ((106.4136557 29.8150765, 106.4136374 29.8150243, 106.413852 29.8149678, 106.4138703 29.81502, 106.4136557 29.8150765))",,,,"[7861724584, 7861724585, 7861724586, 7861724587, 7861724584]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727316,,"POLYGON ((106.413954 29.8151428, 106.4138943 29.8149588, 106.4140614 29.8149181, 106.4141193 29.8150967, 106.4140608 29.815111, 106.41407 29.8151394, 106.4140254 29.8151503, 106.4140179 29.8151272, 106.413954 29.8151428))",,,,"[7861724588, 7861724589, 7861724590, 7861724591, 7861724592, 7861724593, 7861724594, 7861724595, 7861724588]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727317,,"POLYGON ((106.4141097 29.8149685, 106.4140841 29.814897, 106.4143035 29.8148377, 106.4143291 29.8149092, 106.4141097 29.8149685))",,,,"[7861724596, 7861724597, 7861724598, 7861724599, 7861724596]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842727318,,"POLYGON ((106.4145862 29.8154022, 106.4145613 29.8153184, 106.4150855 29.8152016, 106.4151103 29.8152853, 106.4145862 29.8154022))",,,,"[7861724600, 7861724601, 7861724602, 7861724603, 7861724600]",yes,,家蚕基因资源库,,,Silkworm GeneBank,,,,,,,,,,,,,,,,,,,,,research,,,,,,
way,842727322,,"POLYGON ((106.4155751 29.8145639, 106.4157643 29.8146403, 106.415528 29.8150807, 106.4153622 29.8150704, 106.4151579 29.814988, 106.4152036 29.8149026, 106.4153597 29.8149656, 106.415507 29.8146909, 106.4155751 29.8145639))",,,,"[7861724623, 7861724612, 7861724613, 7861724624, 7861724625, 7861724622, 7861724619, 7861724620, 7861724623]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,research,,,,,,
way,842727329,,"POLYGON ((106.4167561 29.8151629, 106.4169002 29.8150354, 106.4170119 29.8151304, 106.4169759 29.8151623, 106.4169497 29.8151399, 106.4169105 29.8151746, 106.4168894 29.8151566, 106.4168204 29.8152176, 106.4167561 29.8151629))",,,,"[7861724683, 7861724684, 7861724685, 7861724686, 7861724687, 7861724688, 7861724689, 7861724690, 7861724683]",university,2,"Property Management Centre, S.W.U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765831,,"POLYGON ((106.4172722 29.8160442, 106.4172676 29.8160001, 106.4172013 29.8160188, 106.4172005 29.8159905, 106.4171987 29.815975, 106.4173105 29.815941, 106.4173268 29.8159432, 106.417342 29.8159529, 106.4173156 29.816008, 106.4173339 29.816027, 106.4173197 29.8160459, 106.4172722 29.8160442))",,,,"[7862078419, 7862078420, 7862078421, 7862078422, 7862078423, 7862078424, 7862078425, 7862078426, 7862078427, 7862078428, 7862078429, 7862078419]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765832,,"POLYGON ((106.4172942 29.8163145, 106.4172841 29.8162687, 106.4173406 29.8162594, 106.4173241 29.8161843, 106.4173626 29.8161684, 106.4173934 29.8162244, 106.4174854 29.81628, 106.4174632 29.8163077, 106.4174127 29.8162772, 106.4173433 29.8162887, 106.417347 29.8163058, 106.4172942 29.8163145))",,,,"[7862078430, 7862078431, 7862078432, 7862078433, 7862078434, 7862078435, 7862078436, 7862078437, 7862078438, 7862078439, 7862078440, 7862078430]",university,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765835,,"POLYGON ((106.4181725 29.8200907, 106.4183259 29.81999, 106.4184298 29.8201092, 106.4185947 29.820072, 106.4186255 29.820175, 106.4184952 29.8202044, 106.418348 29.8202895, 106.4182793 29.820378, 106.4181835 29.8203219, 106.4182733 29.8202064, 106.4181725 29.8200907))",,,,"[7862078453, 7862078454, 7862078455, 7862078456, 7862078457, 7862078458, 7862078459, 7862078460, 7862078461, 7862078462, 7862078453]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765836,,"POLYGON ((106.4170178 29.8216167, 106.4172739 29.8218072, 106.4175219 29.8216414, 106.4177923 29.8214121, 106.4175565 29.8212164, 106.4174142 29.8212587, 106.4170178 29.8216167))",,,,"[7862078463, 7862078464, 7862078465, 7862078466, 7862078467, 7862078468, 7862078463]",yes,,第二游泳池,,,,fitness_centre,swimming,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765837,,"POLYGON ((106.4180351 29.8220381, 106.4185634 29.8217834, 106.4189315 29.8223581, 106.418842 29.8224012, 106.4189055 29.8225005, 106.4188338 29.8225351, 106.418785 29.8227256, 106.4187318 29.8227727, 106.418655 29.8227075, 106.4186303 29.8227294, 106.4185382 29.8226513, 106.4185746 29.8226191, 106.418486 29.8225439, 106.4185091 29.8225234, 106.4185538 29.8224838, 106.4185163 29.8224521, 106.4186739 29.8223124, 106.4184969 29.8220361, 106.4181431 29.8222067, 106.4180351 29.8220381))",,,1,"[7862078469, 7862078470, 7862078471, 7862078472, 7862078473, 7862078474, 7862078475, 7862078476, 7862078477, 7862078478, 7862078479, 7862078480, 7862078481, 3754268184, 7862078482, 7862078483, 7862078484, 7862084985, 7862084986, 7862078469]",yes,,材料与能源学部,,,,,,,,,,,,,,,,,,,,,,,,research,,,,,,
way,842765838,,"POLYGON ((106.4175556 29.8225617, 106.4177887 29.8225761, 106.4177927 29.8225272, 106.4177994 29.8224462, 106.4177259 29.8224417, 106.4177279 29.8224173, 106.4180836 29.8224394, 106.418087 29.8223985, 106.4181178 29.8224004, 106.4181242 29.8223236, 106.4181572 29.8223256, 106.4181584 29.8223118, 106.4176627 29.8222809, 106.4176541 29.8223845, 106.4175934 29.8223808, 106.417587 29.8224579, 106.4175643 29.8224565, 106.4175556 29.8225617))",,,,"[3754268179, 3754268180, 3754268181, 7862084987, 7862084988, 7862084989, 7862084990, 7862084991, 7862084992, 7862084993, 7862084994, 7862084995, 7862084996, 7862084997, 7862084998, 7862084999, 7862085042, 3754268179]",university,,网络与继续教育学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765846,,"POLYGON ((106.4195166 29.8203891, 106.4196372 29.8205316, 106.4198502 29.820396, 106.4198839 29.8204359, 106.4201168 29.8202876, 106.420078 29.8202417, 106.4202205 29.820151, 106.4201784 29.8201012, 106.4202221 29.8200734, 106.4201599 29.8199999, 106.42012 29.8200253, 106.4201097 29.8200131, 106.4197271 29.8202565, 106.4197466 29.8202795, 106.4196838 29.8203194, 106.4196636 29.8202955, 106.4195166 29.8203891))",,,,"[7862085077, 7862085078, 7862085079, 7862085080, 7862085081, 7862085082, 7862085083, 7862085084, 7862085085, 7862085086, 7862085087, 7862085088, 7862085089, 7862085090, 7862085091, 7862085092, 7862085077]",university,3,体育学院,,,College of Physical Education,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,842765847,,"POLYGON ((106.4202999 29.8213075, 106.4201161 29.8212144, 106.4201376 29.8211842, 106.4200732 29.8211214, 106.4200437 29.8210585, 106.419982 29.8210841, 106.4199391 29.820991, 106.4199257 29.820898, 106.4199847 29.8208933, 106.4199874 29.82077, 106.4200464 29.8206629, 106.4200062 29.8206257, 106.4201564 29.8204954, 106.4203414 29.8204232, 106.4203602 29.8204721, 106.4204836 29.8204581, 106.4205721 29.8204628, 106.4206365 29.8204768, 106.4206606 29.8204419, 106.4207733 29.8204837, 106.4208403 29.8205349, 106.4207974 29.8205792, 106.4208618 29.8206303, 106.4209074 29.8207002, 106.4209718 29.8206722, 106.4210066 29.820756, 106.4210093 29.8208724, 106.4209396 29.8208724, 106.4209584 29.8209724, 106.4209342 29.8210515, 106.4208966 29.8210888, 106.4209356 29.8211132, 106.4208578 29.8212004, 106.4207437 29.8212738, 106.4206164 29.8213168, 106.420603 29.8212738, 106.4204809 29.8212854, 106.4203978 29.8212796, 106.4203173 29.8212657, 106.4202999 29.8213075))",,,,"[7862085093, 7862085094, 7862085095, 7862085096, 7862085097, 7862085098, 7862085099, 7862085100, 7862085101, 7862085102, 7862085103, 7862085104, 7862085105, 7862085106, 7862085107, 7862085108, 7862085109, 7862085110, 7862085111, 7862085112, 7862085113, 7862085114, 7862085115, 7862085116, 7862085117, 7862085118, 7862085119, 7862085120, 7862085121, 7862085122, 7862085123, 7862085124, 7862085125, 7862085126, 7862085127, 7862085128, 7862085129, 7862085130, 7862085131, 7862085093]",stadium,1,西南大学体育中心,,,S.W.U Sports Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421731,,"POLYGON ((106.4192576 29.8225153, 106.4191725 29.8224139, 106.4194967 29.8222091, 106.4195818 29.8223106, 106.4192576 29.8225153))",,,,"[7867520515, 7867520516, 7867520517, 7867520518, 7867520515]",university,,22教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421733,,"POLYGON ((106.4202253 29.8225249, 106.4201734 29.8224591, 106.4202317 29.8224245, 106.4201442 29.8223136, 106.4202239 29.8222663, 106.4203155 29.8223826, 106.4203793 29.8223448, 106.420427 29.8224053, 106.4202253 29.8225249))",,,,"[7867520519, 7867520520, 7867520521, 7867520522, 7867520523, 7867520524, 7867520525, 7867520526, 7867520519]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421743,,"POLYGON ((106.4206611 29.824106, 106.420883 29.8241044, 106.4209045 29.8241046, 106.4210558 29.8241047, 106.4210554 29.823998, 106.4210217 29.8239981, 106.4210217 29.8239834, 106.4207046 29.8239845, 106.4207047 29.8239955, 106.4206704 29.8239956, 106.4206706 29.8240458, 106.4206609 29.8240458, 106.4206611 29.824106))",,,,"[7867520581, 7867520594, 7867520595, 7867520582, 7867520583, 7867520584, 7867520585, 7867520586, 7867520587, 7867520588, 7867520589, 7867520590, 7867520581]",dormitory,,李园四舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421745,,"POLYGON ((106.4212233 29.8238419, 106.4209295 29.823842, 106.4209295 29.8238187, 106.4208865 29.8238187, 106.4208865 29.8237333, 106.420928 29.8237333, 106.4209279 29.8236878, 106.4212201 29.8236876, 106.4212202 29.8237213, 106.4213021 29.8237212, 106.4213022 29.8238333, 106.4212667 29.8238334, 106.4212667 29.8238078, 106.4212233 29.8238078, 106.4212233 29.8238419))",,,,"[7867520599, 7867520600, 7867520601, 7867520602, 7867520603, 7867520604, 7867520605, 7867520606, 7867520607, 7867520608, 7867520609, 7867520610, 7867520611, 7867520612, 7867520599]",dormitory,6;7,李园五舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421746,,"POLYGON ((106.4213192 29.8234106, 106.421582 29.8234109, 106.4215819 29.823447, 106.421657 29.823447, 106.4216568 29.8235627, 106.4216108 29.8235627, 106.4216108 29.8235371, 106.4215816 29.8235371, 106.4215816 29.8235696, 106.4212946 29.8235694, 106.4212947 29.8235298, 106.421217 29.8235297, 106.4212171 29.823471, 106.4213191 29.8234711, 106.4213192 29.8234106))",,,,"[7867520613, 7867520614, 7867520615, 7867520616, 7867520617, 7867520618, 7867520619, 7867520620, 7867520621, 7867520622, 7867520623, 7867520624, 7867520625, 7867520626, 7867520613]",dormitory,6,李园六舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421747,,"POLYGON ((106.4216425 29.8230918, 106.4219935 29.8231057, 106.4219916 29.8231411, 106.422068 29.8231442, 106.4220612 29.8232714, 106.4220031 29.8232691, 106.4220046 29.8232403, 106.4219803 29.8232393, 106.4219788 29.8232673, 106.4216779 29.8232554, 106.4216797 29.8232218, 106.4216357 29.8232201, 106.4216425 29.8230918))",,,,"[7867520627, 7867520628, 7867520629, 7867520630, 7867520631, 7867520632, 7867520633, 7867520634, 7867520635, 7867520636, 7867520637, 7867520638, 7867520627]",dormitory,,李园七舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421748,,"POLYGON ((106.4221064 29.8234437, 106.422106 29.823376, 106.4221501 29.8233759, 106.4221496 29.8232895, 106.4225265 29.8232879, 106.4225263 29.8232678, 106.4225677 29.8232677, 106.4225683 29.8233715, 106.4226306 29.8233712, 106.4226312 29.8234644, 106.4226739 29.8234642, 106.4226743 29.8235344, 106.4223008 29.823536, 106.4223003 29.8234429, 106.4221064 29.8234437))",,,,"[7867520639, 7867520640, 7867520641, 7867520642, 7867520643, 7867520644, 7867520645, 7867520646, 7867520647, 7867520648, 7867520649, 7867520650, 7867520651, 7867520652, 7867520639]",dormitory,,李园八舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421749,,"POLYGON ((106.4217465 29.8237575, 106.4217464 29.8236858, 106.421787 29.8236858, 106.421787 29.8235965, 106.4221889 29.8235963, 106.422189 29.8236822, 106.4223802 29.8236821, 106.4223803 29.8237568, 106.4223343 29.8237568, 106.4223344 29.8238382, 106.421961 29.8238385, 106.4219609 29.8237573, 106.4217465 29.8237575))",,,,"[7867520653, 7867520654, 7867520655, 7867520656, 7867520657, 7867520658, 7867520659, 7867520660, 7867520661, 7867520662, 7867520663, 7867520664, 7867520653]",dormitory,7,李园一舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421750,,"POLYGON ((106.4216632 29.8241445, 106.4216636 29.8240607, 106.4217115 29.8240609, 106.4217119 29.8239887, 106.4216176 29.8239884, 106.4216169 29.8241321, 106.4215783 29.824132, 106.4215786 29.8240612, 106.4214217 29.8240607, 106.4214224 29.8238991, 106.4218032 29.8239002, 106.4218028 29.8239973, 106.4219157 29.8239977, 106.4219151 29.8241453, 106.4216632 29.8241445))",,,,"[7867520665, 7867520666, 7867520667, 7867520668, 7867520669, 7867520670, 7867520671, 7867520672, 7867520673, 7867520674, 7867520675, 7867520676, 7867520677, 7867520678, 7867520665]",dormitory,,李园二舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421751,,"POLYGON ((106.4213446 29.8244562, 106.4213446 29.8243764, 106.421058 29.8243763, 106.421058 29.8242415, 106.4215513 29.8242416, 106.4215513 29.8242999, 106.4217602 29.8242999, 106.4217602 29.8244562, 106.4213446 29.8244562))",,,,"[7867520679, 7867520680, 7867520681, 7867520682, 7867520683, 7867520684, 7867520685, 7867520686, 7867520679]",dormitory,,李园三舍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421755,,"POLYGON ((106.4221204 29.8225166, 106.4227513 29.8221562, 106.4227141 29.8221072, 106.4220831 29.8224675, 106.4221204 29.8225166))",,,,"[7867520724, 7867520725, 7867520726, 7867520727, 7867520724]",commercial,1,李园小吃街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421756,,"POLYGON ((106.4225706 29.8220767, 106.4226134 29.8221333, 106.422277 29.8223247, 106.4222343 29.8222682, 106.4225706 29.8220767))",,,,"[7867520728, 7867520729, 7867520730, 7867520731, 7867520728]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421757,,"POLYGON ((106.4218823 29.8227215, 106.4220491 29.8226269, 106.4221165 29.8227163, 106.4221765 29.8226823, 106.42212 29.8226073, 106.4225554 29.8223604, 106.4225799 29.8223929, 106.4227299 29.8223078, 106.4226978 29.8223752, 106.4227353 29.8224288, 106.4227594 29.8224078, 106.4229514 29.8226855, 106.4229259 29.8226988, 106.422966 29.8227569, 106.422915 29.8227592, 106.4228882 29.8227127, 106.4225154 29.8226917, 106.422322 29.8228036, 106.4222901 29.822822, 106.4219441 29.8228034, 106.4218823 29.8227215))",,food_court,,"[7867520732, 7867520733, 7867520734, 7867520735, 7867520736, 7867520737, 7867520738, 7867520739, 7867520740, 7867520741, 7867520742, 7867520743, 7867520744, 7867520745, 7867520746, 7867520747, 7867520748, 7902519385, 7867520749, 7867520750, 7867520732]",yes,,李园学生食堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421759,,"POLYGON ((106.423038 29.823321, 106.4231768 29.8232334, 106.4232349 29.8233027, 106.4232955 29.8232644, 106.4232609 29.8232232, 106.4233043 29.8231958, 106.4233165 29.8231728, 106.4232297 29.8230693, 106.4231235 29.8231363, 106.4229201 29.8228936, 106.4231299 29.8227613, 106.4235413 29.823252, 106.4231743 29.8234836, 106.423038 29.823321))",,,,"[7867520754, 7867520755, 7867520756, 7867520757, 7867520758, 7867520759, 7867520760, 7867520761, 7867520762, 7867520763, 7867520764, 7867520765, 7867520766, 7867520754]",university,,西南大学音乐学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421762,,"POLYGON ((106.4229393 29.8243555, 106.4229676 29.8241201, 106.4236482 29.8241816, 106.4236199 29.8244171, 106.4229393 29.8243555))",,,,"[7867520801, 7867520802, 7867520803, 7867520804, 7867520801]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421763,,"POLYGON ((106.4220962 29.8250578, 106.4220613 29.8250159, 106.4220631 29.8249466, 106.4220213 29.8249458, 106.4220221 29.8249148, 106.4219776 29.8249139, 106.4219849 29.8246308, 106.4219245 29.8246296, 106.4219836 29.8245179, 106.4220807 29.8245003, 106.4220766 29.8244521, 106.4222644 29.8244533, 106.4222642 29.8244792, 106.4223708 29.8244798, 106.4223683 29.8245695, 106.4223693 29.8246721, 106.4225584 29.8246733, 106.4225564 29.8249149, 106.4223674 29.8249137, 106.4223665 29.8250178, 106.4223261 29.8250175, 106.4223257 29.8250591, 106.4220962 29.8250578))",,,,"[7867520805, 7867520806, 7867520807, 7867520808, 7867520809, 7867520810, 7867520811, 7867520812, 7867520813, 7867520814, 7867520815, 7867520816, 7867520817, 7867520818, 7867520828, 7867520819, 7867520820, 7867520821, 7867520822, 7867520823, 7867520824, 7867520825, 7867520805]",university,6,8教学楼,,,No.8 Teaching Building,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421764,,"POLYGON ((106.4223996 29.8246443, 106.4224017 29.8245702, 106.4223683 29.8245695, 106.4223708 29.8244798, 106.4232021 29.8244975, 106.4231995 29.824588, 106.4225225 29.8245734, 106.4225203 29.8246469, 106.4223996 29.8246443))",,,,"[7867520826, 7867520827, 7867520828, 7867520818, 7867520829, 7867520830, 7867520831, 7867520832, 7867520826]",university,,7教学楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,843421765,,"POLYGON ((106.4223113 29.8252859, 106.4223231 29.8252055, 106.4225055 29.8252256, 106.4225109 29.8251888, 106.4228091 29.8252218, 106.4229047 29.8252641, 106.4230989 29.8252854, 106.4230789 29.8254226, 106.4229848 29.8254123, 106.422992 29.8253627, 106.4228188 29.8253437, 106.422815 29.8253697, 106.4225057 29.8253357, 106.4225098 29.8253078, 106.4223113 29.8252859))",,,,"[7867520833, 7867520834, 7867520835, 7867520836, 7867520837, 7867520838, 7867520839, 7867520840, 7867520841, 7867520842, 7867520843, 7867520844, 7867520845, 7867520846, 7867520833]",university,,新闻传媒学院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
