element_type,osmid,geometry,addr:city,addr:country,addr:housenumber,addr:state,addr:street,access,building,ele,gnis:county_name,gnis:feature_id,gnis:import_uuid,gnis:reviewed,name,source,note,amenity,operator,wheelchair,layer,parking,website,addr:postcode,description,fixme,tourism,nodes,building:levels,name:etymology:wikidata,name:etymology:wikipedia,wikidata,old_name,alt_name,architect,contact:yelp,display,faces,height,man_made,opening_hours,start_date,support,tower:construction,tower:type,visibility,wikipedia,internet_access,addr:housename,disused:museum,disused:tourism,historic,occupant,comment,air_conditioning,phone,heritage,leisure,sport,is_in:state_code,toilets:wheelchair,healthcare,contact:facebook,contact:instagram,museum,wikimedia_commons,cooperative,heritage:operator,name_1,landuse,plant:output:electricity,plant:source,power,brand,brand:wikidata,cuisine,outdoor_seating,roof:levels,covered,historic:note,ref:nrhp,shop,official_name,operator:type,operator:wikidata,short_name,email,location,designation,survey:date,wheelchair:description,bridge,building:use,disused,min_height,smoking,drinking_water,bar,fax,internet_access:fee,payment:cash,payment:credit_cards,rooms,guest_house,reservation,telescope:type,alt_name_1,content,material,bicycle_parking,branch,cooling:method,memorial,ways,type,architect:wikidata,building:material,contact:foursquare,url,really_has_a_road_through_it
way,183687973,"POLYGON ((-122.2602031 37.8653282, -122.260144 37.8650308, -122.2602883 37.8650129, -122.260323 37.8650191, -122.2603293 37.8650487, -122.2604728 37.8650313, -122.2604951 37.8651451, -122.2604488 37.8651509, -122.2604666 37.8652337, -122.2605142 37.8652281, -122.2605315 37.8653064, -122.2606309 37.8652955, -122.2606351 37.8653182, -122.260681 37.8653123, -122.2607457 37.8656332, -122.2604972 37.8656647, -122.2604893 37.8656245, -122.260462 37.8656275, -122.2604454 37.8655442, -122.2604637 37.8655419, -122.2604614 37.8655307, -122.2605313 37.8655218, -122.260534 37.8655352, -122.2605886 37.8655282, -122.2605846 37.8655092, -122.2605688 37.8655019, -122.2605457 37.8653924, -122.2604665 37.8654016, -122.2604328 37.8653792, -122.2604073 37.865251, -122.2604462 37.8652462, -122.2604274 37.865152, -122.2603975 37.8651557, -122.2603784 37.8650594, -122.2603376 37.8650644, -122.2603477 37.8651153, -122.260314 37.8651195, -122.2603519 37.8653097, -122.2602031 37.8653282))",Berkeley,,2415,,Dwight Way,,apartments,,,,,,Fenwick Weavers' Village,,,,,,,,,,,,,"[1941039958, 1941039977, 1941039969, 1941039956, 1941039976, 1941039965, 1941039986, 1941039989, 1941039970, 1941039975, 1941039961, 1941039983, 1941039981, 1941039979, 1941039985, 1941039964, 1941039987, 1941039972, 1941039959, 1941039957, 1941039971, 1941039968, 1941039952, 1941039955, 1941039967, 1941039962, 1941039984, 1941039963, 1941039974, 1941039966, 1941039982, 1941039978, 1941039954, 1941039960, 1941039973, 1941039988, 1941039953, 1941039980, 1941039958]",,,,,,,,,,,,,,,,,,,,,FEN,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183688276,"POLYGON ((-122.2602522 37.8657038, -122.2601931 37.8657108, -122.2601842 37.8657037, -122.2600644 37.8657178, -122.2600622 37.865706, -122.259887 37.8657265, -122.2598793 37.8656854, -122.2598454 37.8656894, -122.2598529 37.8657293, -122.2598035 37.8657351, -122.2595537 37.8657643, -122.2595563 37.8657786, -122.2595109 37.8657839, -122.2595044 37.8657969, -122.2594447 37.8658047, -122.259424 37.8656948, -122.259479 37.8656883, -122.2594725 37.8656536, -122.2597871 37.8656168, -122.2597966 37.8656673, -122.2598677 37.865659, -122.2598585 37.8656099, -122.2601703 37.8655734, -122.2601765 37.8656063, -122.2602326 37.8655998, -122.2602522 37.8657038))",Berkeley,,2424,,Haste Street,,apartments,,,,,,Rochdale Apartments,,,,,,,,,,,,,"[1941043295, 1941043310, 1941043317, 1941043301, 1941043309, 1941043302, 1941043315, 1941043314, 1941043318, 1941043303, 1941043299, 1941043304, 1941043313, 1941043294, 1941043297, 1941043305, 1941043298, 1941043306, 1941043312, 1941043311, 1941043300, 1941043293, 1941043307, 1941043296, 1941043308, 1941043295]",,,,,,,,,,,,,,,,,,,,,ROC,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183688471,"POLYGON ((-122.259764 37.8654357, -122.2597875 37.8655433, -122.2598396 37.8655386, -122.2598422 37.8655499, -122.2600476 37.8655246, -122.2600488 37.8655326, -122.2600883 37.8655274, -122.2600831 37.865503, -122.2601409 37.8654951, -122.2601174 37.8653876, -122.259764 37.8654357))",,,,,,,apartments,,,,,,Rochdale Village Building D,,,,,,,,,,,,,"[1941046572, 1941046575, 1941046585, 1941046579, 1941046561, 1941046584, 1941046582, 1941046562, 1941046565, 1941046574, 1941046572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183688472,"POLYGON ((-122.260283 37.8656771, -122.2602768 37.8656425, -122.260266 37.8656386, -122.2602601 37.8656002, -122.2602721 37.8655988, -122.260262 37.8655413, -122.2602493 37.8655427, -122.2602377 37.8654771, -122.2602494 37.8654758, -122.2602451 37.8654513, -122.260167 37.8654599, -122.2601539 37.8653805, -122.2601864 37.8653754, -122.2601954 37.865369, -122.2602357 37.8653642, -122.260237 37.8653691, -122.2602802 37.8653643, -122.2602893 37.8653686, -122.2603694 37.8653609, -122.2604215 37.8656558, -122.2603603 37.8656626, -122.2603648 37.8656879, -122.2603074 37.8656942, -122.260304 37.8656748, -122.260283 37.8656771))",,,,,,,apartments,,,,,,Rochdale Village Building E,,,,,,,,,,,,,"[1941046577, 1941046591, 1941046586, 1941046564, 1941046568, 1941046576, 1941046569, 1941046588, 1941046583, 1941046590, 1941046567, 1941046580, 1941046581, 1941046578, 1941046566, 1941046587, 1941046571, 1941046592, 1941046563, 1941046560, 1941046589, 1941046559, 1941046570, 1941046573, 1941046577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183689093,"POLYGON ((-122.259707 37.8655516, -122.2596837 37.8654415, -122.2594256 37.8654754, -122.2594489 37.8655856, -122.259707 37.8655516))",,,,,,,apartments,,,,,,Rochdale Village Building C,,,,,,,,,,,,,"[1941051103, 1941051105, 1941051104, 1941051106, 1941051103]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,183690577,"POLYGON ((-122.2592601 37.8658026, -122.2592003 37.8655016, -122.2594042 37.8654763, -122.25942 37.8655554, -122.2593444 37.8655648, -122.2593885 37.8657867, -122.2593721 37.8657887, -122.2593772 37.8658135, -122.2593235 37.86582, -122.2593176 37.8657954, -122.2592601 37.8658026))",Berkeley,,,,,,apartments,,,,,,Rochdale Village Building B,,,,,,,,,,,,,"[1941066310, 1941066333, 1941066314, 1941066321, 1941066319, 1941066335, 1941066308, 1941066316, 1941066317, 1941066312, 1941066310]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,188434943,"POLYGON ((-122.2601456 37.8747193, -122.2601162 37.8747234, -122.2601241 37.8747585, -122.2601535 37.8747544, -122.2601456 37.8747193))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[1990639318, 1990639336, 1990639320, 1990639323, 1990639318]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,188434945,"POLYGON ((-122.2600494 37.8747332, -122.2600217 37.8747371, -122.2600293 37.8747709, -122.260057 37.874767, -122.2600494 37.8747332))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[1990639307, 1990639338, 1990639334, 1990639330, 1990639307]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,202361277,"POLYGON ((-122.2674078 37.8739014, -122.26654 37.8740078, -122.2665215 37.8739139, -122.2664805 37.8739189, -122.266466 37.8738449, -122.2664592 37.8738304, -122.2672208 37.8736364, -122.2672397 37.87375, -122.2673747 37.8737335, -122.2674078 37.8739014))",,US,2151,CA,Hearst Avenue,,university,,,,,,Energy Biosciences Building,,,,,,,,,,,,,"[2123319863, 2123319867, 2123319865, 2123319866, 2123319862, 2328681998, 2328681993, 2328681994, 2123319859, 2123319863]",6,,,,Helios Energy Research Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,220721651,"POLYGON ((-122.2590446 37.8747791, -122.2590839 37.8749803, -122.2590906 37.8750149, -122.2592062 37.8750009, -122.2592295 37.8749981, -122.2591835 37.8747622, -122.2590446 37.8747791))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[2298138619, 4301518137, 2298138624, 4301518105, 2298138623, 2298138621, 2298138619]",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257411978,"POLYGON ((-122.2382309 37.8748868, -122.2381254 37.8748774, -122.2381318 37.874833, -122.2381421 37.8748339, -122.2382372 37.8748423, -122.2382329 37.8748717, -122.2382309 37.8748868))",,,,,,,greenhouse,,,,,,"Orchid, Fern, & Carniverous Plant House",,,,,,,,,,,,,"[2629427506, 2629427504, 2629427502, 5809157866, 2629427503, 5809218515, 2629427506]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257411980,"POLYGON ((-122.2385679 37.8752341, -122.238498 37.8752062, -122.238514 37.8751811, -122.2385839 37.875209, -122.2385756 37.875222, -122.2385679 37.8752341))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[2629427520, 2629427518, 2629427516, 2629427519, 2961720801, 2629427520]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ticket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,257411981,"POLYGON ((-122.2379761 37.8741361, -122.23795 37.8741197, -122.2378865 37.8741828, -122.2379127 37.8741992, -122.2379761 37.8741361))",,,,,,,yes,,,,,,,,,toilets,,,,,,,,,,"[2629427497, 2629427496, 2629427498, 2629427499, 2629427497]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,
way,263159512,"POLYGON ((-122.2590272 37.8726008, -122.2589449 37.8726202, -122.2589246 37.8725667, -122.2589219 37.8725598, -122.2590042 37.8725403, -122.2590069 37.8725472, -122.2590272 37.8726008))",,,,,,,roof,,,,,,,,,,,,,,,,,,,"[2687928605, 2687928563, 2687928597, 2687928584, 2687928582, 2687928573, 2687928605]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,271979971,"POLYGON ((-122.2560716 37.8680325, -122.2564893 37.8679773, -122.256495 37.8680042, -122.2565896 37.8679917, -122.2565522 37.8678152, -122.2564476 37.867829, -122.2564498 37.8678396, -122.2562119 37.8678711, -122.256183 37.8677345, -122.2560131 37.867757, -122.2560716 37.8680325))",Berkeley,,2600,CA,Durant Avenue,,hotel,,,,,,Graduate Berkeley,,,,,yes,,,https://www.graduatehotels.com/berkeley/,94704,,,hotel,"[286080866, 2769122348, 2769122350, 2769122334, 2769122326, 2769122322, 2769122340, 2769122332, 2769122342, 2769122324, 286080866]",,,,Q17506844,,Hotel Durant,,,,,,,,,,,,,,yes,,,,,,,yes,+1-510-845-8981,,,,,,,,,,,,,,,,,,Graduate Hotels,,,,,,,,,,,,,info@graduateberkeley.com,,,,Bathroom doors are a bit narrow.,,,,,no,,yes,+1-510-486-8336,no,yes,yes,144,,,,,,,,,,,,,,,,,
way,277859313,"POLYGON ((-122.2483986 37.8764662, -122.2483458 37.8762385, -122.2480965 37.8760834, -122.2480016 37.8760983, -122.2480885 37.8765079, -122.2483986 37.8764662))",,,,,,,yes,,,,,,7,USGS Large Scale Imagery,,,,,,,,,,,,"[2823062770, 2823062771, 2823062772, 2823062773, 2823062774, 2823062770]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859314,"POLYGON ((-122.2473599 37.8765525, -122.2472972 37.8763875, -122.2467796 37.8765099, -122.2468422 37.8766749, -122.2473599 37.8765525))",,,,,,,yes,,,,,,Chu Hall,,,,,,,,,,,,,"[2823062775, 2823062776, 2823062777, 4649870560, 2823062775]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859318,"POLYGON ((-122.2474939 37.8760464, -122.2473888 37.8757776, -122.2471965 37.8758245, -122.2473016 37.8760933, -122.2474939 37.8760464))",,,,,,,yes,,,,,,4,,,,,,,,,,,,,"[2823062783, 2823062784, 2823062785, 2823062786, 2823062783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859320,"POLYGON ((-122.2493242 37.8765176, -122.2492818 37.8764046, -122.2490106 37.8764681, -122.249053 37.8765811, -122.2493242 37.8765176))",,,,,,,yes,,,,,,58A,,,,,,,,,,,,,"[2823062787, 2823062788, 2823062789, 2823062790, 2823062787]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859321,"POLYGON ((-122.2477694 37.8760006, -122.2476629 37.875718, -122.2475204 37.8757514, -122.2476268 37.876034, -122.2477694 37.8760006))",,,,,,,yes,,,,,,14,,,,,,,,,,,,,"[2823062791, 2823062792, 2823062793, 2823062794, 2823062791]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859326,"POLYGON ((-122.2485239 37.8751502, -122.2486979 37.8749391, -122.2485959 37.8748868, -122.248422 37.8750979, -122.2485239 37.8751502))",,,,,,,yes,,,,,,34,,,,,,,,,,,,,"[2823062799, 2823062800, 2823063401, 2823063402, 2823062799]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859329,"POLYGON ((-122.2502067 37.8759563, -122.2501339 37.8759403, -122.250129 37.8759493, -122.2501569 37.8759587, -122.2501263 37.8760187, -122.2501414 37.8760243, -122.2501072 37.8760881, -122.2500895 37.8760823, -122.2500452 37.8761662, -122.2498979 37.876116, -122.250007 37.8759107, -122.250029 37.8758466, -122.2500615 37.8756919, -122.2502196 37.875711, -122.25019 37.8758681, -122.2501609 37.8758642, -122.250158 37.8758743, -122.2502312 37.8758894, -122.2502067 37.8759563))",,,,,,,yes,,,,,,Berkeley Lab Guest House,,,,LBNL,,,,https://www.berkeleylabguesthouse.org/,,,,guest_house,"[2823063407, 6854427263, 10778262643, 10778262642, 6854427264, 6854427265, 6854427266, 6854427267, 6854427268, 6854427262, 2823063408, 10778262639, 2823063409, 2823063410, 10778262640, 10778262641, 2823063411, 2823063412, 2823063407]",,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,Building 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,guest_house,required,,,,,,,,,,,,,,,
way,277859331,"POLYGON ((-122.2485853 37.8769452, -122.2485039 37.8767297, -122.2483455 37.876767, -122.2484269 37.8769825, -122.2485853 37.8769452))",,,,,,,yes,,,,,,53,,,,,,,,,,,,,"[2823063413, 2823063414, 2823063415, 2823063416, 2823063413]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859332,"POLYGON ((-122.2474054 37.8754735, -122.2474137 37.87545, -122.2474459 37.8753614, -122.2471885 37.8753036, -122.247163 37.875375, -122.247152 37.8754058, -122.2471481 37.8754157, -122.2474054 37.8754735))",,,,,,,yes,,,,,,45,,,,,,,,,,,,,"[2823063417, 7857120088, 2823063418, 2823063419, 7857120093, 7857120092, 2823063420, 2823063417]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859334,"POLYGON ((-122.2469437 37.8752932, -122.2468886 37.8754478, -122.247162 37.8755085, -122.2471809 37.8754555, -122.247129 37.875444, -122.2471433 37.8754039, -122.247152 37.8754058, -122.247163 37.875375, -122.247138 37.8753695, -122.2471425 37.875357, -122.2471189 37.8753517, -122.2471254 37.8753336, -122.2469437 37.8752932))",,,,,,,yes,,,,,,48,,,,,,,,,,,,,"[2823063421, 2823063422, 2823063423, 7857120089, 7857120090, 7857120091, 7857120092, 7857120093, 7857120094, 7857120095, 7857120096, 2823063424, 2823063421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859336,"POLYGON ((-122.2478108 37.8752638, -122.247819 37.8752125, -122.2476401 37.87519, -122.2476401 37.8752414, -122.2478108 37.8752638))",,,,,,,yes,,,,,,,,,,,,,,,,,,,"[2823063425, 2823063426, 2823063427, 2823063428, 2823063425]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859337,"POLYGON ((-122.2465097 37.8765339, -122.2464493 37.8763789, -122.2464796 37.8763716, -122.2464248 37.876231, -122.2464281 37.8761039, -122.2463195 37.8761022, -122.2463188 37.8761305, -122.2462851 37.87613, -122.2462803 37.8763102, -122.2462893 37.8763333, -122.2462491 37.8763431, -122.2463312 37.8765536, -122.2463865 37.8765402, -122.246395 37.8765618, -122.2465097 37.8765339))",,,,,,,yes,,,,,,Health Services,,,,,,,,,,,,,"[2823063429, 7785698674, 7785698673, 2823063430, 2823063431, 7785698672, 7785698671, 2823063432, 7785698670, 7785698669, 2823063433, 2823063434, 7785698668, 7785698667, 2823063429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859339,"POLYGON ((-122.2491717 37.8769075, -122.2490501 37.876585, -122.2489709 37.8766036, -122.2489511 37.8765509, -122.2488466 37.8765755, -122.2489881 37.8769506, -122.2491717 37.8769075))",,,,,,,yes,,,,,,58,,,,,,,,,,,,,"[2823063435, 2823063436, 7785698621, 7785698620, 2823063437, 2823063438, 2823063435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277859343,"POLYGON ((-122.246673 37.8763709, -122.2469414 37.8762538, -122.2467991 37.8758784, -122.2464779 37.8759538, -122.2466161 37.87631, -122.246673 37.8763709))",,,,,,,yes,,,,,,General Purpose Laboratory,,,,,,,,,,,,,"[2823063451, 2823063452, 2823063453, 2823063454, 2823063455, 2823063451]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862587,"POLYGON ((-122.2485787 37.87726, -122.248506 37.8770783, -122.248351 37.8771169, -122.2484236 37.8772986, -122.2485787 37.87726))",,,,,,,yes,,,,,,27,,,,,,,,,,,,,"[2823095589, 2823095590, 2823095591, 2823095592, 2823095589]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862588,"POLYGON ((-122.2486406 37.8774932, -122.248584 37.8773563, -122.2485415 37.8773647, -122.2485309 37.8773395, -122.2484106 37.8773703, -122.2484743 37.8775295, -122.2486406 37.8774932))",,,,,,,yes,,,,,,17,,,,,,,,,,,,,"[2823095593, 2823095594, 2823095595, 2823095596, 2823095597, 2823095598, 2823095593]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862589,"POLYGON ((-122.2447302 37.8781676, -122.2448107 37.8780406, -122.2444969 37.8779199, -122.2442716 37.87774, -122.244183 37.877668, -122.2442769 37.8775643, -122.2442286 37.8775262, -122.2439497 37.8777315, -122.2441079 37.877867, -122.2441294 37.8778543, -122.2443386 37.87803, -122.2447302 37.8781676))",,,,,,,yes,,,,,,Shipping and Receiving,,,,,,,,,,,,,"[2823095599, 2823095600, 2823095901, 2823095902, 2823095903, 2823095904, 2823095905, 2823095906, 2823095907, 2823095908, 2823095909, 2823095599]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Building 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862590,"POLYGON ((-122.2451272 37.8780745, -122.2451835 37.8778564, -122.2450011 37.877831, -122.2449528 37.878047, -122.2451272 37.8780745))",,,,,,,yes,,,,,,75A,,,,,,,,,,,,,"[2823095910, 2823095911, 2823095912, 2823095913, 2823095910]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862591,"POLYGON ((-122.2453391 37.877759, -122.2453793 37.877595, -122.2449005 37.8775209, -122.2448643 37.8776839, -122.2453391 37.877759))",,,,,,,yes,,,,,,75,,,,,,,,,,,,,"[2823095914, 2823095915, 2823095916, 2823095917, 2823095914]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,277862592,"POLYGON ((-122.2451956 37.8774775, -122.2452331 37.8773314, -122.24515 37.8773187, -122.2451527 37.8773039, -122.2450239 37.8772827, -122.2450199 37.8773017, -122.2449461 37.8772901, -122.2449126 37.8774214, -122.2449984 37.8774362, -122.2449931 37.8774521, -122.2451956 37.8774775))",,,,,,,yes,,,,,,75B,,,,,,,,,,,,,"[2823095918, 2823095919, 2823095920, 2823095921, 2823095922, 2823095923, 2823095924, 2823095925, 2823095926, 2823095927, 2823095918]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,280300979,"POLYGON ((-122.2588758 37.8754008, -122.2584688 37.8754539, -122.2585516 37.875849, -122.2585722 37.8759474, -122.2589792 37.8758943, -122.2589585 37.8757953, -122.2588758 37.8754008))",,,,,,,university,,,,,,Soda Hall,,,,,,,,,,,,,"[2844418562, 2844418563, 6783663934, 2844418565, 2844418564, 6783663933, 2844418562]",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,303134441,"POLYGON ((-122.242874 37.87939, -122.2428702 37.8794057, -122.2428604 37.8794196, -122.2428455 37.8794304, -122.2428271 37.8794369, -122.2428057 37.8794384, -122.2427849 37.8794342, -122.2427671 37.8794247, -122.2427543 37.8794111, -122.2427481 37.8793949, -122.2427491 37.879378, -122.2427572 37.8793623, -122.2427715 37.8793496, -122.2427903 37.8793415, -122.2428103 37.8793388, -122.2428302 37.8793412, -122.2428482 37.8793485, -122.2428624 37.8793599, -122.2428712 37.8793742, -122.242874 37.87939))",,,,,,,yes,,,,,,Berkeley Ground Station,,,,,,,,,,,,,"[7782302849, 7782302850, 7782302851, 7782302852, 3074488685, 7782302841, 7782302840, 3074488686, 7782302839, 7782302838, 7782302846, 7782302847, 7782302848, 7782302836, 7782302845, 7782302844, 7782302837, 7782302843, 7782302842, 7782302849]",,,,,,,,,,,,telescope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,radio,,,,,,,,,,,,,,
way,309025791,"POLYGON ((-122.2667366 37.8749652, -122.2667189 37.8748077, -122.266642 37.8748131, -122.2666597 37.8749706, -122.2667366 37.8749652))",,,,,,,greenhouse,,,,,,,,,,,,,,,,,,,"[3143315328, 3143315319, 3143315326, 3143332533, 3143315328]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,309025792,"POLYGON ((-122.2673796 37.8755599, -122.2673862 37.8756158, -122.2667385 37.8756631, -122.2667319 37.8756072, -122.2673796 37.8755599))",,,,,,,greenhouse,,,,,,,,,,,,,,,,,,,"[3143332581, 3143332580, 3143332544, 3143332569, 3143332581]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,309025795,"POLYGON ((-122.2673063 37.876584, -122.267322 37.8766666, -122.2668185 37.8767263, -122.2668028 37.8766437, -122.2671985 37.8765968, -122.2672089 37.8766517, -122.2672416 37.8766478, -122.2672312 37.8765929, -122.2673063 37.876584))",,,,,,,greenhouse,,,,,,,,,,,,,,,,,,,"[3143315327, 3143332577, 3143332578, 3143332534, 3143315321, 3143332557, 3143332538, 3143332530, 3143315327]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,311941949,"POLYGON ((-122.2491381 37.8706631, -122.2491649 37.8705488, -122.2492353 37.8705594, -122.2492085 37.8706726, -122.2491381 37.8706631))",,,,,,,Athletic_field_house,,,,,,Doc Hudson Field House,,,,,,,,,,,,,"[3177154970, 3177154971, 3177154972, 3177154973, 3177154970]",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
