element_type,osmid,name,name:en,name:zh,geometry,name:ms,nodes,building,name:zh-Hans,name:zh-Hant,building:levels,layer,building:material,official_name,start_date,amenity,fast_food,leisure,sport,branch,cuisine,height,power,tourism,healthcare,internet_access,internet_access:fee,smoking,toilets:wheelchair,wheelchair,level,operator,operator:type,building:colour,building:min_level,natural,ways,type
way,241588751,,,,"POLYGON ((113.9250061 22.5307961, 113.9250071 22.5307689, 113.9250527 22.5307704, 113.9250516 22.5307976, 113.9250061 22.5307961))",,"[2491971137, 2491971155, 2491971159, 2491971147, 2491971137]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,242066977,低音,,低音,"POLYGON ((113.9376663 22.533207, 113.9376659 22.5331934, 113.9378226 22.532814, 113.9379336 22.5328466, 113.9377627 22.5332387, 113.9376663 22.533207))",,"[2299600420, 6792318363, 2299600511, 2496216161, 2496216162, 2299600420]",dormitory,低音,低音,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,292598302,春笛,,春笛,"POLYGON ((113.9365753 22.5342487, 113.9372537 22.5345951, 113.9373199 22.5344321, 113.9372059 22.5343731, 113.9367517 22.5341377, 113.9365753 22.5342487))",,"[2961303451, 2961303452, 2961303453, 2961303455, 2961303454, 2961303451]",dormitory,春笛,春笛,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,292598303,高音,,高音,"POLYGON ((113.9372059 22.5343731, 113.9373199 22.5344321, 113.9374633 22.5340603, 113.937346 22.5340143, 113.9372059 22.5343731))",,"[2961303455, 2961303453, 2961303456, 2961303457, 2961303455]",dormitory,高音,高音,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,292598304,夏筝,,夏筝,"POLYGON ((113.9369559 22.5338616, 113.937346 22.5340143, 113.9374633 22.5340603, 113.9375405 22.5338769, 113.9371466 22.533717, 113.9370574 22.533683, 113.9369828 22.5336617, 113.9369559 22.5338616))",,"[2961303458, 2961303457, 2961303456, 2961303459, 10056149067, 7243667760, 2961303460, 2961303458]",dormitory,夏筝,夏箏,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315603844,H2,H2,H2,"POLYGON ((113.9302864 22.5407725, 113.9303144 22.540753, 113.9306392 22.5405275, 113.930676 22.5405019, 113.9307773 22.5404316, 113.9306896 22.5403238, 113.9301986 22.5406647, 113.9302864 22.5407725))",H2,"[7221567939, 7221567938, 7221567940, 7221567945, 3217279767, 3217279768, 3217279769, 7221567939]",school,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,315603846,粤海门实验楼y,,粤海门实验楼y,"POLYGON ((113.9264931 22.5333836, 113.9266119 22.5333302, 113.9263568 22.5328462, 113.926238 22.5328996, 113.9264931 22.5333836))",,"[3217279770, 3217279771, 3217279772, 3217279773, 3217279770]",yes,粤海门实验楼y,粵海門實驗樓y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,317029242,档案馆,,档案馆,"POLYGON ((113.9310731 22.5369858, 113.9316509 22.5370916, 113.9317099 22.5368171, 113.9311321 22.5367111, 113.9310731 22.5369858))",,"[11187277090, 11187277091, 11187277092, 11187277093, 11187277090]",yes,档案馆,檔案館,,,,,,library,,,,,,,,,,,,,,,,深圳大学,government,,,,,
way,319101979,,,,"POLYGON ((113.9354758 22.5333619, 113.9352606 22.5331454, 113.935264 22.5329969, 113.935757 22.5330066, 113.9358536 22.5330085, 113.9360888 22.5330131, 113.9364014 22.5330194, 113.9363957 22.5332627, 113.9362694 22.5333817, 113.9354758 22.5333619))",,"[3255166642, 3255166643, 3255166645, 6780259569, 6780259576, 6774402590, 3255166647, 3255166648, 3255166651, 3255166642]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,319101983,计算机与软件学院、电子科学与技术学院楼,,计算机与软件学院、电子科学与技术学院楼,"POLYGON ((113.931922 22.5298238, 113.9318088 22.5296199, 113.9314508 22.5289843, 113.9314352 22.5289353, 113.9314255 22.5288906, 113.9314245 22.528827, 113.931441 22.5287669, 113.9314716 22.5287065, 113.9315193 22.5286564, 113.9315711 22.5286166, 113.9316571 22.5285852, 113.9317524 22.5285714, 113.932415 22.5285728, 113.9324145 22.5287655, 113.9324125 22.5295915, 113.931922 22.5298238))",,"[3255168868, 7243684723, 6855960588, 7243684731, 3255168869, 3255168870, 6855960585, 3255168871, 6855960586, 3255168872, 6855960587, 3255168873, 3255168874, 7243684730, 3255168875, 3255168868]",university,计算机与软件学院、电子科学与技术学院楼,計算機與軟件學院、電子科學與技術學院樓,3,,concrete,,,,,,,,,,,,,,,,,,,,,#d9c0a2,,,,
way,319101984,物理与光电工程学院,,物理与光电工程学院,"POLYGON ((113.9326154 22.5291101, 113.9326178 22.5284762, 113.9327962 22.5284766, 113.9328486 22.5284767, 113.9331789 22.5284781, 113.9332663 22.5284783, 113.9332649 22.5288447, 113.9332642 22.529013, 113.9332638 22.5291123, 113.9326154 22.5291101))",,"[3255168876, 3255168877, 7243684718, 7243684717, 7243684716, 3255168878, 7243684714, 7243684713, 3255168879, 3255168876]",university,物理与光电工程学院,物理與光電工程學院,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940889,设计教学楼,,设计教学楼,"POLYGON ((113.9343009 22.5321622, 113.9345254 22.5319286, 113.9346375 22.5318119, 113.9346471 22.5318053, 113.9347857 22.531922, 113.9347682 22.5319397, 113.9345811 22.5321292, 113.9348185 22.5323292, 113.9346823 22.532464, 113.9343009 22.5321622))",,"[5948992766, 10246102639, 7243684764, 5948992767, 5948992768, 8992861489, 5948992769, 5948992770, 5948992771, 5948992766]",university,设计教学楼,設計教學樓,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940890,设计教学楼,,设计教学楼,"POLYGON ((113.9346933 22.5324866, 113.9349529 22.5328795, 113.9353777 22.5328844, 113.9353794 22.5327643, 113.9353801 22.532707, 113.9353469 22.5327063, 113.9350535 22.5327032, 113.9348516 22.5323974, 113.9346933 22.5324866))",,"[5948992772, 5948992773, 5948992774, 7243684765, 5948992775, 6774402589, 5948992776, 5948992777, 5948992772]",university,设计教学楼,設計教學樓,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940891,理工楼L3,,理工楼L3,"POLYGON ((113.9354149 22.5319005, 113.9356517 22.5319583, 113.9358289 22.5313392, 113.9353213 22.5309037, 113.9351633 22.5310608, 113.9355583 22.5313998, 113.9354301 22.5318476, 113.9354149 22.5319005))",,"[5948992778, 7243684703, 5948992780, 5948992781, 5948992782, 5948992783, 7243684704, 5948992778]",university,理工楼L3,理工樓L3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940892,理工楼L6,,理工楼L6,"POLYGON ((113.9362821 22.5327465, 113.9361089 22.5325983, 113.9357681 22.5323068, 113.9359303 22.532145, 113.9364443 22.5325848, 113.9362821 22.5327465))",,"[5948992784, 11397135829, 5948993285, 5948993286, 5948993287, 5948992784]",university,理工楼L6,理工樓L6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940893,乔森,,乔森,"POLYGON ((113.9282313 22.5300511, 113.9285286 22.5303507, 113.9286232 22.5302883, 113.9285331 22.5302217, 113.9285826 22.530151, 113.9287178 22.5301842, 113.9287313 22.5300844, 113.928443 22.530022, 113.9283304 22.5299388, 113.9282313 22.5300511))",,"[5948993288, 5948993289, 5948993290, 5948993291, 5948993292, 5948993293, 5948993294, 5948993295, 5948993296, 5948993288]",dormitory,乔森,喬森,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940894,乔相,,乔相,"POLYGON ((113.9288371 22.5303361, 113.9291345 22.5306357, 113.9292291 22.5305733, 113.929139 22.5305067, 113.9291885 22.530436, 113.9293237 22.5304693, 113.9293372 22.5303694, 113.9290489 22.530307, 113.9289362 22.5302238, 113.9288371 22.5303361))",,"[5948993297, 5948993298, 5948993299, 5948993300, 5948993301, 5948993302, 5948993303, 5948993304, 5948993305, 5948993297]",dormitory,乔相,喬相,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940895,乔梧,,乔梧,"POLYGON ((113.9294723 22.5305858, 113.9297696 22.5308854, 113.9298642 22.5308229, 113.9297741 22.5307564, 113.9298237 22.5306856, 113.9299588 22.5307189, 113.9299723 22.5306191, 113.929684 22.5305566, 113.9295714 22.5304734, 113.9294723 22.5305858))",,"[5948993306, 5948993307, 5948993308, 5948993309, 5948993310, 5948993311, 5948993312, 5948993313, 5948993314, 5948993306]",dormitory,乔梧,喬梧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,629940896,,,,"POLYGON ((113.9299375 22.5309078, 113.930379 22.530966, 113.9304286 22.5306623, 113.9300231 22.5305915, 113.9299375 22.5309078))",,"[5948993315, 5948993316, 5948993317, 5948993318, 5948993315]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,654873808,理工楼L2,,理工楼L2,"POLYGON ((113.9348083 22.5315623, 113.9348146 22.5315686, 113.9349226 22.5316246, 113.9352292 22.5317773, 113.9352708 22.531801, 113.9353201 22.5318308, 113.9353426 22.5318424, 113.9354761 22.5316227, 113.9350849 22.5314198, 113.9351794 22.5312642, 113.9352147 22.5312825, 113.93519 22.5313231, 113.9352804 22.5313701, 113.9353362 22.5312786, 113.9350666 22.5311384, 113.9348083 22.5315623))",,"[6136428625, 6136428626, 11397135811, 11397135814, 11397135817, 9128533668, 6136428628, 6136428629, 6136428630, 7243684692, 7243684694, 7243684693, 7243684691, 6136428631, 6136428633, 6136428625]",university,理工楼L2,理工樓L2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,654873809,理工楼L1,,理工楼L1,"POLYGON ((113.9346444 22.5306531, 113.9348317 22.5308095, 113.9349646 22.5309203, 113.9351213 22.53076, 113.9348011 22.5304928, 113.9346444 22.5306531))",,"[6136428634, 7243684700, 6136428639, 6136428640, 6136428641, 6136428634]",university,理工楼L1,理工樓L1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,677820638,蓬莱客舍,,蓬莱客舍,"POLYGON ((113.9332673 22.5361488, 113.9333424 22.535896, 113.9337743 22.5359951, 113.9336817 22.5362392, 113.9332673 22.5361488))",,"[6346744988, 6346744989, 6346744990, 6346744991, 6346744988]",dormitory,蓬莱客舍,蓬萊客舍,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,722200010,演播厅,,演播厅,"POLYGON ((113.9357856 22.5320891, 113.9356464 22.5319848, 113.935459 22.532198, 113.9355982 22.5323024, 113.9357856 22.5320891))",,"[6774375877, 6774375878, 6774375879, 6774375880, 6774375877]",university,演播厅,演播廳,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,773669452,,,,"POLYGON ((113.9306392 22.5405275, 113.9306532 22.540545, 113.9305971 22.5405836, 113.930633 22.5406273, 113.9306881 22.5405887, 113.9307102 22.5406121, 113.930748 22.5405853, 113.930676 22.5405019, 113.9306392 22.5405275))",,"[7221567940, 7221567941, 7221567942, 7221567943, 7221567944, 2398001537, 2398001498, 7221567945, 7221567940]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,773669453,,,,"POLYGON ((113.9302864 22.5407725, 113.9303591 22.5408609, 113.9303871 22.5408413, 113.9303144 22.540753, 113.9302864 22.5407725))",,"[7221567939, 2398001515, 2398001518, 7221567938, 7221567939]",yes,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,776358621,,,,"POLYGON ((113.9345811 22.5321292, 113.9350353 22.5323508, 113.9350535 22.5327032, 113.9353469 22.5327063, 113.9353801 22.532707, 113.9351553 22.53224, 113.9347857 22.531922, 113.9347682 22.5319397, 113.9345811 22.5321292))",,"[5948992769, 7243684689, 5948992776, 6774402589, 5948992775, 7243684690, 5948992768, 8992861489, 5948992769]",university,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,776358622,,,,"POLYGON ((113.9343964 22.5308666, 113.9345597 22.5309776, 113.9347458 22.5311398, 113.934868 22.5310189, 113.9347361 22.5309051, 113.9348317 22.5308095, 113.9346444 22.5306531, 113.9343964 22.5308666))",,"[7243684695, 7243684696, 7243684697, 7243684698, 7243684699, 7243684700, 6136428634, 7243684695]",university,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,776358623,,,,"POLYGON ((113.9354149 22.5319005, 113.9354301 22.5318476, 113.9353887 22.5319473, 113.9356233 22.5320531, 113.9356517 22.5319583, 113.9354149 22.5319005))",,"[5948992778, 7243684704, 7243684701, 7243684702, 7243684703, 5948992778]",university,,,13,1,,,,,,,,,,,,,,,,,,,,,,,8,,,
way,801982576,,,,"POLYGON ((113.9371854 22.5412232, 113.9377968 22.5412763, 113.9378676 22.5405807, 113.9376348 22.5404582, 113.937513 22.5405357, 113.9375078 22.5405866, 113.9376843 22.5406019, 113.9376499 22.5409412, 113.9374128 22.5409207, 113.9371854 22.5412232))",,"[7501519356, 7501519357, 7501519358, 7501519359, 7501519360, 7501519361, 7501519362, 7501519363, 7501519364, 7501519356]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,938357240,,,,"POLYGON ((113.9316638 22.5415988, 113.9329493 22.5416205, 113.932963 22.5409304, 113.9316776 22.5409084, 113.9316638 22.5415988))",,"[8693261387, 8693261388, 8693261389, 8693261390, 8693261387]",construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,971088918,新斋,,新斋,"POLYGON ((113.9340546 22.5371162, 113.9341504 22.5366717, 113.9341314 22.5365393, 113.9346113 22.5364839, 113.9346348 22.5366667, 113.934347 22.5366985, 113.934291 22.5369651, 113.9351327 22.5371166, 113.9355345 22.5376444, 113.9353812 22.5377629, 113.9350216 22.5372944, 113.9340546 22.5371162))",,"[8987380705, 9560235357, 8987380706, 8987380707, 8987380708, 8987380709, 8987380710, 8987380711, 8987380712, 8987380713, 8987380714, 8987380705]",dormitory,新斋,新齋,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,971088922,荔天餐厅,,荔天餐厅,"POLYGON ((113.9331219 22.5367081, 113.9331905 22.536393, 113.9339652 22.5365357, 113.9339029 22.5368488, 113.9331219 22.5367081))",,"[8987400722, 8987400723, 8987400724, 8987400725, 8987400722]",yes,荔天餐厅,荔天餐廳,,,,,,restaurant,,,,,chinese,,,,,,,,,,,,,,,,,
way,976048326,校友广场,,校友广场,"POLYGON ((113.9330318 22.5378661, 113.9331487 22.5374389, 113.9338926 22.5376125, 113.9337757 22.5380398, 113.9330318 22.5378661))",,"[9032578049, 9032578050, 9032578051, 9032578052, 9032578049]",university,校友广场,校友廣場,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,984606892,理工楼L4,,理工楼L4,"POLYGON ((113.9335611 22.5304676, 113.9341218 22.5304706, 113.9341284 22.5302658, 113.9335642 22.530265, 113.9335611 22.5304676))",,"[9102966562, 9102966563, 9102966564, 9102966565, 9102966562]",university,理工楼L4,理工樓L4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,984606893,高等研究院,,高等研究院,"POLYGON ((113.9335572 22.5301508, 113.9335662 22.5299388, 113.9342415 22.5299326, 113.9345943 22.530247, 113.9344498 22.5304084, 113.9341541 22.530157, 113.9335572 22.5301508))",,"[9102966566, 9102966567, 9102966568, 9102966569, 9102966570, 9102966571, 9102966566]",university,高等研究院,高等研究院,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,984609249,,,,"POLYGON ((113.9324618 22.5389861, 113.932727 22.5381136, 113.9332337 22.5382514, 113.9329638 22.5391261, 113.9324618 22.5389861))",,"[9103048542, 9103048543, 9103048544, 9103048545, 9103048542]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,grassland,,
way,1081134193,,,,"POLYGON ((113.9338091 22.5407674, 113.9338174 22.5403795, 113.9339592 22.540383, 113.9339486 22.5407683, 113.9338091 22.5407674))",,"[2392845431, 2392845394, 9909338194, 9909338193, 2392845431]",grandstand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1081134194,,,,"POLYGON ((113.9334862 22.5416273, 113.933489 22.5414867, 113.9337331 22.5414908, 113.9337354 22.5413758, 113.9334893 22.5413716, 113.9334951 22.5410806, 113.9340134 22.5410895, 113.9340107 22.5412256, 113.9337545 22.5412212, 113.9337521 22.5413394, 113.9340984 22.5413453, 113.9340926 22.5416375, 113.9334862 22.5416273))",,"[9909338195, 9909338196, 9909338197, 9909338198, 9909338199, 9909338200, 9909338201, 9909338202, 9909338203, 9909338204, 9909338205, 9909338206, 9909338195]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1085792762,,,,"POLYGON ((113.9368387 22.5390173, 113.9370268 22.5392268, 113.9368638 22.5393327, 113.9368663 22.5396707, 113.9367432 22.5400658, 113.9373288 22.540213, 113.9373663 22.5400991, 113.9376438 22.5401541, 113.9376816 22.5399896, 113.937779 22.5399392, 113.9369603 22.538927, 113.9368387 22.5390173))",,"[9949092258, 9949092259, 9949092260, 9949092261, 9949092262, 9949092263, 9949092264, 9949092265, 9949092266, 9949092267, 9949092268, 9949092258]",university,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1207358023,,,,"POLYGON ((113.9334862 22.5416273, 113.9330889 22.5416233, 113.9330947 22.5410745, 113.9334951 22.5410806, 113.9334893 22.5413716, 113.933489 22.5414867, 113.9334862 22.5416273))",,"[9909338195, 11187277088, 11187277089, 9909338200, 9909338199, 9909338196, 9909338195]",construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258216924,乔木,,,"POLYGON ((113.9279025 22.5307016, 113.9279056 22.5306341, 113.9281359 22.530649, 113.9281506 22.5305643, 113.9280273 22.5305586, 113.9281128 22.5304697, 113.9281652 22.5304633, 113.9281629 22.5303758, 113.9280173 22.5303715, 113.9278933 22.530247, 113.9279041 22.5301837, 113.9278266 22.5302161, 113.9278008 22.5302656, 113.9279633 22.5304415, 113.9278067 22.5305675, 113.9277996 22.5307032, 113.9279025 22.5307016))",,"[11697270615, 11697270616, 11697270617, 11697270618, 11697270619, 11697270620, 11697270621, 11697270622, 11697270623, 11697270624, 11697270625, 11697270626, 11697270627, 11697270628, 11697270629, 11697270630, 11697270615]",dormitory,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
way,1258216925,乔林,,,"POLYGON ((113.9278475 22.5301398, 113.9278487 22.5300887, 113.9279912 22.5299905, 113.9278644 22.5298561, 113.9278624 22.5297622, 113.927867 22.5297228, 113.9279581 22.5297459, 113.9279919 22.5298285, 113.9281049 22.5299068, 113.9281402 22.5299848, 113.9280532 22.5300738, 113.9279041 22.5301837, 113.9278475 22.5301398))",,"[11697270631, 11697270632, 11697270633, 11697270634, 11697270635, 11697270636, 11697270637, 11697270638, 11697270639, 11697270640, 11697270641, 11697270625, 11697270631]",dormitory,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
relation,3095541,本原设计研究中心,,本原设计研究中心,"POLYGON ((113.9319306 22.5337571, 113.9321437 22.5341239, 113.9325338 22.5339305, 113.9323208 22.5335638, 113.9319306 22.5337571), (113.9321103 22.5338315, 113.93225 22.5337649, 113.9323121 22.5338761, 113.9321724 22.5339426, 113.9321103 22.5338315))",,"[[[2392834690, 2392834674, 2392834678, 2392834691, 2392834690], [2392834665, 2392834688, 2392834639, 2392834655, 2392834665]]]",university,本原设计研究中心,本原設計研究中心,,,,,,,,,,,,,,,,,,,,,,,,,,,"[230847109, 230847101]",multipolygon
relation,3097097,F座,,F座,"POLYGON ((113.9300457 22.5378186, 113.9301488 22.5375892, 113.9295993 22.5373785, 113.9294962 22.5376079, 113.9300457 22.5378186), (113.930006 22.5376315, 113.929977 22.5376963, 113.929641 22.5375683, 113.92967 22.5375034, 113.930006 22.5376315))",,"[[[2393798420, 2393798405, 2393798436, 2393798433, 2393798420], [2393798395, 2393798437, 2393798378, 2393798438, 2393798395]]]",yes,F座,F座,,,,,,,,,,,,,,,,,,,,,,,,,,,"[230956728, 230956726]",multipolygon
relation,3099297,,,,"POLYGON ((113.9283102 22.538033, 113.9283052 22.5379797, 113.9282507 22.5374614, 113.9282456 22.5374145, 113.9282431 22.5373898, 113.9278777 22.5374225, 113.9279396 22.5380133, 113.9279473 22.5380868, 113.9283127 22.5380541, 113.9283102 22.538033), (113.9281798 22.5374991, 113.9281933 22.5376349, 113.9279924 22.537652, 113.9279788 22.5375162, 113.9281798 22.5374991), (113.9280028 22.5378331, 113.9282041 22.537816, 113.9282177 22.5379521, 113.9280164 22.5379693, 113.9280028 22.5378331))",,"[[[2394794592, 2394794598, 2394794589, 2394794602, 2394794573, 2394794584, 2394794601, 2394794600, 2402250677, 2394794592], [2394794575, 2394794569, 2394794606, 2394794579, 2394794575], [2394794586, 2394794593, 2394794587, 2394794591, 2394794586]]]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[231066364, 231066363, 231066368]",multipolygon
relation,3104263,实验楼,,实验楼,"POLYGON ((113.9293702 22.5354618, 113.9293854 22.5353863, 113.9294604 22.5350139, 113.9290293 22.5349399, 113.9290425 22.5348739, 113.9285781 22.5347943, 113.9285179 22.5350933, 113.9284886 22.5352392, 113.9289531 22.5353189, 113.9289391 22.5353878, 113.9293702 22.5354618), (113.9288766 22.535169, 113.9285844 22.5351177, 113.9286182 22.5349537, 113.9289103 22.535005, 113.9288766 22.535169), (113.9293127 22.5351487, 113.9293074 22.5351719, 113.9292892 22.535177, 113.9292698 22.5351869, 113.929258 22.5352019, 113.9292509 22.5352201, 113.9292519 22.535242, 113.9292592 22.53526, 113.9292707 22.5352732, 113.9292836 22.5352867, 113.9292781 22.5353131, 113.929012 22.5352653, 113.9290467 22.5351009, 113.9293127 22.5351487))",,"[[[2397086372, 2397086364, 2397086371, 2401131074, 2397086367, 2397086373, 2397086377, 2397086388, 2401131139, 2397086376, 2397086372], [2397086385, 2397086370, 2397086374, 2397086387, 2397086386, 2397086365, 2397086384, 2397086368, 2397086369, 2397086378, 2397086383, 2397086379, 2397086381, 2397086385], [2397086366, 2397086380, 2397086382, 2397086375, 2397086366]]]",university,实验楼,實驗樓,,,,,,,,,,,,,,,,,,,,,,,,,,,"[231314733, 231314731, 231314736]",multipolygon
relation,3104286,光电子学研究所,,光电子学研究所,"POLYGON ((113.928399 22.5350713, 113.9284781 22.5346731, 113.9280173 22.534595, 113.927992 22.5347227, 113.9279643 22.534739, 113.9279451 22.5347603, 113.9279284 22.5347878, 113.9279201 22.5348166, 113.9279194 22.5348479, 113.9279252 22.5348743, 113.9279355 22.5349009, 113.927952 22.5349264, 113.9279235 22.5350675, 113.9283842 22.5351456, 113.928399 22.5350713), (113.9283507 22.534802, 113.9283097 22.5350003, 113.9280108 22.5349477, 113.9280235 22.5348861, 113.9280343 22.5348758, 113.9280421 22.5348654, 113.9280474 22.5348524, 113.9280496 22.5348383, 113.9280474 22.5348241, 113.9280393 22.5348093, 113.9280517 22.5347494, 113.9283507 22.534802))",,"[[[2397089622, 2401131185, 2397089616, 2397089629, 2397089620, 2397089617, 2397089621, 2397089636, 2397089633, 2397089632, 2397089638, 2397089642, 2397089626, 2397089627, 2397089622], [2397089623, 2397089634, 2397089640, 2397089625, 2397089624, 2397089639, 2397089618, 2397089615, 2397089641, 2397089635, 2397089630, 2397089623]]]",university,光电子学研究所,光電子學研究所,,,,,,,,,,,,,,,,,,,,,,,,,,,"[231315150, 231315151]",multipolygon
relation,3105896,,,,"POLYGON ((113.9295159 22.5407462, 113.9294722 22.5407456, 113.9294736 22.5406248, 113.9295166 22.5406262, 113.9295184 22.5405087, 113.9294667 22.5405087, 113.9293943 22.540508, 113.929139 22.5405053, 113.9285954 22.5404996, 113.928594 22.5406144, 113.9288838 22.5406178, 113.9288825 22.5407247, 113.9287906 22.5407236, 113.9287893 22.5408327, 113.9295148 22.5408402, 113.9295159 22.5407462), (113.9289538 22.5406186, 113.9293634 22.5406235, 113.9293619 22.5407305, 113.9289522 22.5407256, 113.9289538 22.5406186))",,"[[[2398000042, 2398000055, 2398000033, 2398000041, 2398000059, 2398000031, 2398000067, 3255140795, 2398000054, 2398000052, 2398000036, 2398000050, 2398000032, 2398000053, 2398000058, 2398000042], [2398000071, 2398000069, 2398000065, 2398000068, 2398000071]]]",university,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,"[231406106, 231406105]",multipolygon
relation,3105897,文科楼办公区,,文科楼办公区,"POLYGON ((113.9295896 22.5411613, 113.9295863 22.541422, 113.9302979 22.5414297, 113.9303017 22.5411314, 113.9301845 22.5411302, 113.9301827 22.5412716, 113.929994 22.5412696, 113.9299948 22.5412097, 113.9299974 22.5410227, 113.9299312 22.5410217, 113.9292175 22.5410139, 113.9292156 22.5411572, 113.9295896 22.5411613), (113.9296751 22.5411864, 113.9298696 22.5411875, 113.9298686 22.5413397, 113.9296741 22.5413386, 113.9296751 22.5411864))",,"[[[2398001507, 2398001521, 2398001744, 2398001523, 2457650280, 2398001529, 2398001514, 2398001503, 2398001512, 2398001543, 2398001539, 2398001535, 2398001507], [2398001527, 2398001544, 2398001534, 2398001530, 2398001527]]]",university,文科楼办公区,文科樓辦公區,6,1,,,,,,,,,,,,,,,,,,,,,,,,,"[231406256, 231406257]",multipolygon
relation,3106309,,,,"POLYGON ((113.9291572 22.532835, 113.9290127 22.5328133, 113.9288649 22.5327887, 113.9288575 22.5328252, 113.928774 22.5328108, 113.9287482 22.5329533, 113.9288112 22.5329641, 113.9288035 22.5330065, 113.9288711 22.5330178, 113.9288676 22.5330413, 113.9289524 22.5330566, 113.9289481 22.5330822, 113.9291549 22.53312, 113.9291692 22.5330488, 113.9290286 22.533024, 113.9290493 22.5329105, 113.9291415 22.5329248, 113.9291572 22.532835), (113.9288528 22.5329287, 113.9288606 22.5328862, 113.9289001 22.5328925, 113.9288922 22.532935, 113.9288528 22.5329287))",,"[[[2398268292, 2398268313, 2398268377, 2398268252, 2398268264, 2398268315, 2398268319, 2398268274, 2398268288, 2398268351, 2398268276, 2398268299, 2398268282, 2398268369, 2398268262, 2398268317, 2398268330, 2398268292], [2398268328, 2398268346, 2398268334, 2398268301, 2398268328]]]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[231436811, 231436809]",multipolygon
relation,3106310,,,,"POLYGON ((113.9291692 22.5330488, 113.9291549 22.53312, 113.9291511 22.5331386, 113.9293117 22.5331676, 113.9293051 22.5332023, 113.9296001 22.5332568, 113.9296162 22.5331725, 113.9295859 22.533167, 113.9295975 22.5331032, 113.9295679 22.5330982, 113.9295787 22.5330412, 113.9295358 22.5330338, 113.9295492 22.5329673, 113.9294982 22.532957, 113.9295114 22.5328928, 113.929461 22.5328833, 113.9293164 22.5328589, 113.9292108 22.532843, 113.9291692 22.5330488), (113.9292948 22.5329534, 113.9294499 22.5329818, 113.929439 22.5330354, 113.9294848 22.5330437, 113.9294656 22.533148, 113.9293561 22.5331279, 113.9293653 22.5330833, 113.9292725 22.5330662, 113.9292948 22.5329534))",,"[[[2398268247, 2398268244, 2455136611, 2398268353, 2398268256, 2398268280, 2398268381, 2398268348, 2398268294, 2398268272, 2398268363, 2398268284, 2398268367, 2398268254, 2398268359, 2398268296, 2398268369, 2398268262, 2398268247], [2398268278, 2398268375, 2398268324, 2398268293, 2398268326, 2398268309, 2398268295, 2398268307, 2398268278]]]",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[231436810, 231436812]",multipolygon
